score_type,source,n,mean,median,std,min,max,pct_<=1,pct_1-2,pct_2-3,pct_3-4,pct_4-5,skewness,kurtosis
alignment_score,Human (3人平均),500,3.9191,4.38,1.3493,0.0,5.0,6.0,5.4,7.4,18.4,62.8,-1.5052,1.4875
alignment_score,Sys_VAR_noexpert (3次平均),500,3.8969,4.3367,1.2593,0.0,5.0,4.4,7.4,7.4,22.0,58.8,-1.3806,1.1981
authenticity_score,Human (3人平均),500,3.0453,3.0,1.0151,0.6667,5.0,4.6,18.4,30.2,36.2,10.6,-0.1178,-0.7064
authenticity_score,Sys_VAR_noexpert (3次平均),500,3.7459,3.87,1.0164,1.0833,5.0,0.0,9.2,12.8,33.6,44.4,-0.7038,-0.226
