img_id,all_correct_1,n_correct_1,n_atoms_1,ge2_gm,ge2_am,all_correct_2,n_correct_2,n_atoms_2,all_correct_3,n_correct_3,n_atoms_3
86,0,3,4,0.0009999665018416998,0.7499665027539515,0,3,4,0,3,4
87,1,4,4,0.9999413806742711,0.9999413813658403,1,4,4,1,4,4
88,1,5,5,0.1826129799721454,0.7996954126542142,1,5,5,1,5,5
89,1,5,5,0.9999960331155409,0.999996033116008,1,5,5,1,5,5
90,0,4,5,0.03975282614207056,0.7999264476836089,0,4,5,0,4,5
91,1,4,4,0.11139117453022106,0.7487317034723071,1,4,4,0,3,4
92,1,3,3,0.9997780814681239,0.9997780969977973,1,3,3,1,3,3
93,0,2,3,9.964853583819443e-05,0.6631552555117431,0,2,3,0,2,3
94,1,3,3,0.020752117070141813,0.6665661486547941,1,3,3,1,3,3
95,0,2,3,0.01830979244972827,0.6663943488134798,0,2,3,0,2,3
96,0,4,5,0.038770098172269105,0.7998944192022026,0,4,5,0,4,5
97,1,3,3,0.9991221293563526,0.9991223715175286,1,3,3,1,3,3
98,1,3,3,0.9863530806569653,0.9864989674050729,1,3,3,1,3,3
99,1,3,3,0.9733451426833638,0.9738005453818407,1,3,3,1,3,3
100,1,6,6,0.9959858538157554,0.996022485399604,1,6,6,1,6,6
101,0,4,5,0.003975993917763174,0.7987277266405346,0,4,5,0,4,5
102,1,6,6,0.9768544291335861,0.977179680481274,1,6,6,1,6,6
103,1,5,5,0.9999114732335487,0.9999114846051895,1,5,5,1,5,5
104,0,4,6,0.07086407901520067,0.8321791389760606,0,4,6,0,4,6
105,1,7,7,0.9769191526263932,0.9776171776018528,1,7,7,1,7,7
106,1,6,6,0.9981883517915301,0.9981931263963579,1,6,6,1,6,6
107,1,6,6,0.9239686776499457,0.9370111101318249,0,5,6,1,6,6
108,0,4,5,0.09010055781959661,0.7978687379807184,0,4,5,0,4,5
109,0,4,6,0.01831017528048426,0.6663773081924184,0,4,6,0,4,6
110,1,6,6,0.9836089676075024,0.9842383270679963,1,6,6,1,6,6
111,0,5,6,0.9232668593781187,0.936253116002619,0,5,6,0,5,6
112,0,4,6,0.003995584175580629,0.6672962845749547,0,4,6,0,5,6
113,0,3,5,1.579111505435743e-05,0.5963780902651948,0,3,5,0,3,5
114,1,5,5,0.08004480774895684,0.7999145523766782,1,5,5,1,5,5
115,1,6,6,0.9999835499671522,0.9999835502514042,1,6,6,1,6,6
116,1,5,5,0.17797046439177228,0.7998855313195827,1,5,5,1,5,5
117,1,6,6,0.5428783924797885,0.8165334441206674,1,6,6,1,6,6
118,0,4,5,0.09500207933419966,0.6169493278559872,0,4,5,0,4,5
119,1,6,6,0.9997725891582795,0.999772669797696,1,6,6,1,6,6
120,0,4,5,0.1287108997313373,0.7998282900687357,0,4,5,0,4,5
121,0,2,5,0.5786066323005751,0.8074683898339053,0,2,5,0,2,5
122,0,3,5,0.00015434703482916054,0.5998976224178594,0,3,5,0,3,5
123,0,4,7,0.015587727023929519,0.5716692088228816,0,4,7,0,4,7
