score_type,source,n,mean,median,std,min,max,pct_<=1,pct_1-2,pct_2-3,pct_3-4,pct_4-5,skewness,kurtosis
alignment_score,Human (3人平均),800,3.9413,4.38,1.3406,0.0,5.0,5.75,5.5,7.12,18.62,63.0,-1.4923,1.4335
alignment_score,Sys_VAR_ref_800 (3次平均),800,3.8229,4.285,1.1833,0.0,5.0,4.0,6.88,9.88,19.0,60.25,-1.399,1.2253
authenticity_score,Human (3人平均),800,3.0442,3.0,1.0398,0.3333,5.0,5.12,18.38,29.0,36.5,11.0,-0.1392,-0.6808
authenticity_score,Sys_VAR_ref_800 (3次平均),800,2.8076,2.8733,1.019,0.5667,5.0,1.0,28.5,25.37,33.38,11.75,0.0786,-0.9448
