source,class_id,alignment_norm,authenticity_norm,composite_product_classmean,composite_harmonic_classmean
User_VAR_800_2,429,0.65,0.7,0.52,0.64
User_VAR_800_2,432,0.81,0.4,0.37,0.53
User_VAR_800_2,443,0.94,0.65,0.61,0.75
User_VAR_800_2,446,0.75,0.48,0.37,0.55
User_VAR_800_2,453,0.83,0.52,0.44,0.63
User_VAR_800_2,461,0.64,0.75,0.54,0.68
User_VAR_800_2,477,0.51,0.4,0.22,0.42
User_VAR_800_2,479,0.88,0.72,0.64,0.78
User_VAR_800_2,481,0.74,0.48,0.39,0.57
User_VAR_800_2,488,0.82,0.62,0.5,0.63
User_VAR_800_2,499,0.67,0.6,0.42,0.56
User_VAR_800_2,529,0.77,0.52,0.42,0.6
User_VAR_800_2,535,0.79,0.68,0.55,0.71
User_VAR_800_2,554,0.0,0.38,0.0,0.0
User_VAR_800_2,567,0.87,0.58,0.51,0.68
User_VAR_800_2,575,0.91,0.55,0.52,0.67
User_VAR_800_2,585,0.47,0.3,0.16,0.3
User_VAR_800_2,590,0.78,0.52,0.45,0.61
User_VAR_800_2,605,0.71,0.65,0.51,0.66
User_VAR_800_2,606,0.76,0.55,0.47,0.61
User_VAR_800_2,626,0.81,0.6,0.52,0.66
User_VAR_800_2,632,0.72,0.6,0.48,0.6
User_VAR_800_2,633,0.81,0.5,0.43,0.6
User_VAR_800_2,634,0.5,0.4,0.23,0.4
User_VAR_800_2,645,0.78,0.48,0.37,0.53
User_VAR_800_2,654,0.89,0.55,0.51,0.67
User_VAR_800_2,679,0.74,0.8,0.6,0.76
User_VAR_800_2,687,0.92,0.75,0.7,0.81
User_VAR_800_2,730,0.6,0.5,0.32,0.47
User_VAR_800_2,743,0.77,0.73,0.6,0.72
User_VAR_800_2,746,0.81,0.38,0.32,0.49
User_VAR_800_2,755,0.8,0.72,0.58,0.7
User_VAR_800_2,756,0.82,0.68,0.56,0.73
User_VAR_800_2,806,0.92,0.8,0.74,0.85
User_VAR_800_2,810,0.61,0.5,0.35,0.5
User_VAR_800_2,819,0.5,0.45,0.22,0.33
User_VAR_800_2,836,0.09,0.52,0.06,0.13
User_VAR_800_2,903,0.67,0.38,0.25,0.45
User_VAR_800_2,917,0.73,0.42,0.31,0.48
User_VAR_800_2,919,0.46,0.22,0.1,0.29
User_VAR_800_2,920,0.9,0.65,0.59,0.74
User_VAR_800_2,922,0.38,0.22,0.1,0.22
User_VAR_800_2,928,0.89,0.68,0.6,0.74
User_VAR_800_2,931,0.92,0.75,0.69,0.82
User_VAR_800_2,943,0.83,0.78,0.65,0.8
User_VAR_800_2,952,0.88,0.9,0.78,0.82
User_VAR_800_2,960,0.92,0.73,0.69,0.81
User_VAR_800_2,962,0.94,0.75,0.71,0.83
User_VAR_800_2,968,0.92,0.8,0.74,0.84
User_VAR_800_2,971,0.92,0.62,0.59,0.73
User_VAR_800_2,972,0.86,0.58,0.49,0.64
User_VAR_800_2,981,0.67,0.45,0.32,0.49
User_VAR_800_2,982,0.7,0.35,0.25,0.45
User_VAR_800_2,983,0.95,0.52,0.5,0.66
User_VAR_800_2,985,0.78,0.85,0.64,0.74
User_VAR_800_2,991,0.96,0.85,0.82,0.89
User_VAR_800_2,999,0.78,0.35,0.31,0.47
User_VAR_800_3,4,0.97,0.62,0.61,0.75
User_VAR_800_3,7,0.89,0.6,0.53,0.7
User_VAR_800_3,10,0.79,0.74,0.59,0.74
User_VAR_800_3,25,0.8,0.8,0.64,0.74
User_VAR_800_3,35,0.74,0.68,0.48,0.64
User_VAR_800_3,39,0.92,0.65,0.61,0.75
User_VAR_800_3,49,0.96,0.68,0.65,0.78
User_VAR_800_3,51,0.96,0.7,0.68,0.79
User_VAR_800_3,52,0.89,0.78,0.72,0.82
User_VAR_800_3,64,0.78,0.72,0.57,0.73
User_VAR_800_3,80,0.96,0.62,0.6,0.73
User_VAR_800_3,97,0.94,0.78,0.74,0.83
User_VAR_800_3,106,1.0,0.78,0.78,0.87
User_VAR_800_3,116,1.0,0.85,0.85,0.9
User_VAR_800_3,118,0.66,0.52,0.33,0.51
User_VAR_800_3,129,0.77,0.65,0.5,0.69
User_VAR_800_3,144,0.87,0.65,0.56,0.73
User_VAR_800_3,147,1.0,0.75,0.75,0.85
User_VAR_800_3,150,0.77,0.62,0.5,0.68
User_VAR_800_3,156,1.0,0.72,0.72,0.84
User_VAR_800_3,159,0.88,0.52,0.46,0.63
User_VAR_800_3,281,0.98,0.65,0.63,0.76
User_VAR_800_3,300,0.69,0.68,0.57,0.63
User_VAR_800_3,322,0.91,0.88,0.82,0.88
User_VAR_800_3,330,0.84,0.7,0.6,0.74
User_VAR_800_3,333,0.86,0.52,0.47,0.63
User_VAR_800_3,339,0.71,0.55,0.44,0.61
User_VAR_800_3,347,1.0,0.8,0.8,0.88
User_VAR_800_3,356,0.93,0.62,0.59,0.74
User_VAR_800_3,365,0.92,0.57,0.54,0.7
User_VAR_800_3,370,0.98,0.68,0.66,0.78
User_VAR_800_3,389,0.39,0.55,0.2,0.42
User_VAR_800_3,392,0.8,0.62,0.51,0.68
User_VAR_800_3,394,0.83,0.65,0.57,0.71
User_VAR_800_3,396,0.96,0.7,0.67,0.8
User_VAR_800_3,400,0.95,0.55,0.53,0.65
User_VAR_800_3,405,0.69,0.5,0.35,0.54
User_VAR_800_3,406,0.86,0.7,0.6,0.74
User_VAR_800_3,413,0.77,0.57,0.46,0.62
User_VAR_800_3,415,0.39,0.6,0.19,0.37
User_VAR_800_3,419,0.76,0.68,0.5,0.63
User_VAR_800_3,421,0.81,0.55,0.44,0.63
User_VAR_800_3,426,0.59,0.35,0.21,0.43
User_VAR_800_3,429,0.55,0.72,0.48,0.57
User_VAR_800_3,432,0.81,0.42,0.38,0.52
User_VAR_800_3,443,0.77,0.75,0.56,0.69
User_VAR_800_3,446,0.66,0.57,0.38,0.55
User_VAR_800_3,453,0.85,0.5,0.43,0.62
User_VAR_800_3,461,0.57,0.72,0.46,0.61
User_VAR_800_3,477,0.47,0.43,0.21,0.42
User_VAR_800_3,479,0.9,0.75,0.67,0.78
User_VAR_800_3,481,0.68,0.43,0.34,0.5
User_VAR_800_3,488,0.88,0.62,0.57,0.69
User_VAR_800_3,499,0.67,0.62,0.47,0.6
User_VAR_800_3,529,0.78,0.57,0.47,0.65
User_VAR_800_3,535,0.79,0.65,0.53,0.68
User_VAR_800_3,554,0.0,0.45,0.0,0.0
User_VAR_800_3,567,0.92,0.52,0.48,0.64
User_VAR_800_3,575,0.97,0.55,0.53,0.68
User_VAR_800_3,585,0.33,0.32,0.12,0.24
User_VAR_800_3,590,0.77,0.57,0.48,0.63
User_VAR_800_3,605,0.72,0.58,0.47,0.63
User_VAR_800_3,606,0.77,0.45,0.39,0.54
User_VAR_800_3,626,0.97,0.65,0.62,0.76
User_VAR_800_3,632,0.71,0.52,0.43,0.57
User_VAR_800_3,633,0.75,0.57,0.47,0.64
User_VAR_800_3,634,0.44,0.4,0.19,0.36
User_VAR_800_3,645,0.78,0.5,0.4,0.56
User_VAR_800_3,654,0.88,0.62,0.57,0.71
User_VAR_800_3,679,0.71,0.65,0.47,0.67
User_VAR_800_3,687,1.0,0.85,0.85,0.91
User_VAR_800_3,730,0.68,0.48,0.36,0.53
User_VAR_800_3,743,0.83,0.68,0.6,0.71
User_VAR_800_3,746,0.93,0.4,0.37,0.54
User_VAR_800_3,755,0.94,0.65,0.62,0.75
User_VAR_800_3,756,0.89,0.65,0.57,0.71
User_VAR_800_3,806,0.92,0.82,0.76,0.87
User_VAR_800_3,810,0.56,0.55,0.38,0.52
User_VAR_800_3,819,0.49,0.52,0.26,0.37
User_VAR_800_3,836,0.07,0.52,0.03,0.09
User_VAR_800_3,903,0.64,0.45,0.3,0.52
User_VAR_800_3,917,0.75,0.4,0.3,0.47
User_VAR_800_3,919,0.46,0.25,0.1,0.28
User_VAR_800_3,920,0.9,0.65,0.59,0.75
User_VAR_800_3,922,0.38,0.22,0.1,0.24
User_VAR_800_3,928,0.87,0.72,0.64,0.76
User_VAR_800_3,931,0.94,0.72,0.69,0.81
User_VAR_800_3,943,0.86,0.78,0.66,0.81
User_VAR_800_3,952,0.88,0.92,0.8,0.83
User_VAR_800_3,960,1.0,0.73,0.73,0.83
User_VAR_800_3,962,0.89,0.73,0.65,0.79
User_VAR_800_3,968,0.85,0.8,0.69,0.81
User_VAR_800_3,971,0.92,0.62,0.58,0.73
User_VAR_800_3,972,0.92,0.62,0.57,0.71
User_VAR_800_3,981,0.86,0.48,0.41,0.59
User_VAR_800_3,982,0.64,0.35,0.24,0.44
User_VAR_800_3,983,0.94,0.6,0.56,0.71
User_VAR_800_3,985,0.72,0.92,0.66,0.75
User_VAR_800_3,991,0.96,0.8,0.77,0.86
User_VAR_800_3,999,0.71,0.45,0.34,0.52
