score_type,source_1,source_2,n_common_images,pearson_r,pearson_p,spearman_r,spearman_p,icc_2_1_absolute_agreement,icc_3_1_consistency
alignment_score,Sys_VAR_ref_800_1,Sys_VAR_ref_800_2,799,0.7801,0.0,0.7302,0.0,0.7799,0.78
alignment_score,Sys_VAR_ref_800_1,Sys_VAR_ref_800_3,800,0.8241,0.0,0.7763,0.0,0.8241,0.824
alignment_score,Sys_VAR_ref_800_1,User_VAR_800_1,800,0.6227,0.0,0.5867,0.0,0.6141,0.6183
alignment_score,Sys_VAR_ref_800_1,User_VAR_800_2,800,0.6534,0.0,0.6172,0.0,0.6468,0.6487
alignment_score,Sys_VAR_ref_800_1,User_VAR_800_3,799,0.6681,0.0,0.6043,0.0,0.6592,0.6617
alignment_score,Sys_VAR_ref_800_2,Sys_VAR_ref_800_3,799,0.8416,0.0,0.7635,0.0,0.8411,0.8412
alignment_score,Sys_VAR_ref_800_2,User_VAR_800_1,799,0.6919,0.0,0.6142,0.0,0.6831,0.6859
alignment_score,Sys_VAR_ref_800_2,User_VAR_800_2,799,0.6664,0.0,0.5997,0.0,0.6598,0.6605
alignment_score,Sys_VAR_ref_800_2,User_VAR_800_3,798,0.6673,0.0,0.5904,0.0,0.6585,0.6596
alignment_score,Sys_VAR_ref_800_3,User_VAR_800_1,800,0.7123,0.0,0.654,0.0,0.7045,0.7089
alignment_score,Sys_VAR_ref_800_3,User_VAR_800_2,800,0.6782,0.0,0.6121,0.0,0.6731,0.6748
alignment_score,Sys_VAR_ref_800_3,User_VAR_800_3,799,0.6986,0.0,0.6349,0.0,0.6913,0.6936
alignment_score,User_VAR_800_1,User_VAR_800_2,800,0.8011,0.0,0.7854,0.0,0.8008,0.8011
alignment_score,User_VAR_800_1,User_VAR_800_3,799,0.8057,0.0,0.7944,0.0,0.8054,0.8055
alignment_score,User_VAR_800_2,User_VAR_800_3,799,0.8449,0.0,0.8001,0.0,0.8448,0.8447
artifact_score,Sys_VAR_ref_800_1,Sys_VAR_ref_800_2,799,0.7224,0.0,0.7251,0.0,0.7221,0.7224
artifact_score,Sys_VAR_ref_800_1,Sys_VAR_ref_800_3,800,0.7328,0.0,0.7131,0.0,0.7312,0.7328
artifact_score,Sys_VAR_ref_800_1,User_VAR_800_1,800,0.6244,0.0,0.6195,0.0,0.6092,0.6244
artifact_score,Sys_VAR_ref_800_1,User_VAR_800_2,800,0.6137,0.0,0.6055,0.0,0.5977,0.6137
artifact_score,Sys_VAR_ref_800_1,User_VAR_800_3,799,0.6084,0.0,0.603,0.0,0.5861,0.6083
artifact_score,Sys_VAR_ref_800_2,Sys_VAR_ref_800_3,799,0.7345,0.0,0.7304,0.0,0.7342,0.7343
artifact_score,Sys_VAR_ref_800_2,User_VAR_800_1,799,0.6981,0.0,0.6922,0.0,0.6863,0.698
artifact_score,Sys_VAR_ref_800_2,User_VAR_800_2,799,0.676,0.0,0.6688,0.0,0.6636,0.6758
artifact_score,Sys_VAR_ref_800_2,User_VAR_800_3,798,0.6475,0.0,0.6396,0.0,0.6298,0.6473
artifact_score,Sys_VAR_ref_800_3,User_VAR_800_1,800,0.6545,0.0,0.6453,0.0,0.6471,0.6545
artifact_score,Sys_VAR_ref_800_3,User_VAR_800_2,800,0.67,0.0,0.662,0.0,0.6616,0.67
artifact_score,Sys_VAR_ref_800_3,User_VAR_800_3,799,0.6307,0.0,0.6205,0.0,0.6179,0.6307
artifact_score,User_VAR_800_1,User_VAR_800_2,800,0.7332,0.0,0.719,0.0,0.7334,0.7332
artifact_score,User_VAR_800_1,User_VAR_800_3,799,0.7365,0.0,0.7264,0.0,0.7357,0.7365
artifact_score,User_VAR_800_2,User_VAR_800_3,799,0.7878,0.0,0.7759,0.0,0.7873,0.7878
