source,class_id,alignment_norm,authenticity_norm,composite_product_classmean,composite_harmonic_classmean,vendi_ratio,vendi_ratio_train,composite_product_classmean_x_vendi_ratio,composite_product_classmean_x_vendi_ratio_train,composite_harmonic_classmean_x_vendi_ratio,composite_harmonic_classmean_x_vendi_ratio_train
Sys_VAR_noref_2,392,0.81,0.63,0.52,0.68,0.36,0.88,0.18,0.46,0.24,0.6
Sys_VAR_noref_2,394,0.85,0.46,0.4,0.58,1.95,0.92,0.79,0.37,1.13,0.53
Sys_VAR_noref_2,396,0.95,0.7,0.67,0.79,0.27,1.15,0.18,0.77,0.22,0.91
Sys_VAR_noref_2,400,0.92,0.6,0.55,0.71,0.27,0.85,0.15,0.47,0.19,0.61
Sys_VAR_noref_2,405,0.83,0.57,0.48,0.66,0.65,1.17,0.31,0.57,0.43,0.78
Sys_VAR_noref_2,406,0.9,0.64,0.58,0.73,1.13,0.67,0.65,0.39,0.82,0.49
Sys_VAR_noref_2,413,0.88,0.7,0.62,0.77,0.45,1.04,0.28,0.64,0.35,0.8
Sys_VAR_noref_2,415,0.55,0.65,0.32,0.52,0.91,0.82,0.29,0.26,0.47,0.42
Sys_VAR_noref_2,419,0.49,0.65,0.29,0.46,1.16,0.84,0.34,0.25,0.54,0.39
Sys_VAR_noref_2,421,0.71,0.37,0.28,0.48,1.78,0.77,0.5,0.22,0.85,0.37
Sys_VAR_noref_2,426,0.54,0.28,0.15,0.37,1.07,0.74,0.16,0.11,0.39,0.27
Sys_VAR_noref_2,429,0.35,0.38,0.19,0.34,0.44,0.94,0.08,0.18,0.15,0.32
Sys_VAR_noref_2,432,0.85,0.53,0.47,0.63,1.4,1.21,0.66,0.57,0.89,0.77
Sys_VAR_noref_2,443,0.79,0.55,0.5,0.63,0.3,0.91,0.15,0.46,0.19,0.57
Sys_VAR_noref_2,446,0.7,0.54,0.35,0.56,1.28,0.86,0.45,0.3,0.71,0.48
Sys_VAR_noref_2,453,0.8,0.43,0.35,0.56,0.56,0.79,0.2,0.28,0.32,0.44
Sys_VAR_noref_2,461,0.77,0.73,0.54,0.7,0.37,0.66,0.2,0.36,0.26,0.46
Sys_VAR_noref_2,477,0.56,0.36,0.22,0.44,2.46,0.79,0.54,0.17,1.08,0.35
Sys_VAR_noref_2,479,0.78,0.66,0.57,0.71,0.47,0.74,0.27,0.42,0.34,0.53
Sys_VAR_noref_2,481,0.48,0.3,0.16,0.36,0.5,0.85,0.08,0.14,0.18,0.31
Sys_VAR_noref_2,488,0.68,0.54,0.37,0.58,0.92,0.88,0.34,0.32,0.53,0.51
Sys_VAR_noref_2,499,0.39,0.39,0.15,0.34,1.32,1.11,0.2,0.17,0.45,0.38
Sys_VAR_noref_2,529,0.86,0.6,0.52,0.71,3.25,0.8,1.69,0.41,2.3,0.56
Sys_VAR_noref_2,535,0.75,0.63,0.48,0.68,0.42,0.81,0.2,0.39,0.28,0.55
Sys_VAR_noref_2,554,0.98,0.42,0.41,0.57,1.0,0.76,0.41,0.31,0.57,0.44
Sys_VAR_noref_2,567,0.82,0.48,0.41,0.59,3.66,0.89,1.49,0.36,2.15,0.52
Sys_VAR_noref_2,575,0.9,0.61,0.56,0.71,0.76,0.79,0.42,0.44,0.54,0.56
Sys_VAR_noref_2,585,0.4,0.36,0.21,0.34,1.38,1.03,0.29,0.22,0.47,0.35
Sys_VAR_noref_2,590,0.72,0.57,0.45,0.62,1.05,0.87,0.47,0.39,0.66,0.55
Sys_VAR_noref_2,605,0.53,0.3,0.18,0.35,4.74,1.04,0.88,0.19,1.67,0.37
Sys_VAR_noref_2,606,0.67,0.39,0.33,0.49,0.78,0.62,0.26,0.2,0.38,0.3
Sys_VAR_noref_2,626,0.74,0.45,0.35,0.55,3.21,1.03,1.11,0.36,1.76,0.56
Sys_VAR_noref_2,632,0.86,0.51,0.44,0.63,0.95,0.89,0.42,0.4,0.6,0.57
Sys_VAR_noref_2,633,0.67,0.41,0.31,0.5,1.08,1.06,0.34,0.33,0.54,0.53
Sys_VAR_noref_2,634,0.73,0.63,0.47,0.66,0.46,0.75,0.21,0.35,0.3,0.49
Sys_VAR_noref_2,645,0.83,0.63,0.52,0.71,0.39,0.63,0.2,0.33,0.27,0.45
Sys_VAR_noref_2,654,0.93,0.55,0.51,0.68,0.88,0.73,0.45,0.38,0.6,0.5
Sys_VAR_noref_2,679,0.77,0.63,0.51,0.68,0.55,0.66,0.28,0.34,0.37,0.44
Sys_VAR_noref_2,687,0.88,0.71,0.63,0.78,0.27,0.63,0.17,0.39,0.21,0.49
Sys_VAR_noref_2,730,0.58,0.35,0.23,0.41,1.13,0.85,0.26,0.2,0.47,0.35
Sys_VAR_noref_2,743,0.89,0.54,0.49,0.65,1.1,0.83,0.54,0.41,0.72,0.54
Sys_VAR_noref_2,746,0.61,0.62,0.35,0.53,0.55,1.06,0.19,0.37,0.29,0.56
Sys_VAR_noref_2,755,0.79,0.51,0.39,0.6,0.24,0.98,0.09,0.38,0.14,0.58
