score_type,sys_group,human_group,sys_source,human_source,aggregation,n_common,threshold,n_positive,n_negative,auc
alignment_score,Sys_DiT_ref_randcls_100_3,Human_DiT_500,Sys_DiT_ref_cls100_3,User_DiT_1,individual,75,5.0,48,27,0.5687
alignment_score,Sys_DiT_ref_randcls_100_3,Human_DiT_500,Sys_DiT_ref_cls100_3,User_DiT_2,individual,75,5.0,47,28,0.5198
alignment_score,Sys_DiT_ref_randcls_100_3,Human_DiT_500,Sys_DiT_ref_cls100_3,User_DiT_3,individual,75,5.0,50,25,0.4616
authenticity_score,Sys_DiT_ref_randcls_100_3,Human_DiT_500,Sys_DiT_ref_cls100_3,User_DiT_1,individual,75,3.0,54,21,0.567
authenticity_score,Sys_DiT_ref_randcls_100_3,Human_DiT_500,Sys_DiT_ref_cls100_3,User_DiT_2,individual,75,3.0,53,22,0.4721
authenticity_score,Sys_DiT_ref_randcls_100_3,Human_DiT_500,Sys_DiT_ref_cls100_3,User_DiT_3,individual,75,4.0,38,37,0.5277
alignment_score,Sys_DiT_ref_randcls_100_3,Human_DiT_500,Sys_DiT_ref_randcls_100_3 (avg),Human_DiT_500 (avg),group_avg,75,5.0,44,31,0.5352
authenticity_score,Sys_DiT_ref_randcls_100_3,Human_DiT_500,Sys_DiT_ref_randcls_100_3 (avg),Human_DiT_500 (avg),group_avg,75,3.3333,40,35,0.5968
