score_type,source,n,mean,median,std,min,max,pct_<=1,pct_1-2,pct_2-3,pct_3-4,pct_4-5,skewness,kurtosis
alignment_score,Human (3人平均),500,3.8685,4.4,1.4356,0.0,5.0,7.2,5.8,8.6,15.8,62.6,-1.3583,0.8019
alignment_score,Sys_DiT_ref_randcls_100_3 (3次平均),500,3.7382,4.15,1.3699,0.0,5.0,7.6,7.6,9.4,16.4,59.0,-1.3748,0.9148
authenticity_score,Human (3人平均),500,3.0767,3.0,1.1006,0.3333,5.0,6.8,17.4,26.8,33.2,15.8,-0.1916,-0.7848
authenticity_score,Sys_DiT_ref_randcls_100_3 (3次平均),500,2.7774,2.85,1.1386,0.0,5.0,2.4,33.8,23.6,29.8,10.4,0.1715,-1.0452
