img_id,all_correct_1,n_correct_1,n_atoms_1,ge2_gm,ge2_am,all_correct_2,n_correct_2,n_atoms_2,all_correct_3,n_correct_3,n_atoms_3
499,0,5,8,0.022979042772075874,0.7424891215776659,0,5,8,0,5,8
500,0,6,9,0.02309676604506689,0.6914649819140573,0,6,9,0,6,9
501,0,7,8,0.19543364591588225,0.7782718562512233,0,7,8,0,7,8
502,0,7,9,0.06907731632201945,0.7323888548352335,0,7,9,0,7,9
503,0,8,9,0.1351454437699942,0.7772772663162567,0,8,9,0,8,9
504,0,3,9,0.00016390440380561943,0.26931296403123134,0,3,9,0,3,9
505,0,7,9,0.03566809821058659,0.6644709979933491,0,7,9,0,6,9
506,0,7,9,0.06986188810486414,0.8522345206873667,0,7,9,0,7,9
507,0,3,8,0.0006082978998948713,0.3758348124157481,0,3,8,0,3,8
508,1,10,10,0.9992541464942254,0.9992555725111132,1,10,10,1,10,10
509,1,9,9,0.9628563057903864,0.9668952367803555,1,9,9,1,9,9
510,0,7,9,0.05006327705510201,0.8835333470219122,0,7,9,0,7,9
511,0,3,9,3.942227205004576e-05,0.3332775588852617,0,3,9,0,3,9
512,0,7,10,0.12715837574693462,0.7960264113138102,0,7,10,0,7,10
513,0,9,10,0.1403736269814412,0.8999273915532282,0,9,10,0,9,10
514,0,6,9,0.002405554445910962,0.5661456923945445,0,6,9,0,6,9
515,0,6,9,0.03889930869612045,0.7048200672909977,0,6,9,0,7,9
516,0,2,9,1.5476430819136723e-06,0.22225217491236116,0,2,9,0,2,9
517,0,8,10,0.009113922670506407,0.7017978567203802,0,8,10,0,8,10
518,0,4,9,0.00012137072362669331,0.3574113651814654,0,4,9,0,4,9
519,0,7,10,0.0397591921975262,0.7010505338076953,0,7,10,0,7,10
520,0,6,9,0.005149531121651069,0.5677142984474721,0,6,9,0,6,9
521,0,7,8,0.05675599695070424,0.8749996259985054,0,7,8,0,7,8
522,0,7,9,0.018986157874601506,0.7702254435820938,0,7,9,0,7,9
523,0,3,8,0.0004206394180265335,0.3816883766055661,0,3,8,0,3,8
524,0,5,10,0.0018258657515204191,0.5132214969020549,0,5,10,0,5,10
525,0,6,8,0.003848139533153586,0.6255079422080854,0,6,8,0,6,8
526,1,10,10,0.010367985458978803,0.5013211794416181,1,10,10,1,10,10
527,0,2,8,0.0009346060214299372,0.45281113786473104,0,3,8,0,3,8
528,0,7,10,0.035328475270169725,0.700474035903775,0,8,10,0,7,10
529,0,6,9,0.0251643078267322,0.7736284464753007,0,6,9,0,6,9
530,0,5,8,0.0016810829851715686,0.6250119450866342,0,5,8,0,5,8
531,0,7,11,0.016057562403662937,0.5869034853397419,0,7,11,0,5,11
532,0,6,9,0.0028254239790852535,0.6651979274151851,0,6,9,0,6,9
533,0,2,9,0.0017506583245087716,0.2788076656926932,0,3,9,0,4,9
534,0,3,8,1.0899397386435944e-05,0.3772479351007139,0,3,8,0,3,8
535,0,3,9,0.0002809555194702323,0.40904814160881475,0,3,9,0,3,9
536,0,4,8,0.017327349587883262,0.6369442004119198,0,4,8,0,4,8
537,0,7,10,0.33810369534364026,0.8149962016131169,0,7,10,0,7,10
538,0,6,10,0.009391249268637316,0.6852429613710903,0,6,10,0,7,10
539,0,3,8,0.00010528972036287005,0.33353683483804664,0,4,8,0,2,8
540,0,7,9,0.015535671583707335,0.7774250829567307,0,7,9,0,7,9
541,0,9,10,0.5767165442993485,0.9004070010418296,0,9,10,0,9,10
542,0,6,9,0.007566517826175571,0.6633154165783768,0,6,9,0,6,9
543,0,5,8,0.004011463130571464,0.5132929994656033,0,4,8,0,6,8
544,0,8,10,0.24523136684535207,0.7056498171101091,0,8,10,0,8,10
545,0,6,9,0.00571353223020951,0.712049359368775,0,6,9,0,6,9
546,0,6,8,0.02536350929026912,0.511674769552677,0,6,8,0,6,8
547,0,8,9,0.12174670384682038,0.7778788641845378,0,8,9,0,8,9
548,0,6,9,0.007703432731783188,0.66666481711558,0,6,9,0,6,9
549,0,8,9,0.972381893131396,0.9752409538508482,0,8,9,0,8,9
550,0,5,8,0.004754877344541572,0.7186645624702209,0,2,8,0,2,8
551,0,3,9,0.00021306444382190794,0.33657988672929234,0,3,9,0,3,9
552,0,6,8,0.0002955253295543525,0.5910322567321842,0,6,8,0,5,8
553,0,5,9,0.020373380493654433,0.7609491707995011,0,5,9,0,5,9
554,0,8,9,0.11334932642029202,0.8836191134421995,0,8,9,0,8,9
555,0,5,8,0.0058008670097166514,0.6572855303239781,0,5,8,0,5,8
556,0,7,9,0.06989381829005817,0.7806803762807749,0,7,9,0,7,9
557,0,6,9,0.003930468276804011,0.666683699578322,0,6,9,0,6,9
558,0,5,10,0.0004052760959072908,0.4002384775216658,0,6,10,0,5,10
559,0,4,10,0.13400395877196547,0.5833796050253672,0,5,10,0,4,10
560,0,4,9,0.0023051821849758235,0.48589719244620966,0,4,9,0,4,9
561,0,6,10,0.0009120504026681439,0.5741969965997251,0,6,10,0,6,10
562,0,9,10,0.1697182280093919,0.899892204098777,0,9,10,0,9,10
563,0,5,8,0.017890757990153657,0.627245067932303,0,5,8,0,5,8
564,0,2,9,1.382171523126388e-05,0.22231628830835504,0,2,9,0,2,9
565,0,9,11,0.28118033126181197,0.901981734168237,0,9,11,0,9,11
566,0,1,8,6.356545179533753e-05,0.29005901126366235,0,5,8,0,1,8
567,0,8,10,0.3515371240869364,0.8634699226734994,0,9,10,0,8,10
568,0,7,9,0.045763353415924295,0.521767890933873,0,7,9,0,7,9
569,0,3,9,0.00034163517189693556,0.41488079165994707,0,3,9,0,3,9
570,0,8,9,0.8093055045750862,0.9054364060080411,0,8,9,0,8,9
571,1,9,9,0.6526546041575957,0.8858440222975104,1,9,9,1,9,9
572,0,6,9,0.3370767969303669,0.7805267830716156,0,6,9,0,6,9
573,0,5,9,0.004747672383815217,0.5596599446218277,0,5,9,0,5,9
574,0,8,9,0.8022039637368891,0.8812288631854424,0,8,9,0,8,9
575,0,6,9,0.011077798300063894,0.6001492737506631,0,6,9,0,6,9
576,0,7,9,0.14979743544728613,0.7699966847368579,0,7,9,0,7,9
577,0,9,10,0.19153046424243655,0.797179659989643,0,9,10,0,9,10
578,0,6,9,0.03425193201730493,0.6658063004856447,0,6,9,0,6,9
579,0,8,9,0.0857410248856821,0.8653714300376374,0,8,9,0,8,9
580,0,5,9,0.00786278918514355,0.6796175890105003,0,4,9,0,4,9
581,0,4,10,0.00041728650576649927,0.4129854191719745,0,4,10,0,4,10
582,0,5,8,0.0015467212697929252,0.6135318119051043,0,5,8,0,5,8
583,0,5,8,0.009133984847107226,0.6250097889137196,0,5,8,0,5,8
584,0,3,8,0.011643601830973497,0.387910367255815,0,3,8,0,4,8
585,0,4,9,0.003563921461299321,0.6627335675003244,0,4,9,0,4,9
586,0,2,8,2.7480725582718665e-07,0.2500001160410573,0,2,8,0,2,8
587,0,5,9,0.0012976847882120435,0.5556409093163993,0,5,9,0,5,9
588,0,6,9,0.05292826384320941,0.6712485575123213,0,6,9,0,6,9
589,0,8,9,0.5683225699555094,0.8895602040751049,0,8,9,0,8,9
590,0,6,9,0.0497978116753748,0.6676399665934317,0,6,9,0,6,9
591,0,4,8,0.00046183420030224793,0.6249942860077191,0,4,8,0,4,8
592,0,8,9,0.09433654797614671,0.8888876296954604,0,8,9,0,8,9
593,0,4,9,0.03146890407923378,0.6575746161693199,0,4,9,0,4,9
594,0,8,10,0.3789591906982445,0.7661004691226577,0,8,10,0,8,10
595,0,7,10,0.04896115588113282,0.6731849184540053,0,8,10,0,7,10
596,0,7,10,0.03524656421517512,0.7004165280896911,0,7,10,0,7,10
597,0,7,9,0.11380492742374637,0.7779050858905522,0,7,9,0,7,9
598,0,3,8,0.0029427810751039476,0.5014651895794004,0,3,8,0,3,8
599,0,4,8,0.0006733722506646304,0.623622600044311,0,4,8,0,4,8
600,0,6,10,0.02483457947939825,0.7995448690598094,0,6,10,0,6,10
601,0,6,9,0.01940313589482492,0.7720805766865138,0,6,9,0,6,9
