score_type,source,n,mean,median,std,min,max,pct_<=1,pct_1-2,pct_2-3,pct_3-4,pct_4-5,skewness,kurtosis
alignment_score,Human (3人平均),500,3.8685,4.4,1.4356,0.0,5.0,7.2,5.8,8.6,15.8,62.6,-1.3583,0.8019
alignment_score,Sys_DiT_ref_randcls_100_2 (3次平均),500,3.6185,4.12,1.4203,0.0,5.0,8.2,9.0,11.0,17.4,54.4,-1.1561,0.2973
authenticity_score,Human (3人平均),500,3.0767,3.0,1.1006,0.3333,5.0,6.8,17.4,26.8,33.2,15.8,-0.1916,-0.7848
authenticity_score,Sys_DiT_ref_randcls_100_2 (3次平均),500,2.6593,2.8,1.166,0.0,5.0,3.6,36.2,25.8,23.2,11.2,0.2842,-0.8776
