score_type,source,n,mean,median,std,min,max,pct_<=1,pct_1-2,pct_2-3,pct_3-4,pct_4-5,skewness,kurtosis
alignment_score,Human (3人平均),1000,3.9777,4.38,1.2789,0.0,5.0,4.6,5.5,8.2,18.5,63.2,-1.5237,1.6894
alignment_score,Sys_IMFfdloss_ref (3次平均),1000,3.8979,4.3375,1.1569,0.0,5.0,3.5,6.6,8.7,18.5,62.7,-1.4995,1.6146
artifact_score,Human (3人平均),1000,3.172,3.3333,1.0075,0.3333,5.0,3.4,16.0,28.5,37.5,14.6,-0.1462,-0.6339
artifact_score,Sys_IMFfdloss_ref (3次平均),1000,2.9281,3.0,1.0331,0.85,5.0,0.6,25.2,25.6,34.5,14.1,0.0297,-0.9132
