group,score_type,n_common_images,mean_score,std_across_runs (avg per-image std),cv_across_runs (avg per-image CV),icc_2_1 (absolute agreement),icc_3_1 (consistency),avg_pairwise_pearson_r
Sys_IMFfdloss_ref,alignment_score,672,3.9636,0.3308,0.1162,0.826,0.8261,0.8263
Sys_IMFfdloss_ref,artifact_score,672,2.9378,0.4234,0.1465,0.7104,0.7101,0.71
Human_IMFfdloss,alignment_score,999,3.9767,0.2876,0.1046,0.8052,0.8051,0.8052
Human_IMFfdloss,artifact_score,999,3.1712,0.4352,0.1531,0.7081,0.7083,0.7084
