source,class_id,alignment_norm,artifact_norm,composite_product_classmean,composite_harmonic_classmean,vendi_ratio,vendi_ratio_train,composite_product_classmean_x_vendi_ratio,composite_product_classmean_x_vendi_ratio_train,composite_harmonic_classmean_x_vendi_ratio,composite_harmonic_classmean_x_vendi_ratio_train
User_IMFfdloss_3,585,0.76,0.52,0.37,0.57,1.27,0.95,0.47,0.35,0.72,0.54
User_IMFfdloss_3,590,0.8,0.56,0.45,0.64,0.94,0.78,0.42,0.35,0.6,0.5
User_IMFfdloss_3,605,0.72,0.6,0.47,0.63,4.24,0.94,2.0,0.44,2.66,0.59
User_IMFfdloss_3,606,0.93,0.52,0.5,0.64,1.27,1.01,0.63,0.5,0.81,0.64
User_IMFfdloss_3,626,0.72,0.56,0.44,0.6,2.62,0.84,1.15,0.37,1.58,0.51
User_IMFfdloss_3,632,0.72,0.68,0.5,0.62,0.8,0.75,0.4,0.38,0.5,0.47
User_IMFfdloss_3,633,0.86,0.64,0.55,0.7,0.87,0.86,0.48,0.47,0.61,0.6
User_IMFfdloss_3,634,0.5,0.56,0.28,0.5,0.55,0.89,0.15,0.25,0.28,0.45
User_IMFfdloss_3,645,0.88,0.52,0.47,0.65,0.38,0.62,0.18,0.29,0.25,0.4
User_IMFfdloss_3,654,1.0,0.64,0.64,0.77,1.04,0.86,0.67,0.55,0.8,0.67
User_IMFfdloss_3,679,0.82,0.72,0.59,0.75,0.67,0.79,0.39,0.47,0.5,0.6
User_IMFfdloss_3,687,1.0,0.88,0.88,0.93,0.38,0.89,0.33,0.78,0.35,0.83
User_IMFfdloss_3,730,0.66,0.76,0.51,0.7,1.25,0.93,0.64,0.47,0.87,0.65
User_IMFfdloss_3,743,0.45,0.52,0.25,0.4,1.21,0.91,0.3,0.23,0.48,0.36
User_IMFfdloss_3,746,0.85,0.44,0.39,0.57,0.73,1.4,0.28,0.54,0.42,0.8
User_IMFfdloss_3,755,1.0,0.88,0.88,0.93,0.22,0.9,0.19,0.79,0.2,0.83
User_IMFfdloss_3,756,0.77,0.48,0.41,0.57,2.85,0.97,1.18,0.4,1.61,0.55
User_IMFfdloss_3,806,0.91,0.84,0.76,0.86,0.95,0.93,0.73,0.71,0.82,0.8
User_IMFfdloss_3,810,0.85,0.44,0.38,0.55,0.35,0.85,0.13,0.32,0.19,0.46
User_IMFfdloss_3,819,0.72,0.44,0.36,0.51,0.4,0.77,0.14,0.28,0.2,0.39
User_IMFfdloss_3,836,0.06,0.32,0.02,0.08,1.12,0.74,0.02,0.01,0.08,0.06
User_IMFfdloss_3,903,0.71,0.72,0.49,0.6,1.32,0.91,0.65,0.45,0.8,0.55
User_IMFfdloss_3,917,0.64,0.4,0.27,0.49,0.96,0.79,0.26,0.21,0.47,0.39
User_IMFfdloss_3,919,0.63,0.28,0.18,0.38,1.9,1.06,0.35,0.19,0.73,0.4
User_IMFfdloss_3,920,0.8,0.52,0.46,0.62,0.66,0.83,0.3,0.38,0.41,0.51
User_IMFfdloss_3,922,0.38,0.24,0.09,0.24,0.55,0.92,0.05,0.08,0.13,0.22
User_IMFfdloss_3,928,0.63,0.52,0.36,0.53,2.49,0.83,0.9,0.3,1.31,0.44
User_IMFfdloss_3,931,0.95,0.8,0.76,0.87,0.59,0.8,0.45,0.61,0.51,0.69
User_IMFfdloss_3,943,0.76,0.84,0.65,0.72,0.96,0.99,0.62,0.64,0.69,0.71
User_IMFfdloss_3,952,0.88,0.84,0.73,0.82,0.89,0.9,0.65,0.66,0.74,0.75
User_IMFfdloss_3,960,1.0,0.68,0.68,0.81,3.03,0.85,2.06,0.58,2.44,0.68
User_IMFfdloss_3,962,0.83,0.76,0.65,0.78,0.59,0.79,0.39,0.51,0.47,0.62
User_IMFfdloss_3,968,0.87,0.72,0.63,0.77,1.74,0.79,1.09,0.5,1.33,0.6
User_IMFfdloss_3,971,1.0,0.72,0.72,0.83,0.47,1.03,0.34,0.74,0.39,0.85
User_IMFfdloss_3,972,0.95,0.64,0.62,0.73,1.97,0.81,1.21,0.5,1.43,0.59
User_IMFfdloss_3,981,0.71,0.44,0.31,0.53,0.6,0.88,0.18,0.27,0.32,0.47
User_IMFfdloss_3,982,0.71,0.44,0.35,0.53,1.1,0.85,0.39,0.3,0.59,0.45
User_IMFfdloss_3,983,0.83,0.44,0.39,0.55,0.5,0.93,0.19,0.36,0.27,0.51
User_IMFfdloss_3,985,0.72,0.92,0.7,0.77,2.11,0.92,1.47,0.64,1.63,0.71
User_IMFfdloss_3,991,0.93,0.84,0.8,0.88,0.59,0.92,0.47,0.73,0.52,0.8
User_IMFfdloss_3,999,0.74,0.56,0.42,0.6,0.96,0.75,0.41,0.32,0.57,0.44
