score_type,source,n,mean,median,std,min,max,pct_<=1,pct_1-2,pct_2-3,pct_3-4,pct_4-5,skewness,kurtosis
alignment_score,Human (3人平均),999,3.9321,4.38,1.3373,0.0,5.0,5.61,5.51,7.81,18.52,62.56,-1.4685,1.3688
alignment_score,Sys_VAR_ref (3次平均),999,3.823,4.2833,1.1807,0.0,5.0,3.9,6.81,9.91,18.92,60.46,-1.4245,1.3021
artifact_score,Human (3人平均),999,3.0494,3.0,1.0345,0.3333,5.0,4.9,18.02,29.83,36.04,11.21,-0.1504,-0.687
artifact_score,Sys_VAR_ref (3次平均),999,2.8156,2.8733,1.0164,0.5667,5.0,1.0,28.03,26.33,32.43,12.21,0.0894,-0.9358
