source,alignment_norm,authenticity_norm,composite_product,composite_harmonic,alignment_norm_std,alignment_norm_se,alignment_norm_ci_low,alignment_norm_ci_high,authenticity_norm_std,authenticity_norm_se,authenticity_norm_ci_low,authenticity_norm_ci_high,composite_product_std,composite_product_se,composite_product_ci_low,composite_product_ci_high,composite_harmonic_std,composite_harmonic_se,composite_harmonic_ci_low,composite_harmonic_ci_high,composite_product_x_vendi_ratio,composite_product_x_vendi_ratio_std,composite_product_x_vendi_ratio_se,composite_product_x_vendi_ratio_ci_low,composite_product_x_vendi_ratio_ci_high,composite_product_x_vendi_ratio_train,composite_product_x_vendi_ratio_train_std,composite_product_x_vendi_ratio_train_se,composite_product_x_vendi_ratio_train_ci_low,composite_product_x_vendi_ratio_train_ci_high,composite_harmonic_x_vendi_ratio,composite_harmonic_x_vendi_ratio_std,composite_harmonic_x_vendi_ratio_se,composite_harmonic_x_vendi_ratio_ci_low,composite_harmonic_x_vendi_ratio_ci_high,composite_harmonic_x_vendi_ratio_train,composite_harmonic_x_vendi_ratio_train_std,composite_harmonic_x_vendi_ratio_train_se,composite_harmonic_x_vendi_ratio_train_ci_low,composite_harmonic_x_vendi_ratio_train_ci_high,composite_product_x_MEAN_VENDI_RATIO,composite_harmonic_x_MEAN_VENDI_RATIO,composite_product_x_MEAN_VENDI_RATIO_TRAIN,composite_harmonic_x_MEAN_VENDI_RATIO_TRAIN
Sys_RAEv2_ref,0.7769,0.6097,0.4989,0.6503,0.148,0.0148,0.7475,0.8063,0.1505,0.0151,0.5798,0.6396,0.1719,0.0172,0.4648,0.533,0.1447,0.0145,0.6216,0.679,0.6024,0.4906,0.0491,0.5051,0.6997,0.4763,0.1651,0.0165,0.4435,0.5091,0.7887,0.6102,0.061,0.6676,0.9098,0.6224,0.154,0.0154,0.5918,0.653,0.6028,0.7857,0.479,0.6244
User_JiTfdloss_1,0.8026,0.6348,0.5349,0.6774,0.194,0.0196,0.7637,0.8414,0.1484,0.015,0.605,0.6645,0.198,0.02,0.4952,0.5746,0.1753,0.0177,0.6423,0.7126,0.6348,0.515,0.052,0.5315,0.7381,0.5185,0.2233,0.0226,0.4737,0.5632,0.8107,0.6225,0.0629,0.6859,0.9355,0.6532,0.2106,0.0213,0.6109,0.6954,0.6462,0.8185,0.5136,0.6505
User_JiTfdloss_2,0.8149,0.6352,0.545,0.6861,0.1738,0.0174,0.7804,0.8494,0.1367,0.0137,0.6081,0.6623,0.184,0.0184,0.5085,0.5815,0.1602,0.016,0.6543,0.7179,0.6393,0.5146,0.0515,0.5372,0.7414,0.5255,0.2031,0.0203,0.4852,0.5658,0.8148,0.6168,0.0617,0.6924,0.9372,0.661,0.1914,0.0191,0.623,0.699,0.6585,0.8289,0.5233,0.6588
User_JiTfdloss_3,0.8128,0.6464,0.5492,0.6885,0.1813,0.0181,0.7768,0.8488,0.1363,0.0136,0.6194,0.6734,0.189,0.0189,0.5117,0.5867,0.1684,0.0168,0.6551,0.7219,0.6401,0.5056,0.0506,0.5398,0.7404,0.53,0.2129,0.0213,0.4878,0.5722,0.812,0.6114,0.0611,0.6907,0.9333,0.6631,0.202,0.0202,0.623,0.7032,0.6635,0.8318,0.5273,0.6611
Human_JiTfdloss_500_AVG_STATS,0.8101,0.6388,0.543,0.684,0.183,0.0184,0.7736,0.8465,0.1405,0.0141,0.6108,0.6667,0.1903,0.0191,0.5051,0.5809,0.168,0.0168,0.6506,0.7175,0.6381,0.5117,0.0514,0.5362,0.74,0.5247,0.2131,0.0214,0.4822,0.5671,0.8125,0.6169,0.0619,0.6897,0.9353,0.6591,0.2013,0.0202,0.619,0.6992,0.6561,0.8264,0.5214,0.6568
Human_JiTfdloss_500_AVG_PERCLASS,0.8109,0.6389,0.5435,0.6845,0.1775,0.0178,0.7757,0.8461,0.1338,0.0134,0.6123,0.6655,0.1851,0.0185,0.5068,0.5803,0.1632,0.0163,0.6521,0.7169,0.6377,0.5072,0.0507,0.5371,0.7383,0.5252,0.2087,0.0209,0.4838,0.5666,0.812,0.6128,0.0613,0.6904,0.9336,0.6596,0.1976,0.0198,0.6204,0.6989,0.6567,0.827,0.5219,0.6572
