score_type,sys_group,human_group,sys_source,human_source,aggregation,n_common,threshold,n_positive,n_negative,auc
alignment_score,Sys_DiT_ref_cls_1k,Human_DiT_500,Sys_DiT_ref_class1000,User_DiT_1,individual,500,4.38,275,225,0.5406
alignment_score,Sys_DiT_ref_cls_1k,Human_DiT_500,Sys_DiT_ref_class1000,User_DiT_2,individual,500,4.38,277,223,0.5433
alignment_score,Sys_DiT_ref_cls_1k,Human_DiT_500,Sys_DiT_ref_class1000,User_DiT_3,individual,500,4.38,281,219,0.5091
authenticity_score,Sys_DiT_ref_cls_1k,Human_DiT_500,Sys_DiT_ref_class1000,User_DiT_1,individual,500,3.0,331,169,0.5275
authenticity_score,Sys_DiT_ref_cls_1k,Human_DiT_500,Sys_DiT_ref_class1000,User_DiT_2,individual,500,3.0,316,184,0.5295
authenticity_score,Sys_DiT_ref_cls_1k,Human_DiT_500,Sys_DiT_ref_class1000,User_DiT_3,individual,500,3.0,330,170,0.494
alignment_score,Sys_DiT_ref_cls_1k,Human_DiT_500,Sys_DiT_ref_cls_1k (avg),Human_DiT_500 (avg),group_avg,500,4.4,251,249,0.5445
authenticity_score,Sys_DiT_ref_cls_1k,Human_DiT_500,Sys_DiT_ref_cls_1k (avg),Human_DiT_500 (avg),group_avg,500,3.0,298,202,0.5086
