group,score_type,n_common_images,mean_score,std_across_runs (avg per-image std),cv_across_runs (avg per-image CV),icc_2_1 (absolute agreement),icc_3_1 (consistency),avg_pairwise_pearson_r
Sys_IMF_ref,alignment_score,499,3.8464,0.4953,0.1904,0.6597,0.6619,0.6655
Sys_IMF_ref,artifact_score,499,2.9705,0.376,0.1493,0.768,0.7715,0.7747
Human_IMF,alignment_score,499,3.7847,0.4836,0.1858,0.728,0.7284,0.7378
Human_IMF,artifact_score,499,2.9366,0.4333,0.1687,0.7466,0.7469,0.7485
