source,class_id,alignment_norm,artifact_norm,composite_product,composite_harmonic
User_IMF_2,746,0.64,0.48,0.3,0.52
User_IMF_2,755,1.0,0.8,0.8,0.89
User_IMF_2,756,0.75,0.68,0.51,0.7
User_IMF_2,806,0.94,0.88,0.83,0.91
User_IMF_2,810,0.7,0.44,0.3,0.47
User_IMF_2,819,0.96,0.52,0.5,0.63
User_IMF_2,836,0.0,0.4,0.0,0.0
User_IMF_2,903,0.81,0.56,0.46,0.64
User_IMF_2,917,0.73,0.36,0.26,0.45
User_IMF_2,919,0.33,0.28,0.11,0.27
User_IMF_2,920,0.61,0.64,0.42,0.52
User_IMF_2,922,0.19,0.24,0.05,0.18
User_IMF_2,928,0.74,0.56,0.45,0.63
User_IMF_2,931,0.98,0.76,0.74,0.85
User_IMF_2,943,0.66,0.6,0.46,0.6
User_IMF_2,952,1.0,0.92,0.92,0.96
User_IMF_2,960,0.91,0.68,0.63,0.77
User_IMF_2,962,0.86,0.76,0.66,0.8
User_IMF_2,968,0.94,0.68,0.67,0.77
User_IMF_2,971,0.93,0.52,0.49,0.66
User_IMF_2,972,0.87,0.76,0.68,0.8
User_IMF_2,981,0.66,0.32,0.23,0.37
User_IMF_2,982,0.58,0.25,0.18,0.27
User_IMF_2,983,0.87,0.44,0.39,0.57
User_IMF_2,985,0.64,0.68,0.41,0.56
User_IMF_2,991,0.89,0.84,0.75,0.86
User_IMF_2,999,0.51,0.28,0.14,0.24
User_IMF_3,4,0.91,0.56,0.51,0.66
User_IMF_3,7,0.88,0.48,0.43,0.62
User_IMF_3,10,0.91,0.84,0.78,0.87
User_IMF_3,25,0.84,0.64,0.53,0.69
User_IMF_3,35,0.78,0.64,0.53,0.69
User_IMF_3,39,0.78,0.64,0.55,0.64
User_IMF_3,49,0.93,0.76,0.71,0.82
User_IMF_3,51,0.98,0.68,0.66,0.77
User_IMF_3,52,0.76,0.64,0.53,0.68
User_IMF_3,64,0.8,0.76,0.62,0.76
User_IMF_3,80,0.9,0.52,0.47,0.64
User_IMF_3,97,0.88,0.76,0.64,0.76
User_IMF_3,106,0.95,0.8,0.77,0.86
User_IMF_3,116,1.0,0.8,0.8,0.88
User_IMF_3,118,0.81,0.64,0.54,0.71
User_IMF_3,129,0.78,0.48,0.36,0.58
User_IMF_3,144,0.76,0.4,0.38,0.5
User_IMF_3,147,1.0,0.68,0.68,0.81
User_IMF_3,150,0.69,0.72,0.51,0.7
User_IMF_3,156,0.8,0.6,0.48,0.58
User_IMF_3,159,0.76,0.36,0.3,0.48
User_IMF_3,281,0.89,0.64,0.56,0.73
User_IMF_3,300,0.9,0.92,0.84,0.9
User_IMF_3,322,0.89,0.84,0.75,0.85
User_IMF_3,330,0.85,0.68,0.6,0.75
User_IMF_3,333,0.9,0.48,0.45,0.61
User_IMF_3,339,0.84,0.56,0.49,0.65
User_IMF_3,347,0.97,0.68,0.67,0.77
User_IMF_3,356,0.8,0.64,0.57,0.71
User_IMF_3,365,0.86,0.72,0.63,0.76
User_IMF_3,370,0.97,0.6,0.58,0.73
User_IMF_3,389,0.31,0.4,0.12,0.33
User_IMF_3,392,1.0,0.6,0.6,0.74
User_IMF_3,394,0.78,0.68,0.55,0.71
User_IMF_3,396,0.97,0.76,0.74,0.85
User_IMF_3,400,0.89,0.52,0.46,0.6
User_IMF_3,405,0.64,0.52,0.34,0.57
User_IMF_3,406,0.91,0.72,0.65,0.79
User_IMF_3,413,0.62,0.52,0.36,0.54
User_IMF_3,415,0.97,0.56,0.55,0.7
User_IMF_3,419,0.55,0.48,0.34,0.47
User_IMF_3,421,0.33,0.44,0.13,0.32
User_IMF_3,426,0.57,0.44,0.25,0.48
User_IMF_3,429,0.7,0.36,0.3,0.44
User_IMF_3,432,0.97,0.6,0.59,0.71
User_IMF_3,443,0.95,0.52,0.49,0.64
User_IMF_3,446,0.71,0.48,0.35,0.48
User_IMF_3,453,0.58,0.48,0.33,0.5
User_IMF_3,461,0.89,0.8,0.71,0.83
User_IMF_3,477,0.42,0.56,0.23,0.41
User_IMF_3,479,0.84,0.6,0.52,0.67
User_IMF_3,481,0.86,0.56,0.48,0.66
User_IMF_3,488,0.95,0.68,0.65,0.77
User_IMF_3,499,0.52,0.36,0.21,0.33
User_IMF_3,529,0.72,0.6,0.41,0.58
User_IMF_3,535,0.71,0.8,0.57,0.74
User_IMF_3,554,0.1,0.48,0.06,0.11
User_IMF_3,567,0.97,0.56,0.55,0.68
User_IMF_3,575,0.86,0.36,0.31,0.49
User_IMF_3,585,0.72,0.48,0.37,0.51
User_IMF_3,590,0.87,0.52,0.45,0.64
User_IMF_3,605,0.49,0.4,0.24,0.43
User_IMF_3,606,0.74,0.48,0.41,0.54
User_IMF_3,626,0.93,0.56,0.53,0.69
User_IMF_3,632,0.53,0.68,0.38,0.47
User_IMF_3,633,0.79,0.52,0.42,0.62
User_IMF_3,634,0.61,0.52,0.32,0.54
User_IMF_3,645,0.92,0.52,0.48,0.65
User_IMF_3,654,0.82,0.52,0.48,0.61
User_IMF_3,679,0.69,0.68,0.48,0.67
User_IMF_3,687,0.97,0.72,0.7,0.82
User_IMF_3,730,0.73,0.52,0.39,0.58
User_IMF_3,743,0.67,0.56,0.43,0.54
User_IMF_3,746,0.73,0.6,0.44,0.64
User_IMF_3,755,1.0,0.68,0.68,0.81
User_IMF_3,756,0.77,0.68,0.51,0.71
User_IMF_3,806,0.98,0.92,0.9,0.94
User_IMF_3,810,0.75,0.56,0.45,0.62
User_IMF_3,819,1.0,0.32,0.32,0.48
User_IMF_3,836,0.0,0.48,0.0,0.0
User_IMF_3,903,0.74,0.64,0.47,0.66
User_IMF_3,917,0.73,0.4,0.28,0.49
User_IMF_3,919,0.42,0.24,0.11,0.3
User_IMF_3,920,0.91,0.76,0.71,0.82
User_IMF_3,922,0.2,0.16,0.04,0.17
User_IMF_3,928,0.71,0.48,0.36,0.56
User_IMF_3,931,0.92,0.68,0.64,0.76
User_IMF_3,943,0.68,0.6,0.48,0.61
User_IMF_3,952,1.0,0.88,0.88,0.93
User_IMF_3,960,0.91,0.68,0.63,0.77
User_IMF_3,962,0.91,0.6,0.54,0.69
User_IMF_3,968,1.0,0.76,0.76,0.84
User_IMF_3,971,0.93,0.56,0.52,0.69
User_IMF_3,972,0.95,0.6,0.58,0.72
User_IMF_3,981,0.54,0.32,0.22,0.37
User_IMF_3,982,0.57,0.25,0.16,0.3
User_IMF_3,983,0.72,0.52,0.44,0.57
User_IMF_3,985,0.47,0.76,0.39,0.51
User_IMF_3,991,0.91,0.72,0.66,0.8
User_IMF_3,999,0.17,0.4,0.07,0.11
