group,alignment_threshold,authenticity_threshold,probability
Sys_VAR_ref_600,0.0,0.0,1.0
Sys_VAR_ref_600,0.0,0.02,1.0
Sys_VAR_ref_600,0.0,0.04,1.0
Sys_VAR_ref_600,0.0,0.06,1.0
Sys_VAR_ref_600,0.0,0.08,1.0
Sys_VAR_ref_600,0.0,0.1,1.0
Sys_VAR_ref_600,0.0,0.12,1.0
Sys_VAR_ref_600,0.0,0.14,0.9983333333333333
Sys_VAR_ref_600,0.0,0.16,0.9933333333333333
Sys_VAR_ref_600,0.0,0.18,0.9933333333333333
Sys_VAR_ref_600,0.0,0.2,0.9883333333333333
Sys_VAR_ref_600,0.0,0.22,0.9816666666666666
Sys_VAR_ref_600,0.0,0.24,0.9766666666666666
Sys_VAR_ref_600,0.0,0.26,0.9533333333333333
Sys_VAR_ref_600,0.0,0.28,0.9416666666666664
Sys_VAR_ref_600,0.0,0.3,0.9149999999999998
Sys_VAR_ref_600,0.0,0.32,0.8033333333333337
Sys_VAR_ref_600,0.0,0.34,0.78
Sys_VAR_ref_600,0.0,0.36,0.7616666666666664
Sys_VAR_ref_600,0.0,0.38,0.7433333333333333
Sys_VAR_ref_600,0.0,0.4,0.7233333333333333
Sys_VAR_ref_600,0.0,0.42,0.695
Sys_VAR_ref_600,0.0,0.44,0.6766666666666665
Sys_VAR_ref_600,0.0,0.46,0.655
Sys_VAR_ref_600,0.0,0.48,0.6233333333333332
Sys_VAR_ref_600,0.0,0.5,0.6133333333333332
Sys_VAR_ref_600,0.0,0.52,0.59
Sys_VAR_ref_600,0.0,0.54,0.565
Sys_VAR_ref_600,0.0,0.56,0.5366666666666668
Sys_VAR_ref_600,0.0,0.58,0.5033333333333335
Sys_VAR_ref_600,0.0,0.6,0.4700000000000002
Sys_VAR_ref_600,0.0,0.62,0.43166666666666664
Sys_VAR_ref_600,0.0,0.64,0.3900000000000001
Sys_VAR_ref_600,0.0,0.66,0.3766666666666667
Sys_VAR_ref_600,0.0,0.68,0.3383333333333334
Sys_VAR_ref_600,0.0,0.7,0.3
Sys_VAR_ref_600,0.0,0.72,0.27
Sys_VAR_ref_600,0.0,0.74,0.235
Sys_VAR_ref_600,0.0,0.76,0.165
Sys_VAR_ref_600,0.0,0.78,0.13333333333333333
Sys_VAR_ref_600,0.0,0.8,0.11666666666666665
Sys_VAR_ref_600,0.0,0.82,0.1
Sys_VAR_ref_600,0.0,0.84,0.0666666666666667
Sys_VAR_ref_600,0.0,0.86,0.055
Sys_VAR_ref_600,0.0,0.88,0.05333333333333333
Sys_VAR_ref_600,0.0,0.9,0.045
Sys_VAR_ref_600,0.0,0.92,0.03666666666666665
Sys_VAR_ref_600,0.0,0.94,0.029999999999999995
Sys_VAR_ref_600,0.0,0.96,0.029999999999999995
Sys_VAR_ref_600,0.0,0.98,0.013333333333333332
Sys_VAR_ref_600,0.0,1.0,0.005
Sys_VAR_ref_600,0.02,0.0,0.9833333333333334
Sys_VAR_ref_600,0.02,0.02,0.9833333333333334
Sys_VAR_ref_600,0.02,0.04,0.9833333333333334
Sys_VAR_ref_600,0.02,0.06,0.9833333333333334
Sys_VAR_ref_600,0.02,0.08,0.9833333333333334
Sys_VAR_ref_600,0.02,0.1,0.9833333333333334
Sys_VAR_ref_600,0.02,0.12,0.9833333333333334
Sys_VAR_ref_600,0.02,0.14,0.9816666666666667
Sys_VAR_ref_600,0.02,0.16,0.9783333333333334
Sys_VAR_ref_600,0.02,0.18,0.9783333333333334
Sys_VAR_ref_600,0.02,0.2,0.9733333333333334
Sys_VAR_ref_600,0.02,0.22,0.9666666666666666
Sys_VAR_ref_600,0.02,0.24,0.9616666666666666
Sys_VAR_ref_600,0.02,0.26,0.945
Sys_VAR_ref_600,0.02,0.28,0.9333333333333335
Sys_VAR_ref_600,0.02,0.3,0.9083333333333334
Sys_VAR_ref_600,0.02,0.32,0.7983333333333337
Sys_VAR_ref_600,0.02,0.34,0.775
Sys_VAR_ref_600,0.02,0.36,0.7566666666666663
Sys_VAR_ref_600,0.02,0.38,0.7383333333333332
Sys_VAR_ref_600,0.02,0.4,0.7199999999999998
Sys_VAR_ref_600,0.02,0.42,0.6916666666666665
Sys_VAR_ref_600,0.02,0.44,0.6733333333333333
Sys_VAR_ref_600,0.02,0.46,0.6516666666666666
Sys_VAR_ref_600,0.02,0.48,0.6199999999999998
Sys_VAR_ref_600,0.02,0.5,0.6099999999999999
Sys_VAR_ref_600,0.02,0.52,0.5866666666666666
Sys_VAR_ref_600,0.02,0.54,0.5616666666666666
Sys_VAR_ref_600,0.02,0.56,0.5333333333333335
Sys_VAR_ref_600,0.02,0.58,0.5000000000000002
Sys_VAR_ref_600,0.02,0.6,0.46833333333333355
Sys_VAR_ref_600,0.02,0.62,0.43
Sys_VAR_ref_600,0.02,0.64,0.3883333333333335
Sys_VAR_ref_600,0.02,0.66,0.37500000000000006
Sys_VAR_ref_600,0.02,0.68,0.3366666666666667
Sys_VAR_ref_600,0.02,0.7,0.29833333333333334
Sys_VAR_ref_600,0.02,0.72,0.26833333333333337
Sys_VAR_ref_600,0.02,0.74,0.2333333333333333
Sys_VAR_ref_600,0.02,0.76,0.16333333333333333
Sys_VAR_ref_600,0.02,0.78,0.13166666666666665
Sys_VAR_ref_600,0.02,0.8,0.115
Sys_VAR_ref_600,0.02,0.82,0.09833333333333334
Sys_VAR_ref_600,0.02,0.84,0.06500000000000002
Sys_VAR_ref_600,0.02,0.86,0.055
Sys_VAR_ref_600,0.02,0.88,0.05333333333333333
Sys_VAR_ref_600,0.02,0.9,0.045
Sys_VAR_ref_600,0.02,0.92,0.03666666666666665
Sys_VAR_ref_600,0.02,0.94,0.029999999999999995
Sys_VAR_ref_600,0.02,0.96,0.029999999999999995
Sys_VAR_ref_600,0.02,0.98,0.013333333333333332
Sys_VAR_ref_600,0.02,1.0,0.005
Sys_VAR_ref_600,0.04,0.0,0.9816666666666666
Sys_VAR_ref_600,0.04,0.02,0.9816666666666666
Sys_VAR_ref_600,0.04,0.04,0.9816666666666666
Sys_VAR_ref_600,0.04,0.06,0.9816666666666666
Sys_VAR_ref_600,0.04,0.08,0.9816666666666666
Sys_VAR_ref_600,0.04,0.1,0.9816666666666666
Sys_VAR_ref_600,0.04,0.12,0.9816666666666666
Sys_VAR_ref_600,0.04,0.14,0.9799999999999999
Sys_VAR_ref_600,0.04,0.16,0.9766666666666666
Sys_VAR_ref_600,0.04,0.18,0.9766666666666666
Sys_VAR_ref_600,0.04,0.2,0.9716666666666666
Sys_VAR_ref_600,0.04,0.22,0.965
Sys_VAR_ref_600,0.04,0.24,0.9599999999999999
Sys_VAR_ref_600,0.04,0.26,0.9433333333333335
Sys_VAR_ref_600,0.04,0.28,0.9316666666666665
Sys_VAR_ref_600,0.04,0.3,0.9066666666666667
Sys_VAR_ref_600,0.04,0.32,0.7983333333333337
Sys_VAR_ref_600,0.04,0.34,0.775
Sys_VAR_ref_600,0.04,0.36,0.7566666666666663
Sys_VAR_ref_600,0.04,0.38,0.7383333333333332
Sys_VAR_ref_600,0.04,0.4,0.7199999999999998
Sys_VAR_ref_600,0.04,0.42,0.6916666666666665
Sys_VAR_ref_600,0.04,0.44,0.6733333333333333
Sys_VAR_ref_600,0.04,0.46,0.6516666666666666
Sys_VAR_ref_600,0.04,0.48,0.6199999999999998
Sys_VAR_ref_600,0.04,0.5,0.6099999999999999
Sys_VAR_ref_600,0.04,0.52,0.5866666666666666
Sys_VAR_ref_600,0.04,0.54,0.5616666666666666
Sys_VAR_ref_600,0.04,0.56,0.5333333333333335
Sys_VAR_ref_600,0.04,0.58,0.5000000000000002
Sys_VAR_ref_600,0.04,0.6,0.46833333333333355
Sys_VAR_ref_600,0.04,0.62,0.43
Sys_VAR_ref_600,0.04,0.64,0.3883333333333335
Sys_VAR_ref_600,0.04,0.66,0.37500000000000006
Sys_VAR_ref_600,0.04,0.68,0.3366666666666667
Sys_VAR_ref_600,0.04,0.7,0.29833333333333334
Sys_VAR_ref_600,0.04,0.72,0.26833333333333337
Sys_VAR_ref_600,0.04,0.74,0.2333333333333333
Sys_VAR_ref_600,0.04,0.76,0.16333333333333333
Sys_VAR_ref_600,0.04,0.78,0.13166666666666665
Sys_VAR_ref_600,0.04,0.8,0.115
Sys_VAR_ref_600,0.04,0.82,0.09833333333333334
Sys_VAR_ref_600,0.04,0.84,0.06500000000000002
Sys_VAR_ref_600,0.04,0.86,0.055
Sys_VAR_ref_600,0.04,0.88,0.05333333333333333
Sys_VAR_ref_600,0.04,0.9,0.045
Sys_VAR_ref_600,0.04,0.92,0.03666666666666665
Sys_VAR_ref_600,0.04,0.94,0.029999999999999995
Sys_VAR_ref_600,0.04,0.96,0.029999999999999995
Sys_VAR_ref_600,0.04,0.98,0.013333333333333332
Sys_VAR_ref_600,0.04,1.0,0.005
Sys_VAR_ref_600,0.06,0.0,0.98
Sys_VAR_ref_600,0.06,0.02,0.98
Sys_VAR_ref_600,0.06,0.04,0.98
Sys_VAR_ref_600,0.06,0.06,0.98
Sys_VAR_ref_600,0.06,0.08,0.98
Sys_VAR_ref_600,0.06,0.1,0.98
Sys_VAR_ref_600,0.06,0.12,0.98
Sys_VAR_ref_600,0.06,0.14,0.9783333333333333
Sys_VAR_ref_600,0.06,0.16,0.975
Sys_VAR_ref_600,0.06,0.18,0.975
Sys_VAR_ref_600,0.06,0.2,0.9716666666666666
Sys_VAR_ref_600,0.06,0.22,0.965
Sys_VAR_ref_600,0.06,0.24,0.9599999999999999
Sys_VAR_ref_600,0.06,0.26,0.9433333333333335
Sys_VAR_ref_600,0.06,0.28,0.9316666666666665
Sys_VAR_ref_600,0.06,0.3,0.9066666666666667
Sys_VAR_ref_600,0.06,0.32,0.7983333333333337
Sys_VAR_ref_600,0.06,0.34,0.775
Sys_VAR_ref_600,0.06,0.36,0.7566666666666663
Sys_VAR_ref_600,0.06,0.38,0.7383333333333332
Sys_VAR_ref_600,0.06,0.4,0.7199999999999998
Sys_VAR_ref_600,0.06,0.42,0.6916666666666665
Sys_VAR_ref_600,0.06,0.44,0.6733333333333333
Sys_VAR_ref_600,0.06,0.46,0.6516666666666666
Sys_VAR_ref_600,0.06,0.48,0.6199999999999998
Sys_VAR_ref_600,0.06,0.5,0.6099999999999999
Sys_VAR_ref_600,0.06,0.52,0.5866666666666666
Sys_VAR_ref_600,0.06,0.54,0.5616666666666666
Sys_VAR_ref_600,0.06,0.56,0.5333333333333335
Sys_VAR_ref_600,0.06,0.58,0.5000000000000002
Sys_VAR_ref_600,0.06,0.6,0.46833333333333355
Sys_VAR_ref_600,0.06,0.62,0.43
Sys_VAR_ref_600,0.06,0.64,0.3883333333333335
Sys_VAR_ref_600,0.06,0.66,0.37500000000000006
Sys_VAR_ref_600,0.06,0.68,0.3366666666666667
Sys_VAR_ref_600,0.06,0.7,0.29833333333333334
Sys_VAR_ref_600,0.06,0.72,0.26833333333333337
Sys_VAR_ref_600,0.06,0.74,0.2333333333333333
Sys_VAR_ref_600,0.06,0.76,0.16333333333333333
Sys_VAR_ref_600,0.06,0.78,0.13166666666666665
Sys_VAR_ref_600,0.06,0.8,0.115
Sys_VAR_ref_600,0.06,0.82,0.09833333333333334
Sys_VAR_ref_600,0.06,0.84,0.06500000000000002
Sys_VAR_ref_600,0.06,0.86,0.055
Sys_VAR_ref_600,0.06,0.88,0.05333333333333333
Sys_VAR_ref_600,0.06,0.9,0.045
Sys_VAR_ref_600,0.06,0.92,0.03666666666666665
Sys_VAR_ref_600,0.06,0.94,0.029999999999999995
Sys_VAR_ref_600,0.06,0.96,0.029999999999999995
Sys_VAR_ref_600,0.06,0.98,0.013333333333333332
Sys_VAR_ref_600,0.06,1.0,0.005
Sys_VAR_ref_600,0.08,0.0,0.9783333333333334
Sys_VAR_ref_600,0.08,0.02,0.9783333333333334
Sys_VAR_ref_600,0.08,0.04,0.9783333333333334
Sys_VAR_ref_600,0.08,0.06,0.9783333333333334
Sys_VAR_ref_600,0.08,0.08,0.9783333333333334
Sys_VAR_ref_600,0.08,0.1,0.9783333333333334
Sys_VAR_ref_600,0.08,0.12,0.9783333333333334
Sys_VAR_ref_600,0.08,0.14,0.9766666666666667
Sys_VAR_ref_600,0.08,0.16,0.9733333333333334
Sys_VAR_ref_600,0.08,0.18,0.9733333333333334
Sys_VAR_ref_600,0.08,0.2,0.97
Sys_VAR_ref_600,0.08,0.22,0.9633333333333333
Sys_VAR_ref_600,0.08,0.24,0.9583333333333331
Sys_VAR_ref_600,0.08,0.26,0.9416666666666668
Sys_VAR_ref_600,0.08,0.28,0.93
Sys_VAR_ref_600,0.08,0.3,0.905
Sys_VAR_ref_600,0.08,0.32,0.796666666666667
Sys_VAR_ref_600,0.08,0.34,0.775
Sys_VAR_ref_600,0.08,0.36,0.7566666666666663
Sys_VAR_ref_600,0.08,0.38,0.7383333333333332
Sys_VAR_ref_600,0.08,0.4,0.7199999999999998
Sys_VAR_ref_600,0.08,0.42,0.6916666666666665
Sys_VAR_ref_600,0.08,0.44,0.6733333333333333
Sys_VAR_ref_600,0.08,0.46,0.6516666666666666
Sys_VAR_ref_600,0.08,0.48,0.6199999999999998
Sys_VAR_ref_600,0.08,0.5,0.6099999999999999
Sys_VAR_ref_600,0.08,0.52,0.5866666666666666
Sys_VAR_ref_600,0.08,0.54,0.5616666666666666
Sys_VAR_ref_600,0.08,0.56,0.5333333333333335
Sys_VAR_ref_600,0.08,0.58,0.5000000000000002
Sys_VAR_ref_600,0.08,0.6,0.46833333333333355
Sys_VAR_ref_600,0.08,0.62,0.43
Sys_VAR_ref_600,0.08,0.64,0.3883333333333335
Sys_VAR_ref_600,0.08,0.66,0.37500000000000006
Sys_VAR_ref_600,0.08,0.68,0.3366666666666667
