source,class_id,alignment_norm,authenticity_norm,composite_product_classmean,composite_harmonic_classmean
Sys_VAR_ref_600_1,426,0.47,0.37,0.17,0.39
Sys_VAR_ref_600_1,429,0.48,0.45,0.29,0.43
Sys_VAR_ref_600_1,432,0.82,0.39,0.33,0.5
Sys_VAR_ref_600_1,443,0.82,0.68,0.55,0.68
Sys_VAR_ref_600_1,446,0.75,0.61,0.44,0.63
Sys_VAR_ref_600_1,453,0.89,0.52,0.46,0.64
Sys_VAR_ref_600_1,461,0.61,0.64,0.49,0.6
Sys_VAR_ref_600_1,477,0.49,0.45,0.23,0.46
Sys_VAR_ref_600_1,479,0.91,0.7,0.65,0.78
Sys_VAR_ref_600_1,481,0.61,0.45,0.35,0.5
Sys_VAR_ref_600_1,488,0.88,0.7,0.66,0.77
Sys_VAR_ref_600_1,499,0.55,0.49,0.37,0.49
Sys_VAR_ref_600_1,529,0.68,0.45,0.35,0.53
Sys_VAR_ref_600_1,535,0.84,0.63,0.53,0.72
Sys_VAR_ref_600_1,554,0.9,0.45,0.41,0.59
Sys_VAR_ref_600_1,567,0.83,0.53,0.46,0.63
Sys_VAR_ref_600_1,575,0.84,0.52,0.46,0.63
Sys_VAR_ref_600_1,585,0.28,0.31,0.13,0.26
Sys_VAR_ref_600_1,590,0.73,0.53,0.4,0.61
Sys_VAR_ref_600_1,605,0.75,0.62,0.52,0.64
Sys_VAR_ref_600_1,606,0.55,0.36,0.2,0.38
Sys_VAR_ref_600_1,626,0.59,0.46,0.31,0.48
Sys_VAR_ref_600_1,632,0.82,0.58,0.5,0.68
Sys_VAR_ref_600_1,633,0.71,0.51,0.39,0.58
Sys_VAR_ref_600_1,634,0.55,0.52,0.32,0.52
Sys_VAR_ref_600_1,645,0.78,0.51,0.4,0.58
Sys_VAR_ref_600_1,654,0.86,0.51,0.44,0.63
Sys_VAR_ref_600_1,679,0.84,0.7,0.6,0.76
Sys_VAR_ref_600_1,687,0.92,0.73,0.67,0.81
Sys_VAR_ref_600_1,730,0.75,0.5,0.39,0.58
Sys_VAR_ref_600_1,743,0.84,0.65,0.56,0.71
Sys_VAR_ref_600_1,746,0.49,0.46,0.28,0.39
Sys_VAR_ref_600_1,755,0.84,0.69,0.58,0.75
Sys_VAR_ref_600_1,756,0.83,0.68,0.56,0.74
Sys_VAR_ref_600_1,806,0.95,0.84,0.8,0.88
Sys_VAR_ref_600_1,810,0.52,0.46,0.29,0.46
Sys_VAR_ref_600_1,819,0.73,0.44,0.32,0.53
Sys_VAR_ref_600_1,836,0.25,0.61,0.18,0.27
Sys_VAR_ref_600_1,903,0.58,0.51,0.33,0.53
Sys_VAR_ref_600_1,917,0.73,0.44,0.33,0.55
Sys_VAR_ref_600_1,919,0.36,0.26,0.09,0.3
Sys_VAR_ref_600_1,920,0.85,0.69,0.6,0.75
Sys_VAR_ref_600_1,922,0.3,0.3,0.11,0.27
Sys_VAR_ref_600_1,928,0.91,0.67,0.61,0.77
Sys_VAR_ref_600_1,931,0.87,0.7,0.6,0.75
Sys_VAR_ref_600_1,943,0.92,0.73,0.67,0.81
Sys_VAR_ref_600_1,952,0.81,0.8,0.63,0.72
Sys_VAR_ref_600_1,960,0.95,0.65,0.62,0.77
Sys_VAR_ref_600_1,962,0.84,0.71,0.6,0.76
Sys_VAR_ref_600_1,968,0.89,0.64,0.57,0.73
Sys_VAR_ref_600_1,971,0.8,0.56,0.51,0.63
Sys_VAR_ref_600_1,972,0.83,0.55,0.49,0.64
Sys_VAR_ref_600_1,981,0.81,0.31,0.25,0.45
Sys_VAR_ref_600_1,982,0.47,0.28,0.15,0.34
Sys_VAR_ref_600_1,983,0.83,0.46,0.38,0.58
Sys_VAR_ref_600_1,985,0.74,0.78,0.58,0.69
Sys_VAR_ref_600_1,991,0.89,0.72,0.65,0.79
Sys_VAR_ref_600_1,999,0.62,0.52,0.4,0.53
Sys_VAR_ref_600_2,4,0.92,0.71,0.66,0.8
Sys_VAR_ref_600_2,7,0.86,0.49,0.42,0.6
Sys_VAR_ref_600_2,10,0.8,0.68,0.56,0.73
Sys_VAR_ref_600_2,25,0.93,0.65,0.6,0.74
Sys_VAR_ref_600_2,35,0.67,0.54,0.38,0.59
Sys_VAR_ref_600_2,39,0.78,0.54,0.45,0.61
Sys_VAR_ref_600_2,49,0.6,0.59,0.36,0.59
Sys_VAR_ref_600_2,51,0.79,0.61,0.53,0.68
Sys_VAR_ref_600_2,52,0.78,0.75,0.64,0.76
Sys_VAR_ref_600_2,64,0.79,0.68,0.56,0.73
Sys_VAR_ref_600_2,80,0.89,0.4,0.35,0.53
Sys_VAR_ref_600_2,97,0.94,0.64,0.61,0.73
Sys_VAR_ref_600_2,106,0.95,0.8,0.76,0.86
Sys_VAR_ref_600_2,116,0.98,0.91,0.89,0.94
Sys_VAR_ref_600_2,118,0.66,0.5,0.37,0.56
Sys_VAR_ref_600_2,129,0.83,0.51,0.42,0.61
Sys_VAR_ref_600_2,144,0.76,0.46,0.35,0.55
Sys_VAR_ref_600_2,147,0.85,0.58,0.51,0.69
Sys_VAR_ref_600_2,150,0.89,0.44,0.39,0.57
Sys_VAR_ref_600_2,156,0.95,0.52,0.49,0.65
Sys_VAR_ref_600_2,159,0.67,0.41,0.29,0.49
Sys_VAR_ref_600_2,281,0.88,0.3,0.26,0.45
Sys_VAR_ref_600_2,300,0.81,0.64,0.55,0.71
Sys_VAR_ref_600_2,322,0.94,0.72,0.69,0.8
Sys_VAR_ref_600_2,330,0.81,0.55,0.45,0.63
Sys_VAR_ref_600_2,333,0.68,0.39,0.29,0.48
Sys_VAR_ref_600_2,339,0.85,0.5,0.44,0.61
Sys_VAR_ref_600_2,347,0.88,0.65,0.6,0.73
Sys_VAR_ref_600_2,356,0.91,0.57,0.52,0.68
Sys_VAR_ref_600_2,365,0.73,0.39,0.29,0.48
Sys_VAR_ref_600_2,370,0.85,0.44,0.39,0.57
Sys_VAR_ref_600_2,389,0.4,0.44,0.17,0.35
Sys_VAR_ref_600_2,392,0.73,0.54,0.41,0.61
Sys_VAR_ref_600_2,394,0.85,0.58,0.52,0.68
Sys_VAR_ref_600_2,396,0.94,0.74,0.69,0.82
Sys_VAR_ref_600_2,400,0.83,0.52,0.44,0.62
Sys_VAR_ref_600_2,405,0.73,0.45,0.34,0.53
Sys_VAR_ref_600_2,406,0.71,0.67,0.5,0.68
Sys_VAR_ref_600_2,413,0.85,0.46,0.39,0.58
Sys_VAR_ref_600_2,415,0.62,0.43,0.28,0.47
Sys_VAR_ref_600_2,419,0.74,0.74,0.52,0.64
Sys_VAR_ref_600_2,421,0.73,0.72,0.56,0.72
Sys_VAR_ref_600_2,426,0.52,0.38,0.2,0.44
Sys_VAR_ref_600_2,429,0.51,0.41,0.26,0.44
Sys_VAR_ref_600_2,432,0.71,0.44,0.36,0.5
Sys_VAR_ref_600_2,443,0.74,0.72,0.57,0.69
Sys_VAR_ref_600_2,446,0.66,0.59,0.39,0.55
Sys_VAR_ref_600_2,453,0.85,0.5,0.44,0.62
Sys_VAR_ref_600_2,461,0.64,0.64,0.5,0.61
Sys_VAR_ref_600_2,477,0.5,0.4,0.21,0.43
Sys_VAR_ref_600_2,479,0.94,0.79,0.75,0.86
Sys_VAR_ref_600_2,481,0.68,0.51,0.4,0.57
Sys_VAR_ref_600_2,488,0.94,0.86,0.81,0.9
Sys_VAR_ref_600_2,499,0.44,0.5,0.28,0.42
Sys_VAR_ref_600_2,529,0.61,0.41,0.29,0.45
Sys_VAR_ref_600_2,535,0.87,0.7,0.62,0.77
Sys_VAR_ref_600_2,554,0.86,0.41,0.37,0.54
Sys_VAR_ref_600_2,567,0.85,0.54,0.47,0.64
Sys_VAR_ref_600_2,575,0.91,0.48,0.43,0.61
Sys_VAR_ref_600_2,585,0.38,0.28,0.12,0.28
Sys_VAR_ref_600_2,590,0.68,0.54,0.4,0.56
Sys_VAR_ref_600_2,605,0.68,0.53,0.41,0.57
Sys_VAR_ref_600_2,606,0.49,0.38,0.2,0.39
Sys_VAR_ref_600_2,626,0.62,0.52,0.36,0.55
Sys_VAR_ref_600_2,632,0.78,0.63,0.54,0.69
Sys_VAR_ref_600_2,633,0.79,0.65,0.51,0.69
Sys_VAR_ref_600_2,634,0.58,0.55,0.35,0.55
Sys_VAR_ref_600_2,645,0.8,0.53,0.42,0.6
Sys_VAR_ref_600_2,654,0.82,0.62,0.53,0.7
Sys_VAR_ref_600_2,679,0.9,0.75,0.7,0.82
Sys_VAR_ref_600_2,687,0.94,0.76,0.72,0.83
Sys_VAR_ref_600_2,730,0.76,0.54,0.44,0.62
Sys_VAR_ref_600_2,743,0.84,0.68,0.58,0.73
Sys_VAR_ref_600_2,746,0.78,0.51,0.43,0.57
Sys_VAR_ref_600_2,755,0.86,0.67,0.57,0.74
Sys_VAR_ref_600_2,756,0.86,0.66,0.57,0.74
Sys_VAR_ref_600_2,806,0.89,0.74,0.68,0.79
Sys_VAR_ref_600_2,810,0.52,0.44,0.3,0.44
Sys_VAR_ref_600_2,819,0.68,0.42,0.29,0.49
Sys_VAR_ref_600_2,836,0.32,0.57,0.22,0.27
Sys_VAR_ref_600_2,903,0.55,0.38,0.22,0.44
Sys_VAR_ref_600_2,917,0.73,0.4,0.3,0.51
Sys_VAR_ref_600_2,919,0.38,0.25,0.1,0.3
Sys_VAR_ref_600_2,920,0.89,0.67,0.59,0.75
Sys_VAR_ref_600_2,922,0.25,0.22,0.06,0.2
Sys_VAR_ref_600_2,928,0.92,0.67,0.62,0.77
Sys_VAR_ref_600_2,931,0.93,0.64,0.6,0.75
Sys_VAR_ref_600_2,943,0.9,0.74,0.68,0.81
Sys_VAR_ref_600_2,952,0.93,0.77,0.72,0.84
Sys_VAR_ref_600_2,960,0.96,0.68,0.66,0.8
Sys_VAR_ref_600_2,962,0.79,0.66,0.54,0.72
Sys_VAR_ref_600_2,968,0.86,0.6,0.55,0.69
Sys_VAR_ref_600_2,971,0.74,0.51,0.44,0.59
Sys_VAR_ref_600_2,972,0.85,0.51,0.46,0.62
Sys_VAR_ref_600_2,981,0.78,0.32,0.25,0.45
Sys_VAR_ref_600_2,982,0.6,0.34,0.2,0.41
Sys_VAR_ref_600_2,983,0.83,0.57,0.49,0.67
Sys_VAR_ref_600_2,985,0.74,0.82,0.62,0.72
Sys_VAR_ref_600_2,991,0.93,0.84,0.78,0.88
Sys_VAR_ref_600_2,999,0.56,0.47,0.37,0.46
Sys_VAR_ref_600_3,4,0.95,0.75,0.72,0.83
Sys_VAR_ref_600_3,7,0.83,0.5,0.41,0.6
Sys_VAR_ref_600_3,10,0.83,0.72,0.6,0.75
Sys_VAR_ref_600_3,25,0.89,0.69,0.63,0.75
Sys_VAR_ref_600_3,35,0.68,0.61,0.45,0.63
Sys_VAR_ref_600_3,39,0.74,0.59,0.47,0.63
Sys_VAR_ref_600_3,49,0.69,0.66,0.47,0.67
Sys_VAR_ref_600_3,51,0.8,0.77,0.64,0.77
Sys_VAR_ref_600_3,52,0.71,0.76,0.59,0.73
Sys_VAR_ref_600_3,64,0.8,0.8,0.65,0.78
Sys_VAR_ref_600_3,80,0.83,0.41,0.35,0.53
Sys_VAR_ref_600_3,97,0.9,0.81,0.73,0.82
Sys_VAR_ref_600_3,106,0.96,0.76,0.73,0.84
Sys_VAR_ref_600_3,116,0.97,0.8,0.77,0.86
Sys_VAR_ref_600_3,118,0.73,0.59,0.44,0.64
Sys_VAR_ref_600_3,129,0.83,0.44,0.37,0.56
Sys_VAR_ref_600_3,144,0.78,0.51,0.41,0.59
Sys_VAR_ref_600_3,147,0.94,0.63,0.59,0.75
Sys_VAR_ref_600_3,150,0.85,0.42,0.37,0.55
Sys_VAR_ref_600_3,156,0.91,0.49,0.45,0.61
Sys_VAR_ref_600_3,159,0.7,0.41,0.3,0.51
Sys_VAR_ref_600_3,281,0.89,0.3,0.27,0.45
Sys_VAR_ref_600_3,300,0.85,0.72,0.65,0.77
Sys_VAR_ref_600_3,322,0.96,0.8,0.77,0.87
Sys_VAR_ref_600_3,330,0.76,0.54,0.43,0.62
Sys_VAR_ref_600_3,333,0.73,0.49,0.4,0.57
Sys_VAR_ref_600_3,339,0.83,0.52,0.45,0.61
Sys_VAR_ref_600_3,347,0.86,0.76,0.67,0.79
Sys_VAR_ref_600_3,356,0.91,0.53,0.49,0.66
Sys_VAR_ref_600_3,365,0.73,0.4,0.3,0.46
Sys_VAR_ref_600_3,370,0.87,0.42,0.37,0.56
Sys_VAR_ref_600_3,389,0.35,0.38,0.14,0.36
Sys_VAR_ref_600_3,392,0.69,0.64,0.46,0.64
Sys_VAR_ref_600_3,394,0.75,0.57,0.45,0.64
Sys_VAR_ref_600_3,396,0.92,0.74,0.69,0.82
Sys_VAR_ref_600_3,400,0.89,0.43,0.38,0.56
Sys_VAR_ref_600_3,405,0.7,0.48,0.33,0.54
Sys_VAR_ref_600_3,406,0.8,0.69,0.59,0.74
Sys_VAR_ref_600_3,413,0.88,0.42,0.37,0.55
Sys_VAR_ref_600_3,415,0.65,0.45,0.31,0.51
Sys_VAR_ref_600_3,419,0.81,0.53,0.48,0.6
Sys_VAR_ref_600_3,421,0.69,0.52,0.37,0.59
Sys_VAR_ref_600_3,426,0.5,0.4,0.19,0.43
Sys_VAR_ref_600_3,429,0.45,0.46,0.28,0.41
Sys_VAR_ref_600_3,432,0.67,0.36,0.28,0.42
Sys_VAR_ref_600_3,443,0.81,0.6,0.49,0.65
Sys_VAR_ref_600_3,446,0.68,0.55,0.38,0.55
Sys_VAR_ref_600_3,453,0.92,0.6,0.55,0.72
Sys_VAR_ref_600_3,461,0.64,0.7,0.5,0.66
Sys_VAR_ref_600_3,477,0.56,0.37,0.21,0.44
Sys_VAR_ref_600_3,479,0.82,0.74,0.62,0.75
Sys_VAR_ref_600_3,481,0.59,0.39,0.28,0.46
Sys_VAR_ref_600_3,488,0.86,0.75,0.67,0.8
Sys_VAR_ref_600_3,499,0.57,0.45,0.3,0.44
Sys_VAR_ref_600_3,529,0.58,0.33,0.22,0.38
Sys_VAR_ref_600_3,535,0.93,0.71,0.67,0.8
Sys_VAR_ref_600_3,554,0.95,0.44,0.41,0.58
Sys_VAR_ref_600_3,567,0.86,0.6,0.53,0.7
Sys_VAR_ref_600_3,575,0.91,0.51,0.47,0.65
Sys_VAR_ref_600_3,585,0.24,0.31,0.09,0.24
Sys_VAR_ref_600_3,590,0.76,0.52,0.43,0.62
Sys_VAR_ref_600_3,605,0.7,0.61,0.47,0.62
Sys_VAR_ref_600_3,606,0.61,0.45,0.32,0.48
Sys_VAR_ref_600_3,626,0.58,0.52,0.35,0.52
Sys_VAR_ref_600_3,632,0.76,0.56,0.48,0.64
Sys_VAR_ref_600_3,633,0.69,0.59,0.44,0.62
Sys_VAR_ref_600_3,634,0.53,0.46,0.27,0.47
Sys_VAR_ref_600_3,645,0.82,0.51,0.41,0.59
Sys_VAR_ref_600_3,654,0.92,0.51,0.46,0.65
Sys_VAR_ref_600_3,679,0.86,0.73,0.65,0.78
Sys_VAR_ref_600_3,687,0.98,0.84,0.82,0.9
Sys_VAR_ref_600_3,730,0.62,0.48,0.35,0.51
Sys_VAR_ref_600_3,743,0.87,0.68,0.59,0.75
Sys_VAR_ref_600_3,746,0.72,0.47,0.36,0.51
Sys_VAR_ref_600_3,755,0.86,0.69,0.6,0.76
Sys_VAR_ref_600_3,756,0.86,0.63,0.55,0.73
Sys_VAR_ref_600_3,806,0.92,0.83,0.77,0.87
Sys_VAR_ref_600_3,810,0.57,0.45,0.3,0.49
Sys_VAR_ref_600_3,819,0.78,0.44,0.36,0.55
Sys_VAR_ref_600_3,836,0.24,0.62,0.17,0.26
Sys_VAR_ref_600_3,903,0.69,0.49,0.38,0.57
Sys_VAR_ref_600_3,917,0.72,0.48,0.36,0.57
Sys_VAR_ref_600_3,919,0.38,0.27,0.1,0.31
Sys_VAR_ref_600_3,920,0.85,0.72,0.62,0.77
Sys_VAR_ref_600_3,922,0.32,0.25,0.1,0.24
Sys_VAR_ref_600_3,928,0.93,0.69,0.64,0.79
Sys_VAR_ref_600_3,931,0.9,0.7,0.64,0.78
Sys_VAR_ref_600_3,943,0.9,0.71,0.64,0.79
Sys_VAR_ref_600_3,952,0.81,0.84,0.67,0.74
Sys_VAR_ref_600_3,960,0.94,0.73,0.68,0.82
Sys_VAR_ref_600_3,962,0.81,0.73,0.63,0.76
Sys_VAR_ref_600_3,968,0.91,0.62,0.57,0.73
Sys_VAR_ref_600_3,971,0.74,0.52,0.43,0.6
Sys_VAR_ref_600_3,972,0.84,0.54,0.48,0.64
Sys_VAR_ref_600_3,981,0.79,0.31,0.24,0.44
Sys_VAR_ref_600_3,982,0.54,0.37,0.22,0.43
Sys_VAR_ref_600_3,983,0.83,0.58,0.51,0.67
Sys_VAR_ref_600_3,985,0.72,0.82,0.57,0.68
Sys_VAR_ref_600_3,991,0.9,0.81,0.73,0.85
Sys_VAR_ref_600_3,999,0.56,0.48,0.36,0.49
User_VAR_600_1,4,1.0,0.67,0.67,0.79
User_VAR_600_1,7,0.89,0.6,0.53,0.71
User_VAR_600_1,10,0.81,0.6,0.51,0.67
User_VAR_600_1,25,0.9,0.77,0.69,0.81
User_VAR_600_1,35,0.88,0.67,0.6,0.75
User_VAR_600_1,39,0.89,0.63,0.57,0.72
User_VAR_600_1,49,0.89,0.6,0.53,0.7
User_VAR_600_1,51,0.92,0.73,0.68,0.8
User_VAR_600_1,52,0.88,0.77,0.7,0.82
User_VAR_600_1,64,0.87,0.83,0.74,0.84
User_VAR_600_1,80,0.98,0.57,0.56,0.7
User_VAR_600_1,97,0.89,0.77,0.68,0.78
User_VAR_600_1,106,1.0,0.87,0.87,0.92
User_VAR_600_1,116,1.0,0.83,0.83,0.9
User_VAR_600_1,118,0.82,0.53,0.44,0.63
User_VAR_600_1,129,0.8,0.67,0.54,0.72
User_VAR_600_1,144,0.92,0.6,0.56,0.71
User_VAR_600_1,147,1.0,0.6,0.6,0.74
User_VAR_600_1,150,0.91,0.5,0.45,0.63
User_VAR_600_1,156,1.0,0.67,0.67,0.79
User_VAR_600_1,159,0.89,0.5,0.45,0.63
User_VAR_600_1,281,1.0,0.47,0.47,0.62
User_VAR_600_1,300,0.83,0.7,0.62,0.75
User_VAR_600_1,322,0.95,0.87,0.82,0.9
User_VAR_600_1,330,0.84,0.6,0.51,0.69
User_VAR_600_1,333,0.8,0.57,0.47,0.66
User_VAR_600_1,339,0.79,0.6,0.51,0.66
User_VAR_600_1,347,1.0,0.77,0.77,0.85
User_VAR_600_1,356,0.95,0.6,0.58,0.72
User_VAR_600_1,365,0.81,0.53,0.45,0.62
User_VAR_600_1,370,0.97,0.6,0.59,0.72
User_VAR_600_1,389,0.35,0.53,0.17,0.36
User_VAR_600_1,392,0.77,0.73,0.57,0.74
User_VAR_600_1,394,0.81,0.67,0.59,0.73
User_VAR_600_1,396,0.98,0.63,0.62,0.76
User_VAR_600_1,400,0.93,0.47,0.44,0.61
User_VAR_600_1,405,0.72,0.53,0.4,0.58
User_VAR_600_1,406,0.63,0.63,0.42,0.55
User_VAR_600_1,413,0.69,0.5,0.37,0.53
User_VAR_600_1,415,0.77,0.43,0.32,0.49
User_VAR_600_1,419,0.79,0.77,0.56,0.67
User_VAR_600_1,421,0.75,0.7,0.55,0.71
User_VAR_600_1,426,0.58,0.37,0.21,0.44
User_VAR_600_1,429,0.5,0.5,0.3,0.43
User_VAR_600_1,432,0.75,0.37,0.33,0.47
User_VAR_600_1,443,0.87,0.63,0.55,0.7
User_VAR_600_1,446,0.77,0.53,0.4,0.57
User_VAR_600_1,453,0.88,0.5,0.44,0.63
User_VAR_600_1,461,0.55,0.67,0.44,0.59
User_VAR_600_1,477,0.48,0.37,0.19,0.39
User_VAR_600_1,479,0.71,0.7,0.53,0.69
User_VAR_600_1,481,0.59,0.4,0.3,0.47
User_VAR_600_1,488,0.96,0.7,0.67,0.78
User_VAR_600_1,499,0.51,0.57,0.36,0.47
User_VAR_600_1,529,0.61,0.43,0.31,0.47
User_VAR_600_1,535,0.77,0.63,0.51,0.68
User_VAR_600_1,554,0.08,0.43,0.03,0.07
User_VAR_600_1,567,0.93,0.53,0.5,0.67
User_VAR_600_1,575,0.94,0.57,0.53,0.68
User_VAR_600_1,585,0.35,0.33,0.15,0.28
User_VAR_600_1,590,0.8,0.53,0.47,0.63
User_VAR_600_1,605,0.7,0.53,0.42,0.56
User_VAR_600_1,606,0.71,0.47,0.38,0.53
User_VAR_600_1,626,0.79,0.6,0.5,0.62
User_VAR_600_1,632,0.77,0.57,0.47,0.63
User_VAR_600_1,633,0.8,0.63,0.49,0.66
User_VAR_600_1,634,0.34,0.5,0.21,0.34
User_VAR_600_1,645,0.91,0.53,0.48,0.65
User_VAR_600_1,654,0.88,0.57,0.52,0.67
User_VAR_600_1,679,0.74,0.67,0.5,0.69
User_VAR_600_1,687,1.0,0.9,0.9,0.94
User_VAR_600_1,730,0.65,0.5,0.33,0.54
User_VAR_600_1,743,0.77,0.67,0.56,0.67
User_VAR_600_1,746,0.93,0.57,0.52,0.68
User_VAR_600_1,755,0.92,0.7,0.64,0.79
User_VAR_600_1,756,0.87,0.7,0.62,0.77
User_VAR_600_1,806,0.94,0.87,0.82,0.9
User_VAR_600_1,810,0.69,0.5,0.39,0.53
User_VAR_600_1,819,0.67,0.53,0.38,0.51
User_VAR_600_1,836,0.07,0.5,0.03,0.09
User_VAR_600_1,903,0.63,0.43,0.29,0.46
User_VAR_600_1,917,0.71,0.43,0.3,0.45
User_VAR_600_1,919,0.48,0.23,0.11,0.3
User_VAR_600_1,920,0.91,0.7,0.64,0.78
User_VAR_600_1,922,0.32,0.3,0.14,0.26
User_VAR_600_1,928,0.96,0.67,0.64,0.78
User_VAR_600_1,931,0.96,0.73,0.71,0.82
User_VAR_600_1,943,0.88,0.77,0.69,0.82
User_VAR_600_1,952,0.83,0.8,0.67,0.74
User_VAR_600_1,960,1.0,0.77,0.77,0.87
User_VAR_600_1,962,0.89,0.67,0.62,0.76
User_VAR_600_1,968,0.95,0.67,0.64,0.77
User_VAR_600_1,971,0.8,0.63,0.55,0.69
User_VAR_600_1,972,0.96,0.5,0.48,0.62
User_VAR_600_1,981,0.85,0.47,0.4,0.59
User_VAR_600_1,982,0.63,0.37,0.24,0.45
User_VAR_600_1,983,0.94,0.67,0.62,0.76
User_VAR_600_1,985,0.77,0.93,0.7,0.75
User_VAR_600_1,991,0.93,0.87,0.81,0.89
User_VAR_600_1,999,0.74,0.43,0.38,0.5
User_VAR_600_2,4,0.96,0.6,0.58,0.73
User_VAR_600_2,7,0.89,0.63,0.56,0.73
User_VAR_600_2,10,0.75,0.7,0.54,0.7
User_VAR_600_2,25,0.92,0.7,0.64,0.78
User_VAR_600_2,35,0.83,0.67,0.55,0.73
User_VAR_600_2,39,0.9,0.73,0.67,0.79
User_VAR_600_2,49,0.93,0.5,0.45,0.63
User_VAR_600_2,51,1.0,0.87,0.87,0.93
User_VAR_600_2,52,0.88,0.77,0.72,0.8
User_VAR_600_2,64,0.85,0.83,0.71,0.82
User_VAR_600_2,80,0.95,0.5,0.48,0.63
User_VAR_600_2,97,0.92,0.8,0.73,0.83
User_VAR_600_2,106,1.0,0.8,0.8,0.88
User_VAR_600_2,116,1.0,0.8,0.8,0.87
User_VAR_600_2,118,0.84,0.5,0.44,0.62
User_VAR_600_2,129,0.7,0.57,0.4,0.61
User_VAR_600_2,144,0.94,0.67,0.63,0.77
User_VAR_600_2,147,0.92,0.57,0.53,0.69
User_VAR_600_2,150,0.93,0.6,0.56,0.72
User_VAR_600_2,156,1.0,0.63,0.63,0.76
User_VAR_600_2,159,0.87,0.57,0.5,0.67
User_VAR_600_2,281,1.0,0.67,0.67,0.79
User_VAR_600_2,300,0.81,0.73,0.64,0.76
User_VAR_600_2,322,0.95,0.87,0.82,0.9
User_VAR_600_2,330,0.86,0.73,0.66,0.78
User_VAR_600_2,333,0.79,0.5,0.42,0.58
User_VAR_600_2,339,0.74,0.63,0.52,0.67
User_VAR_600_2,347,0.94,0.8,0.77,0.86
User_VAR_600_2,356,0.93,0.83,0.79,0.88
User_VAR_600_2,365,0.85,0.63,0.55,0.71
User_VAR_600_2,370,0.93,0.57,0.53,0.69
User_VAR_600_2,389,0.35,0.47,0.17,0.36
User_VAR_600_2,392,0.78,0.6,0.47,0.66
User_VAR_600_2,394,0.93,0.73,0.7,0.78
User_VAR_600_2,396,0.98,0.73,0.72,0.84
User_VAR_600_2,400,0.85,0.47,0.38,0.53
User_VAR_600_2,405,0.69,0.5,0.34,0.54
User_VAR_600_2,406,0.72,0.67,0.46,0.59
User_VAR_600_2,413,0.8,0.63,0.51,0.7
User_VAR_600_2,415,0.63,0.6,0.34,0.52
User_VAR_600_2,419,0.75,0.77,0.55,0.66
User_VAR_600_2,421,0.74,0.6,0.47,0.64
User_VAR_600_2,426,0.56,0.4,0.22,0.44
