score_type,source,n,mean,median,std,min,max,pct_<=1,pct_1-2,pct_2-3,pct_3-4,pct_4-5,skewness,kurtosis
alignment_score,Human (3人平均),500,3.9881,4.38,1.2622,0.0,5.0,4.2,6.2,7.2,19.2,63.2,-1.5583,1.8561
alignment_score,Sys_IMFfdloss_ref_500 (3次平均),500,3.8789,4.2967,1.136,0.0,5.0,3.4,5.8,10.2,19.4,61.2,-1.4673,1.5906
authenticity_score,Human (3人平均),500,3.1633,3.3333,1.0116,0.3333,5.0,4.2,15.2,28.2,39.0,13.4,-0.2212,-0.5408
authenticity_score,Sys_IMFfdloss_ref_500 (3次平均),500,2.9067,3.0,1.0231,0.85,5.0,0.6,26.4,23.8,37.4,11.8,0.0092,-0.9325
