score_type,source,n,mean,median,std,min,max,pct_<=1,pct_1-2,pct_2-3,pct_3-4,pct_4-5,skewness,kurtosis
alignment_score,Human (3人平均),500,3.8685,4.4,1.4356,0.0,5.0,7.2,5.8,8.6,15.8,62.6,-1.3583,0.8019
alignment_score,Sys_DiT_ref_500 (3次平均),500,3.7677,4.3067,1.2708,0.0,5.0,4.4,9.2,9.0,16.0,61.4,-1.3231,0.8162
authenticity_score,Human (3人平均),500,3.0767,3.0,1.1006,0.3333,5.0,6.8,17.4,26.8,33.2,15.8,-0.1916,-0.7848
authenticity_score,Sys_DiT_ref_500 (3次平均),500,2.8461,2.85,1.0676,0.0167,5.0,1.6,26.8,26.6,30.6,14.4,0.0946,-0.9105
