group,alignment_threshold,authenticity_threshold,probability
Sys_VAR_ref_1000,0.0,0.0,1.0
Sys_VAR_ref_1000,0.0,0.02,1.0
Sys_VAR_ref_1000,0.0,0.04,1.0
Sys_VAR_ref_1000,0.0,0.06,1.0
Sys_VAR_ref_1000,0.0,0.08,1.0
Sys_VAR_ref_1000,0.0,0.1,1.0
Sys_VAR_ref_1000,0.0,0.12,0.9990000000000001
Sys_VAR_ref_1000,0.0,0.14,0.9980000000000001
Sys_VAR_ref_1000,0.0,0.16,0.9950000000000003
Sys_VAR_ref_1000,0.0,0.18,0.9940000000000002
Sys_VAR_ref_1000,0.0,0.2,0.9900000000000001
Sys_VAR_ref_1000,0.0,0.22,0.9830000000000001
Sys_VAR_ref_1000,0.0,0.24,0.9800000000000003
Sys_VAR_ref_1000,0.0,0.26,0.9630000000000001
Sys_VAR_ref_1000,0.0,0.28,0.9508888888888888
Sys_VAR_ref_1000,0.0,0.3,0.9267777777777775
Sys_VAR_ref_1000,0.0,0.32,0.8156666666666668
Sys_VAR_ref_1000,0.0,0.34,0.7966666666666665
Sys_VAR_ref_1000,0.0,0.36,0.7796666666666663
Sys_VAR_ref_1000,0.0,0.38,0.7636666666666665
Sys_VAR_ref_1000,0.0,0.4,0.7346666666666668
Sys_VAR_ref_1000,0.0,0.42,0.6986666666666665
Sys_VAR_ref_1000,0.0,0.44,0.6806666666666665
Sys_VAR_ref_1000,0.0,0.46,0.6505555555555557
Sys_VAR_ref_1000,0.0,0.48,0.6194444444444442
Sys_VAR_ref_1000,0.0,0.5,0.6074444444444442
Sys_VAR_ref_1000,0.0,0.52,0.5834444444444442
Sys_VAR_ref_1000,0.0,0.54,0.5504444444444443
Sys_VAR_ref_1000,0.0,0.56,0.5282222222222223
Sys_VAR_ref_1000,0.0,0.58,0.4912222222222221
Sys_VAR_ref_1000,0.0,0.6,0.456222222222222
Sys_VAR_ref_1000,0.0,0.62,0.4192222222222221
Sys_VAR_ref_1000,0.0,0.64,0.37722222222222224
Sys_VAR_ref_1000,0.0,0.66,0.3572222222222223
Sys_VAR_ref_1000,0.0,0.68,0.32322222222222213
Sys_VAR_ref_1000,0.0,0.7,0.289111111111111
Sys_VAR_ref_1000,0.0,0.72,0.26099999999999995
Sys_VAR_ref_1000,0.0,0.74,0.23399999999999999
Sys_VAR_ref_1000,0.0,0.76,0.1809999999999999
Sys_VAR_ref_1000,0.0,0.78,0.14299999999999996
Sys_VAR_ref_1000,0.0,0.8,0.12299999999999997
Sys_VAR_ref_1000,0.0,0.82,0.10899999999999993
Sys_VAR_ref_1000,0.0,0.84,0.07999999999999996
Sys_VAR_ref_1000,0.0,0.86,0.06699999999999998
Sys_VAR_ref_1000,0.0,0.88,0.06299999999999999
Sys_VAR_ref_1000,0.0,0.9,0.05
Sys_VAR_ref_1000,0.0,0.92,0.04100000000000001
Sys_VAR_ref_1000,0.0,0.94,0.03500000000000001
Sys_VAR_ref_1000,0.0,0.96,0.03400000000000001
Sys_VAR_ref_1000,0.0,0.98,0.017000000000000005
Sys_VAR_ref_1000,0.0,1.0,0.0030000000000000005
Sys_VAR_ref_1000,0.02,0.0,0.9880000000000002
Sys_VAR_ref_1000,0.02,0.02,0.9880000000000002
Sys_VAR_ref_1000,0.02,0.04,0.9880000000000002
Sys_VAR_ref_1000,0.02,0.06,0.9880000000000002
Sys_VAR_ref_1000,0.02,0.08,0.9880000000000002
Sys_VAR_ref_1000,0.02,0.1,0.9880000000000002
Sys_VAR_ref_1000,0.02,0.12,0.9880000000000002
Sys_VAR_ref_1000,0.02,0.14,0.9870000000000003
Sys_VAR_ref_1000,0.02,0.16,0.9850000000000003
Sys_VAR_ref_1000,0.02,0.18,0.9840000000000003
Sys_VAR_ref_1000,0.02,0.2,0.9800000000000001
Sys_VAR_ref_1000,0.02,0.22,0.9730000000000003
Sys_VAR_ref_1000,0.02,0.24,0.9700000000000004
Sys_VAR_ref_1000,0.02,0.26,0.9570000000000001
Sys_VAR_ref_1000,0.02,0.28,0.9458888888888889
Sys_VAR_ref_1000,0.02,0.3,0.9227777777777776
Sys_VAR_ref_1000,0.02,0.32,0.8126666666666668
Sys_VAR_ref_1000,0.02,0.34,0.7936666666666666
Sys_VAR_ref_1000,0.02,0.36,0.7766666666666664
Sys_VAR_ref_1000,0.02,0.38,0.7606666666666665
Sys_VAR_ref_1000,0.02,0.4,0.7326666666666669
Sys_VAR_ref_1000,0.02,0.42,0.6966666666666665
Sys_VAR_ref_1000,0.02,0.44,0.6786666666666666
Sys_VAR_ref_1000,0.02,0.46,0.6485555555555557
Sys_VAR_ref_1000,0.02,0.48,0.6174444444444442
Sys_VAR_ref_1000,0.02,0.5,0.6054444444444441
Sys_VAR_ref_1000,0.02,0.52,0.5814444444444442
Sys_VAR_ref_1000,0.02,0.54,0.5484444444444443
Sys_VAR_ref_1000,0.02,0.56,0.5262222222222223
Sys_VAR_ref_1000,0.02,0.58,0.4892222222222221
Sys_VAR_ref_1000,0.02,0.6,0.455222222222222
Sys_VAR_ref_1000,0.02,0.62,0.4182222222222221
Sys_VAR_ref_1000,0.02,0.64,0.3762222222222222
Sys_VAR_ref_1000,0.02,0.66,0.3562222222222223
Sys_VAR_ref_1000,0.02,0.68,0.32222222222222213
Sys_VAR_ref_1000,0.02,0.7,0.288111111111111
Sys_VAR_ref_1000,0.02,0.72,0.25999999999999995
Sys_VAR_ref_1000,0.02,0.74,0.23299999999999998
Sys_VAR_ref_1000,0.02,0.76,0.17999999999999994
Sys_VAR_ref_1000,0.02,0.78,0.14199999999999996
Sys_VAR_ref_1000,0.02,0.8,0.12199999999999997
Sys_VAR_ref_1000,0.02,0.82,0.10799999999999993
Sys_VAR_ref_1000,0.02,0.84,0.07899999999999996
Sys_VAR_ref_1000,0.02,0.86,0.06699999999999998
Sys_VAR_ref_1000,0.02,0.88,0.06299999999999999
Sys_VAR_ref_1000,0.02,0.9,0.05
Sys_VAR_ref_1000,0.02,0.92,0.04100000000000001
Sys_VAR_ref_1000,0.02,0.94,0.03500000000000001
Sys_VAR_ref_1000,0.02,0.96,0.03400000000000001
Sys_VAR_ref_1000,0.02,0.98,0.017000000000000005
Sys_VAR_ref_1000,0.02,1.0,0.0030000000000000005
Sys_VAR_ref_1000,0.04,0.0,0.985
Sys_VAR_ref_1000,0.04,0.02,0.985
Sys_VAR_ref_1000,0.04,0.04,0.985
Sys_VAR_ref_1000,0.04,0.06,0.985
Sys_VAR_ref_1000,0.04,0.08,0.985
Sys_VAR_ref_1000,0.04,0.1,0.985
Sys_VAR_ref_1000,0.04,0.12,0.985
Sys_VAR_ref_1000,0.04,0.14,0.9840000000000001
Sys_VAR_ref_1000,0.04,0.16,0.982
Sys_VAR_ref_1000,0.04,0.18,0.9810000000000001
Sys_VAR_ref_1000,0.04,0.2,0.977
Sys_VAR_ref_1000,0.04,0.22,0.9700000000000003
Sys_VAR_ref_1000,0.04,0.24,0.9670000000000003
Sys_VAR_ref_1000,0.04,0.26,0.9540000000000001
Sys_VAR_ref_1000,0.04,0.28,0.943888888888889
Sys_VAR_ref_1000,0.04,0.3,0.9217777777777776
Sys_VAR_ref_1000,0.04,0.32,0.8126666666666668
Sys_VAR_ref_1000,0.04,0.34,0.7936666666666666
Sys_VAR_ref_1000,0.04,0.36,0.7766666666666664
Sys_VAR_ref_1000,0.04,0.38,0.7606666666666665
Sys_VAR_ref_1000,0.04,0.4,0.7326666666666669
Sys_VAR_ref_1000,0.04,0.42,0.6966666666666665
Sys_VAR_ref_1000,0.04,0.44,0.6786666666666666
Sys_VAR_ref_1000,0.04,0.46,0.6485555555555557
Sys_VAR_ref_1000,0.04,0.48,0.6174444444444442
Sys_VAR_ref_1000,0.04,0.5,0.6054444444444441
Sys_VAR_ref_1000,0.04,0.52,0.5814444444444442
Sys_VAR_ref_1000,0.04,0.54,0.5484444444444443
Sys_VAR_ref_1000,0.04,0.56,0.5262222222222223
Sys_VAR_ref_1000,0.04,0.58,0.4892222222222221
Sys_VAR_ref_1000,0.04,0.6,0.455222222222222
Sys_VAR_ref_1000,0.04,0.62,0.4182222222222221
Sys_VAR_ref_1000,0.04,0.64,0.3762222222222222
Sys_VAR_ref_1000,0.04,0.66,0.3562222222222223
Sys_VAR_ref_1000,0.04,0.68,0.32222222222222213
Sys_VAR_ref_1000,0.04,0.7,0.288111111111111
Sys_VAR_ref_1000,0.04,0.72,0.25999999999999995
Sys_VAR_ref_1000,0.04,0.74,0.23299999999999998
Sys_VAR_ref_1000,0.04,0.76,0.17999999999999994
Sys_VAR_ref_1000,0.04,0.78,0.14199999999999996
Sys_VAR_ref_1000,0.04,0.8,0.12199999999999997
Sys_VAR_ref_1000,0.04,0.82,0.10799999999999993
Sys_VAR_ref_1000,0.04,0.84,0.07899999999999996
Sys_VAR_ref_1000,0.04,0.86,0.06699999999999998
Sys_VAR_ref_1000,0.04,0.88,0.06299999999999999
Sys_VAR_ref_1000,0.04,0.9,0.05
Sys_VAR_ref_1000,0.04,0.92,0.04100000000000001
Sys_VAR_ref_1000,0.04,0.94,0.03500000000000001
