score_type,source_1,source_2,n_common_images,pearson_r,pearson_p,spearman_r,spearman_p,icc_2_1_absolute_agreement,icc_3_1_consistency
alignment_score,Sys_VAR_ref_1,Sys_VAR_ref_2,997,0.7856,0.0,0.73,0.0,0.7856,0.7856
alignment_score,Sys_VAR_ref_1,Sys_VAR_ref_3,998,0.8215,0.0,0.7605,0.0,0.8215,0.8214
alignment_score,Sys_VAR_ref_1,User_VAR_1,998,0.6324,0.0,0.5787,0.0,0.6235,0.6278
alignment_score,Sys_VAR_ref_1,User_VAR_2,998,0.6782,0.0,0.6238,0.0,0.6718,0.6735
alignment_score,Sys_VAR_ref_1,User_VAR_3,997,0.6835,0.0,0.61,0.0,0.6752,0.677
alignment_score,Sys_VAR_ref_2,Sys_VAR_ref_3,998,0.8284,0.0,0.7495,0.0,0.8282,0.8281
alignment_score,Sys_VAR_ref_2,User_VAR_1,998,0.6904,0.0,0.6092,0.0,0.6812,0.6844
alignment_score,Sys_VAR_ref_2,User_VAR_2,998,0.6785,0.0,0.601,0.0,0.672,0.6728
alignment_score,Sys_VAR_ref_2,User_VAR_3,997,0.6721,0.0,0.5997,0.0,0.6639,0.6647
alignment_score,Sys_VAR_ref_3,User_VAR_1,999,0.7165,0.0,0.654,0.0,0.7083,0.7123
alignment_score,Sys_VAR_ref_3,User_VAR_2,999,0.6795,0.0,0.601,0.0,0.6745,0.6758
alignment_score,Sys_VAR_ref_3,User_VAR_3,998,0.6906,0.0,0.6168,0.0,0.6839,0.6852
alignment_score,User_VAR_1,User_VAR_2,999,0.7933,0.0,0.7805,0.0,0.7928,0.7933
alignment_score,User_VAR_1,User_VAR_3,998,0.8006,0.0,0.7834,0.0,0.8,0.8005
alignment_score,User_VAR_2,User_VAR_3,998,0.837,0.0,0.8017,0.0,0.837,0.8369
authenticity_score,Sys_VAR_ref_1,Sys_VAR_ref_2,997,0.7192,0.0,0.7222,0.0,0.719,0.7191
authenticity_score,Sys_VAR_ref_1,Sys_VAR_ref_3,998,0.7235,0.0,0.7062,0.0,0.7218,0.7235
authenticity_score,Sys_VAR_ref_1,User_VAR_1,998,0.617,0.0,0.6112,0.0,0.6021,0.617
authenticity_score,Sys_VAR_ref_1,User_VAR_2,998,0.6097,0.0,0.6013,0.0,0.5952,0.6097
authenticity_score,Sys_VAR_ref_1,User_VAR_3,997,0.6022,0.0,0.597,0.0,0.5803,0.6022
authenticity_score,Sys_VAR_ref_2,Sys_VAR_ref_3,998,0.725,0.0,0.7176,0.0,0.7243,0.7248
authenticity_score,Sys_VAR_ref_2,User_VAR_1,998,0.6717,0.0,0.6674,0.0,0.6592,0.6716
authenticity_score,Sys_VAR_ref_2,User_VAR_2,998,0.6519,0.0,0.645,0.0,0.6401,0.6517
authenticity_score,Sys_VAR_ref_2,User_VAR_3,997,0.6285,0.0,0.6212,0.0,0.6101,0.6282
authenticity_score,Sys_VAR_ref_3,User_VAR_1,999,0.6479,0.0,0.6385,0.0,0.6409,0.6479
authenticity_score,Sys_VAR_ref_3,User_VAR_2,999,0.664,0.0,0.6586,0.0,0.657,0.664
authenticity_score,Sys_VAR_ref_3,User_VAR_3,998,0.6266,0.0,0.619,0.0,0.6142,0.6266
authenticity_score,User_VAR_1,User_VAR_2,999,0.7279,0.0,0.7149,0.0,0.7281,0.7279
authenticity_score,User_VAR_1,User_VAR_3,998,0.7308,0.0,0.721,0.0,0.7299,0.7307
authenticity_score,User_VAR_2,User_VAR_3,998,0.7747,0.0,0.7656,0.0,0.7738,0.7746
