img_id,all_correct_1,n_correct_1,n_atoms_1,ge2_gm,ge2_am,all_correct_2,n_correct_2,n_atoms_2,all_correct_3,n_correct_3,n_atoms_3
213,1,6,6,0.01501127723550538,0.4729501107095546,1,6,6,1,6,6
214,1,6,6,0.9998689842935068,0.9998690219075993,1,6,6,1,6,6
215,0,5,7,0.02966048278567145,0.7142194693353943,0,5,7,0,5,7
216,0,4,6,0.05071535630861532,0.668467984550931,0,4,6,0,4,6
217,0,3,6,0.0014721342813387123,0.49997817060807415,0,3,6,0,3,6
218,0,6,7,0.019302069369102316,0.8568887402101865,0,6,7,0,6,7
219,0,3,6,4.3164755857089154e-05,0.495568800778805,0,3,6,0,3,6
220,1,7,7,0.04384574048876973,0.7122377180572583,1,7,7,1,7,7
221,0,5,6,0.12673165778991247,0.8109663602605085,0,5,6,0,5,6
222,0,6,7,0.22218069666995582,0.8529514622864429,0,6,7,0,6,7
223,0,3,6,9.601318272355432e-05,0.49998521971700116,0,3,6,0,3,6
224,0,6,8,0.6589916460983134,0.873667423380234,0,6,8,0,6,8
225,0,6,7,0.2312314518361918,0.8571044581336185,0,6,7,0,6,7
226,1,6,6,0.050751310646311616,0.6469715377073842,1,6,6,1,6,6
227,1,6,6,0.10301178355280427,0.6683655009667161,1,6,6,1,6,6
228,0,5,6,0.23616605675083804,0.8332768114373897,0,5,6,0,5,6
229,1,6,6,0.18108557087781568,0.8328935249482647,1,6,6,1,6,6
230,0,4,8,0.0009247959047080777,0.41499727228296623,0,4,8,0,4,8
231,0,6,7,0.18008764823698672,0.8571216526437035,0,6,7,0,6,7
232,1,6,6,0.9996341271303358,0.9996342954034536,1,6,6,1,6,6
233,1,7,7,0.9999474544104565,0.9999474572376306,1,7,7,1,7,7
234,0,5,6,0.18090543025152864,0.8325534367473812,0,5,6,0,5,6
235,0,6,7,0.019302276621605833,0.8568995215729707,0,6,7,0,6,7
236,0,6,7,0.18288332072248265,0.8546774089596413,0,6,7,0,6,7
237,0,5,6,0.07551607632547314,0.833262556376821,0,5,6,0,5,6
238,0,3,5,1.584107159345431e-05,0.5995042737781169,0,3,5,0,3,5
239,1,6,6,0.9559979029521549,0.960398551361445,1,6,6,1,6,6
240,0,3,5,0.007144646266751176,0.5848050029362619,0,3,5,0,3,5
241,0,6,7,0.21515261557942408,0.8570404218915123,0,6,7,0,6,7
242,0,5,6,0.009896006961393106,0.8231930287469714,0,5,6,0,5,6
243,0,6,7,0.09274385829101743,0.8542524565506305,0,6,7,0,6,7
244,0,3,5,0.0004594068259459493,0.5804332949335704,0,3,5,0,2,5
245,0,4,6,9.996292727526459e-05,0.6662960659995615,0,4,6,0,4,6
246,0,3,5,0.004440625971816365,0.1936507325280728,0,3,5,0,3,5
247,0,5,6,0.11975471401391477,0.7982992749127179,0,5,6,0,5,6
248,1,7,7,0.013044389658235449,0.5715202091592163,1,7,7,1,7,7
249,0,4,6,0.0055854996380647936,0.6666146594153086,0,4,6,0,4,6
250,0,5,6,0.0707000002541129,0.5854791101796942,0,5,6,0,5,6
251,0,2,5,2.9683881985529427e-06,0.4000094529302733,0,2,5,0,2,5
252,0,2,5,9.360305323815301e-06,0.20151455590461503,0,2,5,0,2,5
253,0,4,6,0.06861467721652886,0.6067012423713762,0,4,6,0,4,6
254,1,5,5,0.3001043117823704,0.7976393422173456,1,5,5,1,5,5
255,0,6,7,0.019305133663457315,0.8570473864994373,0,6,7,0,6,7
256,0,6,7,0.01929803674061626,0.8566802269161566,0,6,7,0,6,7
257,0,4,7,0.006402341545346625,0.6253223869347668,0,4,7,0,4,7
258,0,4,5,0.0039809657792986095,0.7999733927782969,0,4,5,0,4,5
259,0,2,5,7.318787266551805e-07,0.39975757872294604,0,2,5,0,2,5
260,0,1,5,9.190569281627806e-08,0.19991687913329864,0,1,5,0,1,5
261,0,4,6,0.0002601218733730716,0.356185828010335,0,4,6,0,4,6
262,1,5,5,0.0008655923739531057,0.6000741383447515,1,5,5,1,5,5
263,0,2,7,4.868008974797965e-05,0.30222311141551306,0,2,7,0,2,7
264,0,6,7,0.011295795429101457,0.5724819699238124,0,6,7,0,6,7
265,0,4,5,0.003966594981798021,0.7963897269570859,0,4,5,0,4,5
266,0,3,5,1.5825037020813486e-05,0.5984957500805732,0,3,5,0,3,5
267,0,6,7,0.019258961322181502,0.8546741035710824,0,6,7,0,6,7
268,0,3,5,0.012243474939124678,0.44579624518065897,0,3,5,0,3,5
269,0,3,6,0.00034176014086076346,0.5009793505709667,0,3,6,0,3,6
270,1,6,6,0.9084477471571107,0.9270010591355134,1,6,6,1,6,6
271,0,6,7,0.04552787206507826,0.7142337702205462,0,6,7,0,6,7
272,1,7,7,0.9900823662151318,0.9903683429739737,1,7,7,1,7,7
273,0,3,6,0.005076185282573297,0.6615260308104024,0,3,6,0,3,6
274,0,3,7,0.000285623989030162,0.42847042697033505,0,3,7,0,3,7
275,0,7,8,0.2949339574832035,0.8727737522454113,0,7,8,0,7,8
276,0,4,6,0.0016985849095426024,0.40768926249898935,0,4,6,0,4,6
277,0,5,8,0.024253222511960677,0.6248217230147851,0,5,8,0,4,8
278,0,4,6,0.009993574511741396,0.832691674600191,0,4,6,0,4,6
279,1,5,5,0.9996269809830718,0.9996271468341936,1,5,5,1,5,5
280,0,3,6,0.0008736938281001022,0.666557193815421,0,3,6,0,3,6
281,0,4,6,0.06291353800128409,0.6797967151795694,0,4,6,0,4,6
282,1,7,7,0.8971481470987288,0.923820351778946,1,7,7,1,7,7
283,0,5,6,0.0005630139754860699,0.5016372189996744,0,5,6,0,5,6
284,0,3,6,6.761917891622666e-06,0.3395317779491786,0,3,6,0,3,6
285,0,5,6,0.022060467947765477,0.6666345946635249,0,5,6,0,5,6
286,0,3,5,1.584872142935981e-05,0.5999867189041534,0,3,5,0,3,5
287,0,5,6,0.10106556437605017,0.8330148503064905,0,5,6,0,5,6
288,0,3,5,1.584883544705148e-05,0.5999939127198746,0,3,5,0,3,5
289,0,3,5,0.0011980516797029876,0.6001481973697482,0,3,5,0,3,5
290,0,2,6,0.004125397280633348,0.4551294515065482,0,2,6,0,2,6
291,1,6,6,0.9996431285861067,0.9996432085928175,1,6,6,1,6,6
