source,alignment_norm,artifact_norm,composite_product,composite_harmonic
Sys_DiT_noexpert_1,0.791708,0.742672,0.627347336,0.744872703974936
Sys_DiT_noexpert_2,0.796368,0.746928,0.629623448,0.7488859964578561
Sys_DiT_noexpert_3,0.803904,0.767788,0.65128816,0.7657852281738673
User_DiT_1,0.7689879999999999,0.6204,0.508536,0.6405356450972514
User_DiT_2,0.7795799999999999,0.6052000000000001,0.5038144,0.6410232018285218
User_DiT_3,0.772552,0.6204,0.5116592,0.6431152013530582
