score_type,sys_group,human_group,sys_source,human_source,aggregation,n_common,threshold,n_positive,n_negative,auc
alignment_score,Sys_RAEv2_ref_500,Human_DiT_500,Sys_RAEv2_ref,User_DiT_1,individual,500,4.38,275,225,0.5923
alignment_score,Sys_RAEv2_ref_500,Human_DiT_500,Sys_RAEv2_ref,User_DiT_2,individual,500,4.38,277,223,0.6353
alignment_score,Sys_RAEv2_ref_500,Human_DiT_500,Sys_RAEv2_ref,User_DiT_3,individual,500,4.38,281,219,0.6332
artifact_score,Sys_RAEv2_ref_500,Human_DiT_500,Sys_RAEv2_ref,User_DiT_1,individual,500,3.0,331,169,0.6208
artifact_score,Sys_RAEv2_ref_500,Human_DiT_500,Sys_RAEv2_ref,User_DiT_2,individual,500,3.0,316,184,0.6149
artifact_score,Sys_RAEv2_ref_500,Human_DiT_500,Sys_RAEv2_ref,User_DiT_3,individual,500,3.0,330,170,0.6051
alignment_score,Sys_RAEv2_ref_500,Human_DiT_500,Sys_RAEv2_ref_500 (avg),Human_DiT_500 (avg),group_avg,500,4.4,251,249,0.6297
artifact_score,Sys_RAEv2_ref_500,Human_DiT_500,Sys_RAEv2_ref_500 (avg),Human_DiT_500 (avg),group_avg,500,3.0,298,202,0.6347
