source,alignment_norm,artifact_norm,composite_product,composite_harmonic,alignment_norm_std,alignment_norm_se,alignment_norm_ci_low,alignment_norm_ci_high,artifact_norm_std,artifact_norm_se,artifact_norm_ci_low,artifact_norm_ci_high,composite_product_std,composite_product_se,composite_product_ci_low,composite_product_ci_high,composite_harmonic_std,composite_harmonic_se,composite_harmonic_ci_low,composite_harmonic_ci_high,composite_product_x_vendi_ratio,composite_product_x_vendi_ratio_std,composite_product_x_vendi_ratio_se,composite_product_x_vendi_ratio_ci_low,composite_product_x_vendi_ratio_ci_high,composite_product_x_vendi_ratio_train,composite_product_x_vendi_ratio_train_std,composite_product_x_vendi_ratio_train_se,composite_product_x_vendi_ratio_train_ci_low,composite_product_x_vendi_ratio_train_ci_high,composite_harmonic_x_vendi_ratio,composite_harmonic_x_vendi_ratio_std,composite_harmonic_x_vendi_ratio_se,composite_harmonic_x_vendi_ratio_ci_low,composite_harmonic_x_vendi_ratio_ci_high,composite_harmonic_x_vendi_ratio_train,composite_harmonic_x_vendi_ratio_train_std,composite_harmonic_x_vendi_ratio_train_se,composite_harmonic_x_vendi_ratio_train_ci_low,composite_harmonic_x_vendi_ratio_train_ci_high,composite_product_x_MEAN_VENDI_RATIO,composite_harmonic_x_MEAN_VENDI_RATIO,composite_product_x_MEAN_VENDI_RATIO_TRAIN,composite_harmonic_x_MEAN_VENDI_RATIO_TRAIN
Sys_RAEv2_ref,0.7769,0.6097,0.4989,0.6503,0.148,0.0148,0.7475,0.8063,0.1505,0.0151,0.5798,0.6396,0.1719,0.0172,0.4648,0.533,0.1447,0.0145,0.6216,0.679,0.6024,0.4906,0.0491,0.5051,0.6997,0.4763,0.1651,0.0165,0.4435,0.5091,0.7887,0.6102,0.061,0.6676,0.9098,0.6224,0.154,0.0154,0.5918,0.653,0.6028,0.7857,0.479,0.6244
User_DiT_1,0.769,0.6204,0.5087,0.6409,0.2136,0.0214,0.7266,0.8114,0.1678,0.0168,0.5871,0.6537,0.2197,0.022,0.4651,0.5523,0.1979,0.0198,0.6016,0.6802,0.5924,0.4608,0.0461,0.501,0.6838,0.4921,0.2315,0.0232,0.4462,0.538,0.7583,0.5646,0.0565,0.6463,0.8703,0.6185,0.2221,0.0222,0.5744,0.6626,0.6146,0.7743,0.4884,0.6154
User_DiT_2,0.7798,0.6052,0.5039,0.6407,0.2164,0.0216,0.7369,0.8227,0.1554,0.0155,0.5744,0.636,0.2075,0.0208,0.4627,0.5451,0.1902,0.019,0.603,0.6784,0.5912,0.4698,0.047,0.498,0.6844,0.4857,0.2155,0.0216,0.4429,0.5285,0.7618,0.5688,0.0569,0.6489,0.8747,0.6172,0.2102,0.021,0.5755,0.6589,0.6088,0.7741,0.4838,0.6152
User_DiT_3,0.7727,0.6204,0.5116,0.6432,0.2175,0.0218,0.7295,0.8159,0.1624,0.0162,0.5882,0.6526,0.2142,0.0214,0.4691,0.5541,0.1981,0.0198,0.6039,0.6825,0.5999,0.4739,0.0474,0.5059,0.6939,0.4965,0.2266,0.0227,0.4515,0.5415,0.7637,0.5754,0.0575,0.6495,0.8779,0.6232,0.2253,0.0225,0.5785,0.6679,0.6181,0.7771,0.4912,0.6176
Human_DiT_500_AVG_STATS,0.7738,0.6153,0.5081,0.6416,0.2158,0.0216,0.731,0.8167,0.1619,0.0162,0.5832,0.6474,0.2138,0.0214,0.4656,0.5505,0.1954,0.0195,0.6028,0.6804,0.5945,0.4682,0.0468,0.5016,0.6874,0.4914,0.2245,0.0225,0.4469,0.536,0.7613,0.5696,0.057,0.6482,0.8743,0.6196,0.2192,0.0219,0.5761,0.6631,0.6138,0.7752,0.4878,0.6161
Human_DiT_500_AVG_PERCLASS,0.7738,0.6153,0.5081,0.6416,0.2104,0.021,0.7321,0.8156,0.1565,0.0157,0.5843,0.6464,0.2089,0.0209,0.4666,0.5495,0.1905,0.0191,0.6038,0.6794,0.5945,0.4647,0.0465,0.5023,0.6867,0.4914,0.2202,0.022,0.4477,0.5351,0.7613,0.5671,0.0567,0.6487,0.8738,0.6196,0.2152,0.0215,0.5769,0.6623,0.6138,0.7752,0.4878,0.616
