source,class_id,alignment_norm,artifact_norm,composite_product_classmean,composite_harmonic_classmean,vendi_ratio,vendi_ratio_train,composite_product_classmean_x_vendi_ratio,composite_product_classmean_x_vendi_ratio_train,composite_harmonic_classmean_x_vendi_ratio,composite_harmonic_classmean_x_vendi_ratio_train
User_DiT_1,730,0.84,0.6,0.52,0.68,1.15,0.86,0.6,0.45,0.78,0.58
User_DiT_1,743,0.53,0.64,0.41,0.48,1.08,0.81,0.44,0.33,0.51,0.39
User_DiT_1,746,0.53,0.4,0.22,0.4,0.77,1.47,0.17,0.33,0.31,0.59
User_DiT_1,755,0.68,0.72,0.57,0.67,0.19,0.76,0.11,0.44,0.12,0.51
User_DiT_1,756,0.85,0.56,0.47,0.66,2.14,0.73,1.01,0.34,1.41,0.48
User_DiT_1,806,1.0,0.92,0.92,0.96,0.91,0.89,0.84,0.82,0.87,0.85
User_DiT_1,810,0.72,0.64,0.47,0.67,0.56,1.37,0.26,0.64,0.38,0.92
User_DiT_1,819,0.78,0.52,0.42,0.6,0.45,0.88,0.19,0.37,0.27,0.52
User_DiT_1,836,0.12,0.44,0.06,0.15,1.42,0.94,0.08,0.05,0.22,0.14
User_DiT_1,903,0.66,0.76,0.5,0.62,1.32,0.91,0.66,0.45,0.82,0.56
User_DiT_1,917,0.65,0.4,0.26,0.42,1.23,1.01,0.32,0.26,0.51,0.42
User_DiT_1,919,0.42,0.24,0.1,0.29,1.47,0.82,0.14,0.08,0.43,0.24
User_DiT_1,920,0.78,0.56,0.44,0.63,0.8,0.99,0.35,0.44,0.5,0.63
User_DiT_1,922,0.34,0.2,0.07,0.21,0.45,0.75,0.03,0.05,0.1,0.16
User_DiT_1,928,0.71,0.68,0.48,0.6,2.75,0.91,1.32,0.44,1.64,0.55
User_DiT_1,931,0.88,0.68,0.6,0.73,0.91,1.23,0.54,0.73,0.66,0.9
User_DiT_1,943,0.86,0.76,0.68,0.8,0.88,0.91,0.6,0.62,0.71,0.73
User_DiT_1,952,0.97,0.92,0.89,0.93,1.01,1.02,0.9,0.91,0.94,0.95
User_DiT_1,960,0.94,0.68,0.66,0.79,3.17,0.89,2.08,0.58,2.49,0.7
User_DiT_1,962,0.98,0.72,0.71,0.82,0.72,0.96,0.51,0.68,0.59,0.79
User_DiT_1,968,0.91,0.64,0.61,0.74,2.04,0.92,1.24,0.56,1.5,0.68
User_DiT_1,971,0.87,0.48,0.42,0.59,0.52,1.15,0.22,0.48,0.31,0.68
User_DiT_1,972,0.72,0.6,0.45,0.58,2.44,1.0,1.11,0.46,1.41,0.58
User_DiT_1,981,0.71,0.36,0.25,0.46,0.73,1.08,0.18,0.27,0.33,0.49
User_DiT_1,982,0.45,0.32,0.14,0.31,0.99,0.76,0.14,0.11,0.31,0.24
User_DiT_1,983,0.98,0.64,0.62,0.77,0.44,0.83,0.27,0.51,0.34,0.63
User_DiT_1,985,0.72,0.76,0.58,0.67,1.59,0.69,0.92,0.4,1.07,0.46
User_DiT_1,991,0.98,0.88,0.86,0.92,0.66,1.03,0.57,0.89,0.61,0.95
User_DiT_1,999,0.82,0.52,0.45,0.6,1.23,0.96,0.55,0.43,0.74,0.57
User_DiT_2,4,1.0,0.76,0.76,0.86,0.97,0.87,0.74,0.66,0.84,0.75
User_DiT_2,7,0.92,0.72,0.67,0.79,0.67,0.99,0.45,0.66,0.53,0.78
User_DiT_2,10,0.82,0.8,0.65,0.79,1.06,1.14,0.69,0.74,0.84,0.91
User_DiT_2,25,0.97,0.76,0.74,0.85,1.36,1.02,1.01,0.76,1.15,0.86
User_DiT_2,35,0.84,0.72,0.62,0.77,1.26,1.04,0.78,0.64,0.97,0.81
User_DiT_2,39,0.87,0.56,0.49,0.67,0.9,1.05,0.45,0.52,0.61,0.71
User_DiT_2,49,0.98,0.84,0.82,0.9,1.11,1.11,0.91,0.91,0.99,0.99
User_DiT_2,51,0.8,0.76,0.72,0.76,0.98,1.06,0.7,0.77,0.74,0.8
User_DiT_2,52,0.8,0.76,0.66,0.75,2.12,0.9,1.4,0.59,1.59,0.67
User_DiT_2,64,0.79,0.68,0.58,0.7,1.32,1.05,0.77,0.61,0.92,0.74
User_DiT_2,80,0.91,0.56,0.5,0.67,0.55,0.89,0.27,0.45,0.37,0.6
User_DiT_2,97,1.0,0.92,0.92,0.95,1.36,0.81,1.25,0.74,1.29,0.77
User_DiT_2,106,1.0,0.72,0.72,0.83,3.48,1.05,2.51,0.76,2.9,0.88
User_DiT_2,116,1.0,0.8,0.8,0.88,0.85,1.42,0.68,1.14,0.75,1.25
User_DiT_2,118,0.79,0.52,0.43,0.61,1.31,0.95,0.56,0.41,0.8,0.58
User_DiT_2,129,0.71,0.56,0.41,0.62,0.59,0.91,0.24,0.37,0.36,0.56
User_DiT_2,144,0.93,0.56,0.52,0.69,1.0,0.89,0.52,0.47,0.69,0.61
User_DiT_2,147,1.0,0.76,0.76,0.86,1.1,0.98,0.83,0.75,0.94,0.85
User_DiT_2,150,0.88,0.56,0.48,0.65,1.37,0.94,0.66,0.45,0.9,0.61
User_DiT_2,156,1.0,0.64,0.64,0.77,0.6,1.02,0.38,0.65,0.46,0.78
User_DiT_2,159,0.49,0.48,0.31,0.45,1.0,0.92,0.31,0.29,0.45,0.42
User_DiT_2,281,0.97,0.56,0.55,0.7,1.67,0.96,0.92,0.53,1.17,0.67
User_DiT_2,300,0.95,0.8,0.76,0.85,0.52,0.88,0.4,0.67,0.44,0.75
User_DiT_2,322,0.89,0.72,0.67,0.78,0.97,1.08,0.65,0.73,0.76,0.85
User_DiT_2,330,0.88,0.8,0.73,0.83,0.33,0.88,0.24,0.64,0.27,0.73
User_DiT_2,333,0.97,0.56,0.55,0.68,1.14,1.04,0.63,0.58,0.78,0.71
User_DiT_2,339,0.95,0.72,0.68,0.8,1.73,1.01,1.18,0.69,1.39,0.81
User_DiT_2,347,1.0,0.68,0.68,0.79,0.64,1.03,0.43,0.7,0.51,0.82
User_DiT_2,356,0.94,0.44,0.41,0.59,1.8,1.17,0.74,0.48,1.06,0.7
User_DiT_2,365,0.85,0.68,0.55,0.72,1.21,1.15,0.67,0.63,0.87,0.82
User_DiT_2,370,0.97,0.6,0.59,0.71,0.77,0.85,0.45,0.5,0.55,0.6
User_DiT_2,389,0.36,0.56,0.19,0.41,2.06,0.83,0.39,0.16,0.84,0.34
User_DiT_2,392,0.91,0.72,0.67,0.8,0.39,0.96,0.26,0.65,0.31,0.77
User_DiT_2,394,1.0,0.52,0.52,0.66,2.35,1.1,1.22,0.57,1.55,0.73
User_DiT_2,396,1.0,0.8,0.8,0.89,0.19,0.81,0.15,0.65,0.17,0.72
User_DiT_2,400,0.8,0.36,0.2,0.31,0.37,1.16,0.07,0.23,0.12,0.37
User_DiT_2,405,0.76,0.6,0.51,0.66,0.59,1.07,0.3,0.54,0.39,0.7
User_DiT_2,406,1.0,0.76,0.76,0.86,1.37,0.82,1.04,0.62,1.17,0.7
User_DiT_2,413,0.68,0.48,0.39,0.52,0.46,1.05,0.18,0.41,0.24,0.54
User_DiT_2,415,0.63,0.52,0.35,0.55,0.9,0.81,0.31,0.28,0.5,0.45
User_DiT_2,419,0.95,0.6,0.56,0.69,0.92,0.66,0.51,0.37,0.63,0.46
User_DiT_2,421,0.78,0.44,0.35,0.55,2.04,0.88,0.72,0.31,1.11,0.48
User_DiT_2,426,0.61,0.4,0.26,0.47,1.2,0.83,0.31,0.21,0.56,0.39
User_DiT_2,429,0.8,0.8,0.6,0.67,0.49,1.04,0.3,0.62,0.33,0.7
User_DiT_2,432,0.77,0.4,0.34,0.51,1.24,1.06,0.42,0.36,0.63,0.54
User_DiT_2,443,0.8,0.76,0.67,0.77,0.24,0.73,0.16,0.49,0.18,0.56
User_DiT_2,446,0.74,0.48,0.32,0.5,1.46,0.98,0.47,0.32,0.73,0.49
User_DiT_2,453,0.58,0.52,0.37,0.54,0.59,0.82,0.22,0.3,0.32,0.44
User_DiT_2,461,0.87,0.84,0.73,0.85,0.49,0.86,0.36,0.63,0.41,0.73
User_DiT_2,477,0.41,0.48,0.21,0.37,3.27,1.05,0.69,0.22,1.22,0.39
User_DiT_2,479,0.41,0.48,0.22,0.34,0.53,0.82,0.11,0.18,0.18,0.28
User_DiT_2,481,0.47,0.44,0.27,0.42,0.49,0.83,0.13,0.23,0.21,0.35
User_DiT_2,488,0.95,0.8,0.76,0.86,1.18,1.13,0.9,0.86,1.02,0.98
User_DiT_2,499,0.94,0.6,0.55,0.71,1.23,1.03,0.68,0.57,0.87,0.73
User_DiT_2,529,0.85,0.44,0.37,0.55,3.36,0.82,1.25,0.31,1.86,0.46
User_DiT_2,535,0.79,0.56,0.44,0.65,0.53,1.02,0.23,0.45,0.34,0.66
User_DiT_2,554,0.0,0.48,0.0,0.0,1.36,1.04,0.0,0.0,0.0,0.0
User_DiT_2,567,0.88,0.6,0.55,0.71,4.71,1.14,2.59,0.63,3.33,0.81
User_DiT_2,575,0.83,0.4,0.33,0.53,0.68,0.71,0.23,0.24,0.36,0.37
User_DiT_2,585,0.57,0.36,0.27,0.37,1.29,0.96,0.34,0.26,0.48,0.36
User_DiT_2,590,0.86,0.6,0.52,0.69,1.19,0.99,0.62,0.52,0.83,0.69
User_DiT_2,605,0.49,0.4,0.24,0.37,4.06,0.9,0.96,0.21,1.51,0.33
User_DiT_2,606,0.46,0.44,0.22,0.4,1.04,0.83,0.23,0.18,0.41,0.33
User_DiT_2,626,0.65,0.6,0.43,0.59,3.24,1.04,1.38,0.44,1.92,0.62
User_DiT_2,632,0.64,0.52,0.36,0.51,0.87,0.82,0.31,0.29,0.45,0.42
User_DiT_2,633,0.76,0.64,0.51,0.68,1.18,1.16,0.6,0.6,0.79,0.78
User_DiT_2,634,0.22,0.48,0.14,0.23,0.55,0.9,0.08,0.13,0.13,0.21
User_DiT_2,645,0.98,0.48,0.47,0.64,0.58,0.95,0.27,0.45,0.37,0.61
User_DiT_2,654,1.0,0.6,0.6,0.73,1.15,0.96,0.69,0.57,0.85,0.7
User_DiT_2,679,0.54,0.56,0.31,0.52,0.89,1.06,0.27,0.33,0.46,0.55
User_DiT_2,687,1.0,0.8,0.8,0.88,0.32,0.76,0.26,0.61,0.28,0.67
User_DiT_2,730,0.89,0.6,0.54,0.7,1.15,0.86,0.62,0.46,0.81,0.6
User_DiT_2,743,0.68,0.76,0.57,0.66,1.08,0.81,0.61,0.46,0.71,0.53
User_DiT_2,746,0.53,0.44,0.22,0.41,0.77,1.47,0.17,0.32,0.31,0.6
User_DiT_2,755,0.98,0.68,0.66,0.75,0.19,0.76,0.12,0.51,0.14,0.57
User_DiT_2,756,0.85,0.64,0.55,0.72,2.14,0.73,1.18,0.4,1.55,0.53
User_DiT_2,806,0.8,0.88,0.76,0.78,0.91,0.89,0.69,0.67,0.71,0.69
User_DiT_2,810,0.67,0.6,0.4,0.62,0.56,1.37,0.23,0.55,0.35,0.85
User_DiT_2,819,0.81,0.44,0.36,0.55,0.45,0.88,0.17,0.32,0.25,0.48
User_DiT_2,836,0.12,0.32,0.03,0.13,1.42,0.94,0.04,0.03,0.18,0.12
User_DiT_2,903,0.71,0.72,0.55,0.71,1.32,0.91,0.73,0.5,0.93,0.64
User_DiT_2,917,0.77,0.4,0.31,0.51,1.23,1.01,0.38,0.31,0.63,0.52
User_DiT_2,919,0.42,0.28,0.12,0.32,1.47,0.82,0.17,0.1,0.47,0.26
User_DiT_2,920,0.61,0.52,0.31,0.54,0.8,0.99,0.25,0.31,0.43,0.53
User_DiT_2,922,0.11,0.2,0.02,0.08,0.45,0.75,0.01,0.02,0.04,0.06
User_DiT_2,928,0.64,0.68,0.43,0.57,2.75,0.91,1.17,0.39,1.57,0.52
User_DiT_2,931,0.95,0.68,0.66,0.77,0.91,1.23,0.6,0.81,0.7,0.94
User_DiT_2,943,0.86,0.68,0.6,0.75,0.88,0.91,0.53,0.54,0.66,0.68
User_DiT_2,952,0.96,0.92,0.88,0.93,1.01,1.02,0.89,0.9,0.94,0.95
User_DiT_2,960,0.94,0.68,0.66,0.79,3.17,0.89,2.08,0.58,2.49,0.7
User_DiT_2,962,0.98,0.76,0.75,0.85,0.72,0.96,0.54,0.72,0.62,0.82
User_DiT_2,968,0.89,0.76,0.67,0.79,2.04,0.92,1.36,0.62,1.61,0.73
User_DiT_2,971,0.7,0.52,0.42,0.55,0.52,1.15,0.22,0.48,0.29,0.64
User_DiT_2,972,0.71,0.56,0.43,0.57,2.44,1.0,1.04,0.43,1.39,0.57
User_DiT_2,981,0.83,0.36,0.3,0.5,0.73,1.08,0.22,0.32,0.36,0.53
User_DiT_2,982,0.5,0.32,0.18,0.35,0.99,0.76,0.18,0.13,0.35,0.27
User_DiT_2,983,0.98,0.64,0.63,0.77,0.44,0.83,0.28,0.52,0.34,0.64
User_DiT_2,985,0.72,0.76,0.58,0.67,1.59,0.69,0.92,0.4,1.07,0.46
User_DiT_2,991,0.94,0.88,0.82,0.9,0.66,1.03,0.54,0.85,0.59,0.92
User_DiT_2,999,0.82,0.52,0.45,0.6,1.23,0.96,0.55,0.43,0.74,0.57
User_DiT_3,4,0.98,0.8,0.79,0.88,0.97,0.87,0.76,0.68,0.85,0.76
User_DiT_3,7,0.92,0.76,0.7,0.83,0.67,0.99,0.47,0.69,0.55,0.81
User_DiT_3,10,0.65,0.72,0.51,0.65,1.06,1.14,0.55,0.59,0.69,0.75
User_DiT_3,25,0.9,0.72,0.65,0.78,1.36,1.02,0.89,0.67,1.06,0.8
User_DiT_3,35,0.88,0.8,0.7,0.83,1.26,1.04,0.89,0.74,1.05,0.87
User_DiT_3,39,0.9,0.6,0.56,0.71,0.9,1.05,0.5,0.59,0.64,0.75
User_DiT_3,49,0.98,0.8,0.78,0.87,1.11,1.11,0.87,0.86,0.97,0.97
User_DiT_3,51,0.8,0.84,0.8,0.8,0.98,1.06,0.78,0.85,0.78,0.85
User_DiT_3,52,0.82,0.8,0.68,0.79,2.12,0.9,1.45,0.61,1.67,0.71
User_DiT_3,64,0.84,0.68,0.57,0.73,1.32,1.05,0.76,0.6,0.96,0.77
User_DiT_3,80,0.62,0.48,0.36,0.47,0.55,0.89,0.2,0.32,0.26,0.42
User_DiT_3,97,1.0,0.88,0.88,0.93,1.36,0.81,1.2,0.71,1.27,0.75
User_DiT_3,106,0.97,0.68,0.65,0.78,3.48,1.05,2.27,0.69,2.73,0.83
User_DiT_3,116,1.0,0.84,0.84,0.91,0.85,1.42,0.71,1.19,0.77,1.29
User_DiT_3,118,0.73,0.68,0.54,0.7,1.31,0.95,0.7,0.51,0.91,0.66
User_DiT_3,129,0.77,0.64,0.5,0.69,0.59,0.91,0.29,0.45,0.41,0.63
User_DiT_3,144,0.93,0.52,0.49,0.66,1.0,0.89,0.49,0.43,0.66,0.59
User_DiT_3,147,1.0,0.76,0.76,0.85,1.1,0.98,0.83,0.75,0.93,0.83
User_DiT_3,150,0.88,0.68,0.59,0.74,1.37,0.94,0.81,0.55,1.02,0.69
User_DiT_3,156,1.0,0.64,0.64,0.77,0.6,1.02,0.38,0.65,0.46,0.78
User_DiT_3,159,0.44,0.36,0.19,0.34,1.0,0.92,0.19,0.18,0.34,0.31
User_DiT_3,281,0.97,0.64,0.63,0.76,1.67,0.96,1.05,0.6,1.28,0.73
