score_type,source,n,mean,median,std,min,max,pct_<=1,pct_1-2,pct_2-3,pct_3-4,pct_4-5,skewness,kurtosis
alignment_score,Human (3人平均),500,3.8685,4.4,1.4356,0.0,5.0,7.2,5.8,8.6,15.8,62.6,-1.3583,0.8019
alignment_score,Sys_DiT_noexpert (3次平均),500,3.9866,4.47,1.2239,0.0,5.0,3.8,6.6,7.8,18.0,63.8,-1.4144,1.1614
artifact_score,Human (3人平均),500,3.0767,3.0,1.1006,0.3333,5.0,6.8,17.4,26.8,33.2,15.8,-0.1916,-0.7848
artifact_score,Sys_DiT_noexpert (3次平均),500,3.7623,3.945,1.0907,0.49,5.0,0.6,9.0,14.0,29.0,47.4,-0.76,-0.3395
