score_type,source,n,mean,median,std,min,max,pct_<=1,pct_1-2,pct_2-3,pct_3-4,pct_4-5,skewness,kurtosis
alignment_score,Human (3人平均),500,3.8685,4.4,1.4356,0.0,5.0,7.2,5.8,8.6,15.8,62.6,-1.3583,0.8019
alignment_score,Sys_DiT_ref_randcls_100_1 (3次平均),499,3.6654,4.12,1.3176,0.0,4.98,5.81,9.02,13.43,17.84,53.91,-1.1933,0.556
authenticity_score,Human (3人平均),500,3.0767,3.0,1.1006,0.3333,5.0,6.8,17.4,26.8,33.2,15.8,-0.1916,-0.7848
authenticity_score,Sys_DiT_ref_randcls_100_1 (3次平均),499,2.6395,2.65,1.1281,0.15,5.0,2.61,38.28,26.05,22.04,11.02,0.3717,-0.9593
