group,alignment_threshold,artifact_threshold,probability
Sys_IMF_ref_500,0.08,0.36,0.7289999999999998
Sys_IMF_ref_500,0.08,0.38,0.7104999999999997
Sys_IMF_ref_500,0.08,0.4,0.6684999999999998
Sys_IMF_ref_500,0.08,0.42,0.6484999999999999
Sys_IMF_ref_500,0.08,0.44,0.6284999999999998
Sys_IMF_ref_500,0.08,0.46,0.5904999999999998
Sys_IMF_ref_500,0.08,0.48,0.5659999999999998
Sys_IMF_ref_500,0.08,0.5,0.5539999999999998
Sys_IMF_ref_500,0.08,0.52,0.5399999999999998
Sys_IMF_ref_500,0.08,0.54,0.5079999999999998
Sys_IMF_ref_500,0.08,0.56,0.4759999999999998
Sys_IMF_ref_500,0.08,0.58,0.43999999999999984
Sys_IMF_ref_500,0.08,0.6,0.39999999999999986
Sys_IMF_ref_500,0.08,0.62,0.36999999999999994
Sys_IMF_ref_500,0.08,0.64,0.3439999999999999
Sys_IMF_ref_500,0.08,0.66,0.31999999999999995
Sys_IMF_ref_500,0.08,0.68,0.2879999999999999
Sys_IMF_ref_500,0.08,0.7,0.24599999999999989
Sys_IMF_ref_500,0.08,0.72,0.21799999999999986
Sys_IMF_ref_500,0.08,0.74,0.16999999999999996
Sys_IMF_ref_500,0.08,0.76,0.12000000000000004
Sys_IMF_ref_500,0.08,0.78,0.094
Sys_IMF_ref_500,0.08,0.8,0.084
Sys_IMF_ref_500,0.08,0.82,0.06600000000000002
Sys_IMF_ref_500,0.08,0.84,0.05000000000000002
Sys_IMF_ref_500,0.08,0.86,0.04600000000000001
Sys_IMF_ref_500,0.08,0.88,0.042
Sys_IMF_ref_500,0.08,0.9,0.042
Sys_IMF_ref_500,0.08,0.92,0.03
Sys_IMF_ref_500,0.08,0.94,0.019999999999999997
Sys_IMF_ref_500,0.08,0.96,0.018
Sys_IMF_ref_500,0.08,0.98,0.012
Sys_IMF_ref_500,0.08,1.0,0.0
Sys_IMF_ref_500,0.1,0.0,0.9734999999999998
Sys_IMF_ref_500,0.1,0.02,0.9734999999999998
Sys_IMF_ref_500,0.1,0.04,0.9734999999999998
Sys_IMF_ref_500,0.1,0.06,0.9734999999999998
Sys_IMF_ref_500,0.1,0.08,0.9714999999999998
Sys_IMF_ref_500,0.1,0.1,0.9714999999999998
Sys_IMF_ref_500,0.1,0.12,0.9694999999999997
Sys_IMF_ref_500,0.1,0.14,0.9694999999999997
Sys_IMF_ref_500,0.1,0.16,0.9694999999999997
Sys_IMF_ref_500,0.1,0.18,0.9694999999999997
Sys_IMF_ref_500,0.1,0.2,0.9594999999999996
Sys_IMF_ref_500,0.1,0.22,0.9554999999999997
Sys_IMF_ref_500,0.1,0.24,0.9469999999999998
Sys_IMF_ref_500,0.1,0.26,0.9369999999999998
Sys_IMF_ref_500,0.1,0.28,0.9149999999999998
Sys_IMF_ref_500,0.1,0.3,0.8949999999999997
Sys_IMF_ref_500,0.1,0.32,0.7689999999999998
Sys_IMF_ref_500,0.1,0.34,0.7469999999999998
Sys_IMF_ref_500,0.1,0.36,0.7289999999999998
Sys_IMF_ref_500,0.1,0.38,0.7104999999999997
Sys_IMF_ref_500,0.1,0.4,0.6684999999999998
Sys_IMF_ref_500,0.1,0.42,0.6484999999999999
Sys_IMF_ref_500,0.1,0.44,0.6284999999999998
Sys_IMF_ref_500,0.1,0.46,0.5904999999999998
Sys_IMF_ref_500,0.1,0.48,0.5659999999999998
Sys_IMF_ref_500,0.1,0.5,0.5539999999999998
Sys_IMF_ref_500,0.1,0.52,0.5399999999999998
Sys_IMF_ref_500,0.1,0.54,0.5079999999999998
Sys_IMF_ref_500,0.1,0.56,0.4759999999999998
Sys_IMF_ref_500,0.1,0.58,0.43999999999999984
Sys_IMF_ref_500,0.1,0.6,0.39999999999999986
Sys_IMF_ref_500,0.1,0.62,0.36999999999999994
Sys_IMF_ref_500,0.1,0.64,0.3439999999999999
Sys_IMF_ref_500,0.1,0.66,0.31999999999999995
Sys_IMF_ref_500,0.1,0.68,0.2879999999999999
Sys_IMF_ref_500,0.1,0.7,0.24599999999999989
Sys_IMF_ref_500,0.1,0.72,0.21799999999999986
Sys_IMF_ref_500,0.1,0.74,0.16999999999999996
Sys_IMF_ref_500,0.1,0.76,0.12000000000000004
Sys_IMF_ref_500,0.1,0.78,0.094
Sys_IMF_ref_500,0.1,0.8,0.084
Sys_IMF_ref_500,0.1,0.82,0.06600000000000002
Sys_IMF_ref_500,0.1,0.84,0.05000000000000002
Sys_IMF_ref_500,0.1,0.86,0.04600000000000001
Sys_IMF_ref_500,0.1,0.88,0.042
Sys_IMF_ref_500,0.1,0.9,0.042
Sys_IMF_ref_500,0.1,0.92,0.03
Sys_IMF_ref_500,0.1,0.94,0.019999999999999997
Sys_IMF_ref_500,0.1,0.96,0.018
Sys_IMF_ref_500,0.1,0.98,0.012
Sys_IMF_ref_500,0.1,1.0,0.0
Sys_IMF_ref_500,0.12,0.0,0.9734999999999998
Sys_IMF_ref_500,0.12,0.02,0.9734999999999998
Sys_IMF_ref_500,0.12,0.04,0.9734999999999998
Sys_IMF_ref_500,0.12,0.06,0.9734999999999998
Sys_IMF_ref_500,0.12,0.08,0.9714999999999998
Sys_IMF_ref_500,0.12,0.1,0.9714999999999998
Sys_IMF_ref_500,0.12,0.12,0.9694999999999997
Sys_IMF_ref_500,0.12,0.14,0.9694999999999997
Sys_IMF_ref_500,0.12,0.16,0.9694999999999997
Sys_IMF_ref_500,0.12,0.18,0.9694999999999997
Sys_IMF_ref_500,0.12,0.2,0.9594999999999996
Sys_IMF_ref_500,0.12,0.22,0.9554999999999997
Sys_IMF_ref_500,0.12,0.24,0.9469999999999998
Sys_IMF_ref_500,0.12,0.26,0.9369999999999998
Sys_IMF_ref_500,0.12,0.28,0.9149999999999998
Sys_IMF_ref_500,0.12,0.3,0.8949999999999997
Sys_IMF_ref_500,0.12,0.32,0.7689999999999998
Sys_IMF_ref_500,0.12,0.34,0.7469999999999998
Sys_IMF_ref_500,0.12,0.36,0.7289999999999998
Sys_IMF_ref_500,0.12,0.38,0.7104999999999997
Sys_IMF_ref_500,0.12,0.4,0.6684999999999998
Sys_IMF_ref_500,0.12,0.42,0.6484999999999999
Sys_IMF_ref_500,0.12,0.44,0.6284999999999998
Sys_IMF_ref_500,0.12,0.46,0.5904999999999998
Sys_IMF_ref_500,0.12,0.48,0.5659999999999998
Sys_IMF_ref_500,0.12,0.5,0.5539999999999998
Sys_IMF_ref_500,0.12,0.52,0.5399999999999998
Sys_IMF_ref_500,0.12,0.54,0.5079999999999998
Sys_IMF_ref_500,0.12,0.56,0.4759999999999998
Sys_IMF_ref_500,0.12,0.58,0.43999999999999984
Sys_IMF_ref_500,0.12,0.6,0.39999999999999986
Sys_IMF_ref_500,0.12,0.62,0.36999999999999994
Sys_IMF_ref_500,0.12,0.64,0.3439999999999999
Sys_IMF_ref_500,0.12,0.66,0.31999999999999995
Sys_IMF_ref_500,0.12,0.68,0.2879999999999999
Sys_IMF_ref_500,0.12,0.7,0.24599999999999989
Sys_IMF_ref_500,0.12,0.72,0.21799999999999986
Sys_IMF_ref_500,0.12,0.74,0.16999999999999996
Sys_IMF_ref_500,0.12,0.76,0.12000000000000004
Sys_IMF_ref_500,0.12,0.78,0.094
Sys_IMF_ref_500,0.12,0.8,0.084
Sys_IMF_ref_500,0.12,0.82,0.06600000000000002
Sys_IMF_ref_500,0.12,0.84,0.05000000000000002
Sys_IMF_ref_500,0.12,0.86,0.04600000000000001
Sys_IMF_ref_500,0.12,0.88,0.042
Sys_IMF_ref_500,0.12,0.9,0.042
Sys_IMF_ref_500,0.12,0.92,0.03
Sys_IMF_ref_500,0.12,0.94,0.019999999999999997
Sys_IMF_ref_500,0.12,0.96,0.018
Sys_IMF_ref_500,0.12,0.98,0.012
Sys_IMF_ref_500,0.12,1.0,0.0
Sys_IMF_ref_500,0.14,0.0,0.9674999999999997
Sys_IMF_ref_500,0.14,0.02,0.9674999999999997
Sys_IMF_ref_500,0.14,0.04,0.9674999999999997
Sys_IMF_ref_500,0.14,0.06,0.9674999999999997
Sys_IMF_ref_500,0.14,0.08,0.9654999999999997
Sys_IMF_ref_500,0.14,0.1,0.9654999999999997
Sys_IMF_ref_500,0.14,0.12,0.9634999999999997
Sys_IMF_ref_500,0.14,0.14,0.9634999999999997
Sys_IMF_ref_500,0.14,0.16,0.9634999999999997
Sys_IMF_ref_500,0.14,0.18,0.9634999999999997
Sys_IMF_ref_500,0.14,0.2,0.9554999999999997
Sys_IMF_ref_500,0.14,0.22,0.9534999999999997
Sys_IMF_ref_500,0.14,0.24,0.9449999999999998
Sys_IMF_ref_500,0.14,0.26,0.9349999999999998
Sys_IMF_ref_500,0.14,0.28,0.9129999999999998
Sys_IMF_ref_500,0.14,0.3,0.8929999999999997
Sys_IMF_ref_500,0.14,0.32,0.7689999999999998
Sys_IMF_ref_500,0.14,0.34,0.7469999999999998
Sys_IMF_ref_500,0.14,0.36,0.7289999999999998
Sys_IMF_ref_500,0.14,0.38,0.7104999999999997
Sys_IMF_ref_500,0.14,0.4,0.6684999999999998
Sys_IMF_ref_500,0.14,0.42,0.6484999999999999
Sys_IMF_ref_500,0.14,0.44,0.6284999999999998
Sys_IMF_ref_500,0.14,0.46,0.5904999999999998
Sys_IMF_ref_500,0.14,0.48,0.5659999999999998
Sys_IMF_ref_500,0.14,0.5,0.5539999999999998
Sys_IMF_ref_500,0.14,0.52,0.5399999999999998
Sys_IMF_ref_500,0.14,0.54,0.5079999999999998
Sys_IMF_ref_500,0.14,0.56,0.4759999999999998
Sys_IMF_ref_500,0.14,0.58,0.43999999999999984
Sys_IMF_ref_500,0.14,0.6,0.39999999999999986
Sys_IMF_ref_500,0.14,0.62,0.36999999999999994
Sys_IMF_ref_500,0.14,0.64,0.3439999999999999
Sys_IMF_ref_500,0.14,0.66,0.31999999999999995
Sys_IMF_ref_500,0.14,0.68,0.2879999999999999
Sys_IMF_ref_500,0.14,0.7,0.24599999999999989
Sys_IMF_ref_500,0.14,0.72,0.21799999999999986
Sys_IMF_ref_500,0.14,0.74,0.16999999999999996
Sys_IMF_ref_500,0.14,0.76,0.12000000000000004
Sys_IMF_ref_500,0.14,0.78,0.094
Sys_IMF_ref_500,0.14,0.8,0.084
Sys_IMF_ref_500,0.14,0.82,0.06600000000000002
Sys_IMF_ref_500,0.14,0.84,0.05000000000000002
Sys_IMF_ref_500,0.14,0.86,0.04600000000000001
Sys_IMF_ref_500,0.14,0.88,0.042
Sys_IMF_ref_500,0.14,0.9,0.042
Sys_IMF_ref_500,0.14,0.92,0.03
Sys_IMF_ref_500,0.14,0.94,0.019999999999999997
Sys_IMF_ref_500,0.14,0.96,0.018
Sys_IMF_ref_500,0.14,0.98,0.012
Sys_IMF_ref_500,0.14,1.0,0.0
Sys_IMF_ref_500,0.16,0.0,0.9614999999999996
Sys_IMF_ref_500,0.16,0.02,0.9614999999999996
Sys_IMF_ref_500,0.16,0.04,0.9614999999999996
Sys_IMF_ref_500,0.16,0.06,0.9614999999999996
Sys_IMF_ref_500,0.16,0.08,0.9614999999999996
Sys_IMF_ref_500,0.16,0.1,0.9614999999999996
Sys_IMF_ref_500,0.16,0.12,0.9594999999999996
Sys_IMF_ref_500,0.16,0.14,0.9594999999999996
Sys_IMF_ref_500,0.16,0.16,0.9594999999999996
Sys_IMF_ref_500,0.16,0.18,0.9594999999999996
Sys_IMF_ref_500,0.16,0.2,0.9514999999999997
Sys_IMF_ref_500,0.16,0.22,0.9494999999999996
Sys_IMF_ref_500,0.16,0.24,0.9409999999999998
Sys_IMF_ref_500,0.16,0.26,0.9329999999999998
Sys_IMF_ref_500,0.16,0.28,0.9109999999999998
Sys_IMF_ref_500,0.16,0.3,0.8909999999999998
Sys_IMF_ref_500,0.16,0.32,0.7669999999999998
Sys_IMF_ref_500,0.16,0.34,0.7469999999999998
Sys_IMF_ref_500,0.16,0.36,0.7289999999999998
Sys_IMF_ref_500,0.16,0.38,0.7104999999999997
Sys_IMF_ref_500,0.16,0.4,0.6684999999999998
Sys_IMF_ref_500,0.16,0.42,0.6484999999999999
Sys_IMF_ref_500,0.16,0.44,0.6284999999999998
Sys_IMF_ref_500,0.16,0.46,0.5904999999999998
Sys_IMF_ref_500,0.16,0.48,0.5659999999999998
Sys_IMF_ref_500,0.16,0.5,0.5539999999999998
Sys_IMF_ref_500,0.16,0.52,0.5399999999999998
Sys_IMF_ref_500,0.16,0.54,0.5079999999999998
Sys_IMF_ref_500,0.16,0.56,0.4759999999999998
Sys_IMF_ref_500,0.16,0.58,0.43999999999999984
Sys_IMF_ref_500,0.16,0.6,0.39999999999999986
Sys_IMF_ref_500,0.16,0.62,0.36999999999999994
Sys_IMF_ref_500,0.16,0.64,0.3439999999999999
Sys_IMF_ref_500,0.16,0.66,0.31999999999999995
Sys_IMF_ref_500,0.16,0.68,0.2879999999999999
Sys_IMF_ref_500,0.16,0.7,0.24599999999999989
Sys_IMF_ref_500,0.16,0.72,0.21799999999999986
Sys_IMF_ref_500,0.16,0.74,0.16999999999999996
Sys_IMF_ref_500,0.16,0.76,0.12000000000000004
Sys_IMF_ref_500,0.16,0.78,0.094
Sys_IMF_ref_500,0.16,0.8,0.084
Sys_IMF_ref_500,0.16,0.82,0.06600000000000002
Sys_IMF_ref_500,0.16,0.84,0.05000000000000002
Sys_IMF_ref_500,0.16,0.86,0.04600000000000001
Sys_IMF_ref_500,0.16,0.88,0.042
Sys_IMF_ref_500,0.16,0.9,0.042
Sys_IMF_ref_500,0.16,0.92,0.03
Sys_IMF_ref_500,0.16,0.94,0.019999999999999997
Sys_IMF_ref_500,0.16,0.96,0.018
Sys_IMF_ref_500,0.16,0.98,0.012
Sys_IMF_ref_500,0.16,1.0,0.0
Sys_IMF_ref_500,0.18,0.0,0.9614999999999996
Sys_IMF_ref_500,0.18,0.02,0.9614999999999996
Sys_IMF_ref_500,0.18,0.04,0.9614999999999996
Sys_IMF_ref_500,0.18,0.06,0.9614999999999996
Sys_IMF_ref_500,0.18,0.08,0.9614999999999996
Sys_IMF_ref_500,0.18,0.1,0.9614999999999996
Sys_IMF_ref_500,0.18,0.12,0.9594999999999996
Sys_IMF_ref_500,0.18,0.14,0.9594999999999996
Sys_IMF_ref_500,0.18,0.16,0.9594999999999996
Sys_IMF_ref_500,0.18,0.18,0.9594999999999996
Sys_IMF_ref_500,0.18,0.2,0.9514999999999997
Sys_IMF_ref_500,0.18,0.22,0.9494999999999996
Sys_IMF_ref_500,0.18,0.24,0.9409999999999998
Sys_IMF_ref_500,0.18,0.26,0.9329999999999998
Sys_IMF_ref_500,0.18,0.28,0.9109999999999998
Sys_IMF_ref_500,0.18,0.3,0.8909999999999998
Sys_IMF_ref_500,0.18,0.32,0.7669999999999998
Sys_IMF_ref_500,0.18,0.34,0.7469999999999998
