score_type,source_1,source_2,n_common_images,pearson_r,pearson_p,spearman_r,spearman_p,icc_2_1_absolute_agreement,icc_3_1_consistency
alignment_score,Sys_VAR_ref_400_1,Sys_VAR_ref_400_2,400,0.7962,0.0,0.7585,0.0,0.7962,0.7962
alignment_score,Sys_VAR_ref_400_1,Sys_VAR_ref_400_3,400,0.8105,0.0,0.7697,0.0,0.8108,0.8104
alignment_score,Sys_VAR_ref_400_1,User_VAR_400_1,400,0.6366,0.0,0.584,0.0,0.629,0.6321
alignment_score,Sys_VAR_ref_400_1,User_VAR_400_2,400,0.665,0.0,0.6479,0.0,0.6593,0.6599
alignment_score,Sys_VAR_ref_400_1,User_VAR_400_3,400,0.7044,0.0,0.6514,0.0,0.6971,0.699
alignment_score,Sys_VAR_ref_400_2,Sys_VAR_ref_400_3,400,0.8618,0.0,0.7797,0.0,0.8617,0.8615
alignment_score,Sys_VAR_ref_400_2,User_VAR_400_1,400,0.73,0.0,0.6341,0.0,0.7226,0.7243
alignment_score,Sys_VAR_ref_400_2,User_VAR_400_2,400,0.7048,0.0,0.6453,0.0,0.6992,0.699
alignment_score,Sys_VAR_ref_400_2,User_VAR_400_3,400,0.7086,0.0,0.6333,0.0,0.7022,0.7027
alignment_score,Sys_VAR_ref_400_3,User_VAR_400_1,400,0.7512,0.0,0.6574,0.0,0.7443,0.7473
alignment_score,Sys_VAR_ref_400_3,User_VAR_400_2,400,0.6845,0.0,0.6188,0.0,0.6804,0.6806
alignment_score,Sys_VAR_ref_400_3,User_VAR_400_3,400,0.6897,0.0,0.6274,0.0,0.6845,0.6857
alignment_score,User_VAR_400_1,User_VAR_400_2,400,0.8156,0.0,0.8007,0.0,0.8152,0.8156
alignment_score,User_VAR_400_1,User_VAR_400_3,400,0.8255,0.0,0.7914,0.0,0.8256,0.8255
alignment_score,User_VAR_400_2,User_VAR_400_3,400,0.837,0.0,0.8144,0.0,0.8371,0.837
artifact_score,Sys_VAR_ref_400_1,Sys_VAR_ref_400_2,400,0.7007,0.0,0.6957,0.0,0.7005,0.7006
artifact_score,Sys_VAR_ref_400_1,Sys_VAR_ref_400_3,400,0.7023,0.0,0.683,0.0,0.6997,0.7019
artifact_score,Sys_VAR_ref_400_1,User_VAR_400_1,400,0.6551,0.0,0.641,0.0,0.6448,0.6551
artifact_score,Sys_VAR_ref_400_1,User_VAR_400_2,400,0.6424,0.0,0.6283,0.0,0.63,0.6424
artifact_score,Sys_VAR_ref_400_1,User_VAR_400_3,400,0.6528,0.0,0.644,0.0,0.6321,0.6527
artifact_score,Sys_VAR_ref_400_2,Sys_VAR_ref_400_3,400,0.7396,0.0,0.7274,0.0,0.738,0.7384
artifact_score,Sys_VAR_ref_400_2,User_VAR_400_1,400,0.673,0.0,0.6593,0.0,0.6661,0.6725
artifact_score,Sys_VAR_ref_400_2,User_VAR_400_2,400,0.6708,0.0,0.6579,0.0,0.6623,0.6706
artifact_score,Sys_VAR_ref_400_2,User_VAR_400_3,400,0.6385,0.0,0.625,0.0,0.6234,0.6381
artifact_score,Sys_VAR_ref_400_3,User_VAR_400_1,400,0.6633,0.0,0.6481,0.0,0.6609,0.6632
artifact_score,Sys_VAR_ref_400_3,User_VAR_400_2,400,0.6876,0.0,0.6797,0.0,0.6836,0.6873
artifact_score,Sys_VAR_ref_400_3,User_VAR_400_3,400,0.6708,0.0,0.6587,0.0,0.662,0.6707
artifact_score,User_VAR_400_1,User_VAR_400_2,400,0.7641,0.0,0.7522,0.0,0.7644,0.764
artifact_score,User_VAR_400_1,User_VAR_400_3,400,0.746,0.0,0.7299,0.0,0.7444,0.746
artifact_score,User_VAR_400_2,User_VAR_400_3,400,0.787,0.0,0.7786,0.0,0.7861,0.787
