group,score_type,n_common_images,mean_score,std_across_runs (avg per-image std),cv_across_runs (avg per-image CV),icc_2_1 (absolute agreement),icc_3_1 (consistency),avg_pairwise_pearson_r
Sys_VAR_ref_400,alignment_score,400,3.7912,0.3652,0.1436,0.823,0.8228,0.8228
Sys_VAR_ref_400,artifact_score,400,2.8741,0.4548,0.1684,0.7128,0.7137,0.7142
Human_VAR_400,alignment_score,400,3.8863,0.2776,0.1063,0.826,0.8261,0.826
Human_VAR_400,artifact_score,400,3.0675,0.3732,0.1351,0.7649,0.7656,0.7657
