score_type,source,n,mean,median,std,min,max,pct_<=1,pct_1-2,pct_2-3,pct_3-4,pct_4-5,skewness,kurtosis
alignment_score,Human (3人平均),400,3.8863,4.38,1.3541,0.0,5.0,6.0,5.0,9.75,17.0,62.25,-1.4212,1.2324
alignment_score,Sys_VAR_ref_400 (3次平均),400,3.7912,4.285,1.2016,0.0,5.0,3.75,7.25,10.75,17.75,60.5,-1.3442,1.008
authenticity_score,Human (3人平均),400,3.0675,3.0,1.0372,0.6667,5.0,5.75,16.5,29.25,37.5,11.0,-0.2466,-0.683
authenticity_score,Sys_VAR_ref_400 (3次平均),400,2.8741,2.95,1.0085,0.5667,5.0,1.0,25.75,26.25,33.5,13.5,-0.0072,-0.9081
