score_type,system_group,system_mean,human_mean,mean_diff (sys-human),median_diff (sys-human),pct_sys_higher (%),pct_sys_lower (%),pearson_r (avg-vs-avg),spearman_r (avg-vs-avg),icc_2_1 (avg-vs-avg),icc_3_1 (avg-vs-avg)
alignment_score,Sys_VAR_ref_400,3.7912,3.8863,-0.0951,-0.16,32.75,65.75,0.7896,0.745,0.7823,0.784
artifact_score,Sys_VAR_ref_400,2.8741,3.0675,-0.1934,-0.1667,37.75,61.75,0.8007,0.7897,0.7867,0.8003
