source,class_id,alignment_norm,artifact_norm,composite_product,composite_harmonic
User_JiTfdloss_2,116,1.0,0.96,0.96,0.98
User_JiTfdloss_2,118,0.77,0.6,0.47,0.66
User_JiTfdloss_2,129,0.73,0.56,0.45,0.63
User_JiTfdloss_2,144,0.93,0.52,0.49,0.66
User_JiTfdloss_2,147,1.0,0.76,0.76,0.85
User_JiTfdloss_2,150,0.88,0.56,0.48,0.65
User_JiTfdloss_2,156,0.91,0.64,0.61,0.75
User_JiTfdloss_2,159,0.81,0.48,0.39,0.57
User_JiTfdloss_2,281,1.0,0.64,0.64,0.77
User_JiTfdloss_2,300,0.95,0.92,0.88,0.93
User_JiTfdloss_2,322,0.91,0.8,0.77,0.85
User_JiTfdloss_2,330,0.8,0.56,0.46,0.65
User_JiTfdloss_2,333,0.93,0.56,0.53,0.7
User_JiTfdloss_2,339,0.64,0.52,0.39,0.53
User_JiTfdloss_2,347,1.0,0.72,0.72,0.83
User_JiTfdloss_2,356,0.82,0.68,0.57,0.73
User_JiTfdloss_2,365,0.85,0.6,0.5,0.69
User_JiTfdloss_2,370,0.93,0.68,0.63,0.77
User_JiTfdloss_2,389,0.4,0.72,0.35,0.49
User_JiTfdloss_2,392,0.97,0.72,0.69,0.81
User_JiTfdloss_2,394,0.79,0.72,0.6,0.74
User_JiTfdloss_2,396,0.97,0.84,0.82,0.9
User_JiTfdloss_2,400,0.76,0.56,0.46,0.58
User_JiTfdloss_2,405,0.75,0.68,0.5,0.65
User_JiTfdloss_2,406,0.76,0.6,0.49,0.66
User_JiTfdloss_2,413,0.8,0.56,0.51,0.64
User_JiTfdloss_2,415,0.8,0.68,0.56,0.72
User_JiTfdloss_2,419,0.95,0.68,0.65,0.78
User_JiTfdloss_2,421,0.93,0.76,0.72,0.84
User_JiTfdloss_2,426,0.6,0.44,0.26,0.5
User_JiTfdloss_2,429,0.98,0.68,0.67,0.79
User_JiTfdloss_2,432,0.88,0.68,0.61,0.76
User_JiTfdloss_2,443,0.95,0.84,0.8,0.89
User_JiTfdloss_2,446,0.78,0.6,0.47,0.68
User_JiTfdloss_2,453,0.73,0.64,0.51,0.67
User_JiTfdloss_2,461,0.93,0.72,0.67,0.79
User_JiTfdloss_2,477,0.73,0.6,0.44,0.65
User_JiTfdloss_2,479,0.81,0.68,0.55,0.73
User_JiTfdloss_2,481,0.7,0.56,0.4,0.61
User_JiTfdloss_2,488,0.98,0.84,0.83,0.9
User_JiTfdloss_2,499,0.84,0.44,0.41,0.56
User_JiTfdloss_2,529,0.63,0.32,0.21,0.41
User_JiTfdloss_2,535,0.72,0.64,0.48,0.68
User_JiTfdloss_2,554,0.3,0.4,0.12,0.2
User_JiTfdloss_2,567,0.98,0.72,0.71,0.83
User_JiTfdloss_2,575,0.98,0.64,0.62,0.75
User_JiTfdloss_2,585,0.25,0.44,0.18,0.26
User_JiTfdloss_2,590,0.76,0.48,0.38,0.58
User_JiTfdloss_2,605,0.78,0.56,0.45,0.64
User_JiTfdloss_2,606,0.76,0.72,0.55,0.72
User_JiTfdloss_2,626,0.76,0.56,0.45,0.57
User_JiTfdloss_2,632,0.77,0.64,0.52,0.7
User_JiTfdloss_2,633,0.74,0.64,0.51,0.68
User_JiTfdloss_2,634,0.66,0.56,0.4,0.58
User_JiTfdloss_2,645,0.81,0.44,0.36,0.54
User_JiTfdloss_2,654,1.0,0.6,0.6,0.74
User_JiTfdloss_2,679,0.65,0.64,0.45,0.63
User_JiTfdloss_2,687,1.0,0.84,0.84,0.91
User_JiTfdloss_2,730,0.75,0.52,0.42,0.59
User_JiTfdloss_2,743,0.8,0.72,0.61,0.73
User_JiTfdloss_2,746,0.67,0.44,0.34,0.51
User_JiTfdloss_2,755,0.98,0.96,0.94,0.97
User_JiTfdloss_2,756,0.47,0.56,0.29,0.44
User_JiTfdloss_2,806,0.9,0.68,0.61,0.76
User_JiTfdloss_2,810,0.75,0.56,0.46,0.62
User_JiTfdloss_2,819,0.97,0.56,0.53,0.68
User_JiTfdloss_2,836,0.06,0.52,0.04,0.1
User_JiTfdloss_2,903,0.83,0.52,0.45,0.63
User_JiTfdloss_2,917,0.56,0.32,0.17,0.37
User_JiTfdloss_2,919,0.49,0.32,0.15,0.36
User_JiTfdloss_2,920,0.82,0.68,0.59,0.73
User_JiTfdloss_2,922,0.52,0.44,0.23,0.39
User_JiTfdloss_2,928,0.9,0.72,0.66,0.8
User_JiTfdloss_2,931,1.0,0.76,0.76,0.84
User_JiTfdloss_2,943,0.7,0.56,0.45,0.59
User_JiTfdloss_2,952,1.0,0.8,0.8,0.87
User_JiTfdloss_2,960,0.95,0.48,0.46,0.63
User_JiTfdloss_2,962,1.0,0.68,0.68,0.8
User_JiTfdloss_2,968,0.97,0.84,0.82,0.9
User_JiTfdloss_2,971,0.98,0.64,0.62,0.76
User_JiTfdloss_2,972,0.93,0.72,0.68,0.8
User_JiTfdloss_2,981,0.82,0.48,0.39,0.59
User_JiTfdloss_2,982,0.75,0.36,0.3,0.45
User_JiTfdloss_2,983,0.81,0.48,0.4,0.6
User_JiTfdloss_2,985,0.76,0.8,0.62,0.77
User_JiTfdloss_2,991,0.9,0.8,0.72,0.84
User_JiTfdloss_2,999,0.62,0.56,0.39,0.54
User_JiTfdloss_3,4,1.0,0.72,0.72,0.83
User_JiTfdloss_3,7,0.91,0.56,0.51,0.67
User_JiTfdloss_3,10,0.89,0.72,0.66,0.79
User_JiTfdloss_3,25,1.0,0.84,0.84,0.91
User_JiTfdloss_3,35,0.96,0.72,0.7,0.81
User_JiTfdloss_3,39,0.95,0.68,0.66,0.77
User_JiTfdloss_3,49,0.95,0.72,0.69,0.81
User_JiTfdloss_3,51,0.71,0.72,0.51,0.67
User_JiTfdloss_3,52,0.74,0.8,0.61,0.75
User_JiTfdloss_3,64,0.89,0.68,0.61,0.76
User_JiTfdloss_3,80,0.96,0.6,0.59,0.72
User_JiTfdloss_3,97,1.0,0.84,0.84,0.91
User_JiTfdloss_3,106,1.0,0.6,0.6,0.73
User_JiTfdloss_3,116,1.0,1.0,1.0,1.0
User_JiTfdloss_3,118,0.76,0.64,0.49,0.67
User_JiTfdloss_3,129,0.73,0.64,0.5,0.67
User_JiTfdloss_3,144,0.9,0.64,0.58,0.75
User_JiTfdloss_3,147,1.0,0.8,0.8,0.89
User_JiTfdloss_3,150,0.94,0.68,0.65,0.79
User_JiTfdloss_3,156,0.97,0.72,0.7,0.82
User_JiTfdloss_3,159,0.8,0.52,0.42,0.59
User_JiTfdloss_3,281,1.0,0.64,0.64,0.77
User_JiTfdloss_3,300,0.92,0.92,0.86,0.92
User_JiTfdloss_3,322,0.91,0.64,0.61,0.74
User_JiTfdloss_3,330,0.8,0.6,0.49,0.67
User_JiTfdloss_3,333,0.93,0.68,0.64,0.78
User_JiTfdloss_3,339,0.56,0.56,0.35,0.46
User_JiTfdloss_3,347,1.0,0.72,0.72,0.83
User_JiTfdloss_3,356,0.82,0.68,0.57,0.73
User_JiTfdloss_3,365,0.86,0.72,0.62,0.77
User_JiTfdloss_3,370,0.9,0.76,0.68,0.81
User_JiTfdloss_3,389,0.33,0.6,0.24,0.4
User_JiTfdloss_3,392,0.94,0.72,0.67,0.8
User_JiTfdloss_3,394,0.91,0.68,0.63,0.76
User_JiTfdloss_3,396,0.97,0.84,0.82,0.9
User_JiTfdloss_3,400,0.87,0.6,0.54,0.69
User_JiTfdloss_3,405,0.78,0.68,0.55,0.69
User_JiTfdloss_3,406,0.78,0.68,0.53,0.7
User_JiTfdloss_3,413,0.8,0.52,0.47,0.61
User_JiTfdloss_3,415,0.77,0.64,0.52,0.69
User_JiTfdloss_3,419,0.83,0.56,0.45,0.63
User_JiTfdloss_3,421,0.84,0.76,0.65,0.8
User_JiTfdloss_3,426,0.6,0.44,0.26,0.5
User_JiTfdloss_3,429,0.95,0.8,0.76,0.87
User_JiTfdloss_3,432,0.9,0.56,0.54,0.68
User_JiTfdloss_3,443,0.95,0.84,0.8,0.89
User_JiTfdloss_3,446,0.79,0.6,0.48,0.66
User_JiTfdloss_3,453,0.75,0.6,0.47,0.66
User_JiTfdloss_3,461,0.76,0.76,0.6,0.67
User_JiTfdloss_3,477,0.6,0.6,0.33,0.49
User_JiTfdloss_3,479,0.89,0.68,0.62,0.76
User_JiTfdloss_3,481,0.73,0.6,0.44,0.64
User_JiTfdloss_3,488,1.0,0.84,0.84,0.91
User_JiTfdloss_3,499,0.61,0.56,0.37,0.53
User_JiTfdloss_3,529,0.78,0.44,0.35,0.54
User_JiTfdloss_3,535,0.71,0.72,0.51,0.71
User_JiTfdloss_3,554,0.2,0.4,0.08,0.11
User_JiTfdloss_3,567,0.98,0.72,0.71,0.83
User_JiTfdloss_3,575,0.98,0.68,0.66,0.79
User_JiTfdloss_3,585,0.25,0.44,0.18,0.26
User_JiTfdloss_3,590,0.72,0.44,0.32,0.54
User_JiTfdloss_3,605,0.77,0.56,0.45,0.64
User_JiTfdloss_3,606,0.65,0.6,0.41,0.6
User_JiTfdloss_3,626,0.81,0.52,0.44,0.61
User_JiTfdloss_3,632,0.87,0.64,0.56,0.73
User_JiTfdloss_3,633,0.78,0.68,0.58,0.72
User_JiTfdloss_3,634,0.66,0.56,0.4,0.61
User_JiTfdloss_3,645,0.84,0.52,0.44,0.63
User_JiTfdloss_3,654,0.98,0.52,0.51,0.66
User_JiTfdloss_3,679,0.68,0.56,0.41,0.61
User_JiTfdloss_3,687,1.0,0.88,0.88,0.93
User_JiTfdloss_3,730,0.76,0.48,0.38,0.58
User_JiTfdloss_3,743,0.72,0.76,0.57,0.69
User_JiTfdloss_3,746,0.61,0.6,0.4,0.58
User_JiTfdloss_3,755,0.98,0.88,0.86,0.92
User_JiTfdloss_3,756,0.56,0.56,0.35,0.54
User_JiTfdloss_3,806,0.88,0.8,0.7,0.84
User_JiTfdloss_3,810,0.73,0.44,0.31,0.5
User_JiTfdloss_3,819,0.94,0.52,0.48,0.65
User_JiTfdloss_3,836,0.03,0.6,0.02,0.05
User_JiTfdloss_3,903,0.86,0.56,0.5,0.66
User_JiTfdloss_3,917,0.56,0.4,0.21,0.42
User_JiTfdloss_3,919,0.49,0.24,0.12,0.31
User_JiTfdloss_3,920,0.82,0.6,0.52,0.67
User_JiTfdloss_3,922,0.73,0.36,0.27,0.47
User_JiTfdloss_3,928,0.84,0.72,0.63,0.77
User_JiTfdloss_3,931,1.0,0.84,0.84,0.91
User_JiTfdloss_3,943,0.72,0.72,0.49,0.61
User_JiTfdloss_3,952,1.0,0.84,0.84,0.89
User_JiTfdloss_3,960,0.95,0.56,0.54,0.69
User_JiTfdloss_3,962,1.0,0.68,0.68,0.8
User_JiTfdloss_3,968,0.97,0.8,0.79,0.86
User_JiTfdloss_3,971,0.98,0.76,0.74,0.85
User_JiTfdloss_3,972,0.91,0.64,0.62,0.73
User_JiTfdloss_3,981,0.78,0.44,0.35,0.55
User_JiTfdloss_3,982,0.6,0.4,0.24,0.33
User_JiTfdloss_3,983,0.86,0.52,0.45,0.64
User_JiTfdloss_3,985,0.72,0.84,0.62,0.76
User_JiTfdloss_3,991,0.89,0.76,0.68,0.81
User_JiTfdloss_3,999,0.62,0.52,0.39,0.53
