class_id,total_images,num_batches,mean_vendi_score,std_vendi_score,se_vendi_score,ci95_low,ci95_high,min_vendi_score,max_vendi_score
756,1300,26,13.818400419675386,1.5839937382649742,0.31064673003161103,13.178611502888538,14.458189336462235,11.111472129821777,17.85879135131836
806,1300,26,9.406757281376766,1.0403678517091992,0.20403292219922353,8.98654361207655,9.826970950676982,7.686193466186523,11.276042938232422
810,1045,20,9.971599435806274,1.0414165600274392,0.23286782211153442,9.484201482629157,10.458997388983391,8.250018119812012,11.682507514953613
819,1300,26,18.06267870389498,1.60861600769095,0.31547555434976443,17.412944637260424,18.71241277052954,15.735431671142578,21.04110336303711
836,1300,26,19.188559238727276,2.336740950936233,0.458272604116739,18.244729142878203,20.13238933457635,15.771262168884277,26.019941329956055
903,1300,26,23.071598052978516,1.6632846395615482,0.32619695514551833,22.399782848065584,23.743413257891447,19.950918197631836,25.70147705078125
917,1300,26,20.560004234313965,1.7914800243589006,0.3513381385545274,19.836409792908334,21.283598675719595,16.6411190032959,23.146310806274414
919,1300,26,14.17744493484497,2.1471741674672367,0.4210954991922224,13.310182519867693,15.044707349822248,9.927781105041504,19.409915924072266
920,1300,26,14.769502236292912,1.592150940934951,0.31224648909278574,14.126418554044458,15.412585918541366,11.090266227722168,17.84791374206543
922,1300,26,17.386143390948956,1.6752493642472255,0.32854343070886577,16.709495529150214,18.062791252747697,14.343948364257812,20.545909881591797
928,1300,26,20.097776633042557,1.5327476064786447,0.300596536724894,19.478686476833516,20.716866789251597,17.35361671447754,22.916404724121094
931,1300,26,11.34538092980018,1.5852005759022505,0.3108834103647729,10.705104560742507,11.985657298857854,8.966994285583496,14.306672096252441
943,1300,26,16.78773755293626,1.867440290637025,0.3662351724010605,16.033462096002026,17.542013009870494,12.236045837402344,21.043258666992188
952,1300,26,14.131416174081656,1.570672583211411,0.3080342365869297,13.497007788262943,14.765824559900368,10.024226188659668,17.370243072509766
960,1300,26,24.32878538278433,1.3683606454839103,0.2683576012674953,23.776092557049523,24.881478208519134,22.101720809936523,27.334688186645508
962,1300,26,19.55589169722337,1.2939216906979067,0.25375892115113824,19.033265416007517,20.078517978439223,17.192514419555664,21.774578094482422
968,1300,26,26.347947340745193,1.9531238591441962,0.38303910270153474,25.559063541519354,27.136831139971033,22.097652435302734,29.683019638061523
971,1300,26,10.259574449979342,1.3528667763449773,0.26531900353363097,9.71313973342374,10.806009166534944,7.973613739013672,13.198676109313965
972,1300,26,24.306313074552097,1.7579425792176533,0.3447609044310171,23.596264700394322,25.016361448709873,21.597558975219727,27.10687255859375
981,1300,26,9.848330827859732,0.9384559092138971,0.18404634591262,9.469280282959321,10.227381372760142,8.580488204956055,11.976492881774902
982,1300,26,14.261689442854662,1.4387816735208023,0.2821683011185483,13.68055294833611,14.842825937373213,11.140543937683105,17.323680877685547
983,1300,26,9.067795588419987,0.8011223729187156,0.1571130235495495,8.744215259280052,9.391375917559921,7.358120918273926,10.411776542663574
985,1300,26,17.421581488389236,1.3951252295383463,0.27360656805083233,16.858078213202027,17.985084763576445,14.623485565185547,20.26258659362793
991,1300,26,6.115458946961623,0.9477695174217325,0.18587289475853197,5.73264655429457,6.498271339628676,4.387131690979004,8.105432510375977
999,1300,26,15.036017637986403,1.9291139793005725,0.37833037786147106,14.25683163910298,15.815203636869825,12.218636512756348,19.775558471679688
MEAN_OF_CLASSES,,,13.190322623528694,5.9086437179895155,0.5908643717989516,12.017919520916754,14.362725726140633,3.688651653436514,26.917688369750977
