total_images,per_class,alignment_norm_sys_mean,alignment_norm_sys_std,alignment_norm_user_mean,alignment_norm_user_std,alignment_norm_sys_icc,alignment_norm_user_icc,authenticity_norm_sys_mean,authenticity_norm_sys_std,authenticity_norm_user_mean,authenticity_norm_user_std,authenticity_norm_sys_icc,authenticity_norm_user_icc,composite_product_sys_mean,composite_product_sys_std,composite_product_user_mean,composite_product_user_std,composite_product_sys_icc,composite_product_user_icc
200,2,0.7635,0.00691592365487071,0.7875666666666667,0.006379132647416403,0.8745004249529503,0.8115011093571597,0.5823,0.006415605972938174,0.6216666666666667,0.001527525231651948,0.6891137848431075,0.6993895499224005,0.4734333333333334,0.003547299442298797,0.5172666666666667,0.004808672720547065,0.7568930683111383,0.8024490668462602
400,4,0.7581333333333333,0.0038527046776690712,0.7775,0.006599999999999995,0.8230176733100645,0.8259898856558077,0.5749666666666667,0.010002666311205848,0.6135,0.008888194417315597,0.7127874940337903,0.7648603910096512,0.4671,0.0075716576784743755,0.5065,0.006808817812219681,0.7711011107495526,0.8392124576546679
500,5,0.7580333333333332,0.009157146571576394,0.7839333333333333,0.007550055187436279,0.8202014312244901,0.8207130942340392,0.5655666666666667,0.007646131919691988,0.6090666666666666,0.005675679107678063,0.7043174479741969,0.7369665566185714,0.4574666666666667,0.009392727683337454,0.5014666666666666,0.0053078558131635055,0.7688513103782678,0.8151486450062245
600,6,0.7587333333333333,0.0038423083339749723,0.7829333333333334,0.007881835657594843,0.8215561821512934,0.8359843276505152,0.5618666666666666,0.007703462424996509,0.6095666666666667,0.008558231904624552,0.7351722072138674,0.7537922921801479,0.45713333333333334,0.007221034090304044,0.5054,0.0026664583251946763,0.7936602484950989,0.836469892072176
800,8,0.7647333333333334,0.0036896250938724504,0.7885333333333332,0.0054848275573014275,0.8153273924616312,0.8171413040825145,0.5618333333333333,0.007921068951431593,0.6085333333333333,0.005936609582357029,0.729040395574336,0.7528162844420097,0.45726666666666665,0.007165426249242501,0.5058,0.004355456348076543,0.78092849585494,0.8285716403195316
1000,10,0.7648333333333334,0.0031134118476894923,0.7863666666666668,0.006625959050079728,0.8117553978525871,0.8100169411518043,0.5633,0.008345058418010056,0.6097333333333333,0.006986653944008772,0.7215652822557479,0.7444942425026081,0.45916666666666667,0.006929165413910477,0.5059333333333333,0.005558177159225262,0.7745213943479597,0.8188353226777659
