group,alignment_threshold,authenticity_threshold,probability
Sys_VAR_ref_200,0.02,0.88,0.06
Sys_VAR_ref_200,0.02,0.9,0.05
Sys_VAR_ref_200,0.02,0.92,0.045
Sys_VAR_ref_200,0.02,0.94,0.04
Sys_VAR_ref_200,0.02,0.96,0.04
Sys_VAR_ref_200,0.02,0.98,0.03
Sys_VAR_ref_200,0.02,1.0,0.0
Sys_VAR_ref_200,0.04,0.0,0.97
Sys_VAR_ref_200,0.04,0.02,0.97
Sys_VAR_ref_200,0.04,0.04,0.97
Sys_VAR_ref_200,0.04,0.06,0.97
Sys_VAR_ref_200,0.04,0.08,0.97
Sys_VAR_ref_200,0.04,0.1,0.97
Sys_VAR_ref_200,0.04,0.12,0.97
Sys_VAR_ref_200,0.04,0.14,0.97
Sys_VAR_ref_200,0.04,0.16,0.97
Sys_VAR_ref_200,0.04,0.18,0.97
Sys_VAR_ref_200,0.04,0.2,0.965
Sys_VAR_ref_200,0.04,0.22,0.955
Sys_VAR_ref_200,0.04,0.24,0.955
Sys_VAR_ref_200,0.04,0.26,0.945
Sys_VAR_ref_200,0.04,0.28,0.93
Sys_VAR_ref_200,0.04,0.3,0.93
Sys_VAR_ref_200,0.04,0.32,0.845
Sys_VAR_ref_200,0.04,0.34,0.83
Sys_VAR_ref_200,0.04,0.36,0.825
Sys_VAR_ref_200,0.04,0.38,0.795
Sys_VAR_ref_200,0.04,0.4,0.785
Sys_VAR_ref_200,0.04,0.42,0.74
Sys_VAR_ref_200,0.04,0.44,0.72
Sys_VAR_ref_200,0.04,0.46,0.705
Sys_VAR_ref_200,0.04,0.48,0.67
Sys_VAR_ref_200,0.04,0.5,0.66
Sys_VAR_ref_200,0.04,0.52,0.64
Sys_VAR_ref_200,0.04,0.54,0.595
Sys_VAR_ref_200,0.04,0.56,0.57
Sys_VAR_ref_200,0.04,0.58,0.53
Sys_VAR_ref_200,0.04,0.6,0.48
Sys_VAR_ref_200,0.04,0.62,0.45
Sys_VAR_ref_200,0.04,0.64,0.4
Sys_VAR_ref_200,0.04,0.66,0.39
Sys_VAR_ref_200,0.04,0.68,0.35
Sys_VAR_ref_200,0.04,0.7,0.325
Sys_VAR_ref_200,0.04,0.72,0.285
Sys_VAR_ref_200,0.04,0.74,0.25
Sys_VAR_ref_200,0.04,0.76,0.195
Sys_VAR_ref_200,0.04,0.78,0.155
Sys_VAR_ref_200,0.04,0.8,0.135
Sys_VAR_ref_200,0.04,0.82,0.105
Sys_VAR_ref_200,0.04,0.84,0.075
Sys_VAR_ref_200,0.04,0.86,0.06
Sys_VAR_ref_200,0.04,0.88,0.06
Sys_VAR_ref_200,0.04,0.9,0.05
Sys_VAR_ref_200,0.04,0.92,0.045
Sys_VAR_ref_200,0.04,0.94,0.04
Sys_VAR_ref_200,0.04,0.96,0.04
Sys_VAR_ref_200,0.04,0.98,0.03
Sys_VAR_ref_200,0.04,1.0,0.0
Sys_VAR_ref_200,0.06,0.0,0.97
Sys_VAR_ref_200,0.06,0.02,0.97
Sys_VAR_ref_200,0.06,0.04,0.97
Sys_VAR_ref_200,0.06,0.06,0.97
Sys_VAR_ref_200,0.06,0.08,0.97
Sys_VAR_ref_200,0.06,0.1,0.97
Sys_VAR_ref_200,0.06,0.12,0.97
Sys_VAR_ref_200,0.06,0.14,0.97
Sys_VAR_ref_200,0.06,0.16,0.97
Sys_VAR_ref_200,0.06,0.18,0.97
Sys_VAR_ref_200,0.06,0.2,0.965
Sys_VAR_ref_200,0.06,0.22,0.955
Sys_VAR_ref_200,0.06,0.24,0.955
Sys_VAR_ref_200,0.06,0.26,0.945
Sys_VAR_ref_200,0.06,0.28,0.93
Sys_VAR_ref_200,0.06,0.3,0.93
Sys_VAR_ref_200,0.06,0.32,0.845
Sys_VAR_ref_200,0.06,0.34,0.83
Sys_VAR_ref_200,0.06,0.36,0.825
Sys_VAR_ref_200,0.06,0.38,0.795
Sys_VAR_ref_200,0.06,0.4,0.785
Sys_VAR_ref_200,0.06,0.42,0.74
Sys_VAR_ref_200,0.06,0.44,0.72
Sys_VAR_ref_200,0.06,0.46,0.705
Sys_VAR_ref_200,0.06,0.48,0.67
Sys_VAR_ref_200,0.06,0.5,0.66
Sys_VAR_ref_200,0.06,0.52,0.64
Sys_VAR_ref_200,0.06,0.54,0.595
Sys_VAR_ref_200,0.06,0.56,0.57
Sys_VAR_ref_200,0.06,0.58,0.53
Sys_VAR_ref_200,0.06,0.6,0.48
Sys_VAR_ref_200,0.06,0.62,0.45
Sys_VAR_ref_200,0.06,0.64,0.4
Sys_VAR_ref_200,0.06,0.66,0.39
Sys_VAR_ref_200,0.06,0.68,0.35
Sys_VAR_ref_200,0.06,0.7,0.325
Sys_VAR_ref_200,0.06,0.72,0.285
Sys_VAR_ref_200,0.06,0.74,0.25
Sys_VAR_ref_200,0.06,0.76,0.195
Sys_VAR_ref_200,0.06,0.78,0.155
Sys_VAR_ref_200,0.06,0.8,0.135
Sys_VAR_ref_200,0.06,0.82,0.105
Sys_VAR_ref_200,0.06,0.84,0.075
Sys_VAR_ref_200,0.06,0.86,0.06
Sys_VAR_ref_200,0.06,0.88,0.06
Sys_VAR_ref_200,0.06,0.9,0.05
Sys_VAR_ref_200,0.06,0.92,0.045
Sys_VAR_ref_200,0.06,0.94,0.04
Sys_VAR_ref_200,0.06,0.96,0.04
Sys_VAR_ref_200,0.06,0.98,0.03
Sys_VAR_ref_200,0.06,1.0,0.0
Sys_VAR_ref_200,0.08,0.0,0.97
Sys_VAR_ref_200,0.08,0.02,0.97
Sys_VAR_ref_200,0.08,0.04,0.97
Sys_VAR_ref_200,0.08,0.06,0.97
Sys_VAR_ref_200,0.08,0.08,0.97
Sys_VAR_ref_200,0.08,0.1,0.97
Sys_VAR_ref_200,0.08,0.12,0.97
Sys_VAR_ref_200,0.08,0.14,0.97
Sys_VAR_ref_200,0.08,0.16,0.97
Sys_VAR_ref_200,0.08,0.18,0.97
Sys_VAR_ref_200,0.08,0.2,0.965
Sys_VAR_ref_200,0.08,0.22,0.955
Sys_VAR_ref_200,0.08,0.24,0.955
Sys_VAR_ref_200,0.08,0.26,0.945
Sys_VAR_ref_200,0.08,0.28,0.93
Sys_VAR_ref_200,0.08,0.3,0.93
Sys_VAR_ref_200,0.08,0.32,0.845
Sys_VAR_ref_200,0.08,0.34,0.83
Sys_VAR_ref_200,0.08,0.36,0.825
Sys_VAR_ref_200,0.08,0.38,0.795
Sys_VAR_ref_200,0.08,0.4,0.785
Sys_VAR_ref_200,0.08,0.42,0.74
Sys_VAR_ref_200,0.08,0.44,0.72
Sys_VAR_ref_200,0.08,0.46,0.705
Sys_VAR_ref_200,0.08,0.48,0.67
Sys_VAR_ref_200,0.08,0.5,0.66
Sys_VAR_ref_200,0.08,0.52,0.64
Sys_VAR_ref_200,0.08,0.54,0.595
Sys_VAR_ref_200,0.08,0.56,0.57
Sys_VAR_ref_200,0.08,0.58,0.53
Sys_VAR_ref_200,0.08,0.6,0.48
Sys_VAR_ref_200,0.08,0.62,0.45
Sys_VAR_ref_200,0.08,0.64,0.4
Sys_VAR_ref_200,0.08,0.66,0.39
Sys_VAR_ref_200,0.08,0.68,0.35
Sys_VAR_ref_200,0.08,0.7,0.325
Sys_VAR_ref_200,0.08,0.72,0.285
Sys_VAR_ref_200,0.08,0.74,0.25
Sys_VAR_ref_200,0.08,0.76,0.195
Sys_VAR_ref_200,0.08,0.78,0.155
Sys_VAR_ref_200,0.08,0.8,0.135
Sys_VAR_ref_200,0.08,0.82,0.105
Sys_VAR_ref_200,0.08,0.84,0.075
Sys_VAR_ref_200,0.08,0.86,0.06
Sys_VAR_ref_200,0.08,0.88,0.06
Sys_VAR_ref_200,0.08,0.9,0.05
Sys_VAR_ref_200,0.08,0.92,0.045
Sys_VAR_ref_200,0.08,0.94,0.04
Sys_VAR_ref_200,0.08,0.96,0.04
Sys_VAR_ref_200,0.08,0.98,0.03
Sys_VAR_ref_200,0.08,1.0,0.0
Sys_VAR_ref_200,0.1,0.0,0.96
Sys_VAR_ref_200,0.1,0.02,0.96
Sys_VAR_ref_200,0.1,0.04,0.96
Sys_VAR_ref_200,0.1,0.06,0.96
Sys_VAR_ref_200,0.1,0.08,0.96
Sys_VAR_ref_200,0.1,0.1,0.96
Sys_VAR_ref_200,0.1,0.12,0.96
Sys_VAR_ref_200,0.1,0.14,0.96
Sys_VAR_ref_200,0.1,0.16,0.96
Sys_VAR_ref_200,0.1,0.18,0.96
Sys_VAR_ref_200,0.1,0.2,0.955
Sys_VAR_ref_200,0.1,0.22,0.945
Sys_VAR_ref_200,0.1,0.24,0.945
Sys_VAR_ref_200,0.1,0.26,0.935
Sys_VAR_ref_200,0.1,0.28,0.925
Sys_VAR_ref_200,0.1,0.3,0.925
Sys_VAR_ref_200,0.1,0.32,0.84
Sys_VAR_ref_200,0.1,0.34,0.825
Sys_VAR_ref_200,0.1,0.36,0.82
Sys_VAR_ref_200,0.1,0.38,0.79
Sys_VAR_ref_200,0.1,0.4,0.78
Sys_VAR_ref_200,0.1,0.42,0.735
Sys_VAR_ref_200,0.1,0.44,0.715
Sys_VAR_ref_200,0.1,0.46,0.7
Sys_VAR_ref_200,0.1,0.48,0.665
Sys_VAR_ref_200,0.1,0.5,0.655
Sys_VAR_ref_200,0.1,0.52,0.635
Sys_VAR_ref_200,0.1,0.54,0.59
Sys_VAR_ref_200,0.1,0.56,0.565
Sys_VAR_ref_200,0.1,0.58,0.525
Sys_VAR_ref_200,0.1,0.6,0.475
Sys_VAR_ref_200,0.1,0.62,0.445
Sys_VAR_ref_200,0.1,0.64,0.395
Sys_VAR_ref_200,0.1,0.66,0.385
Sys_VAR_ref_200,0.1,0.68,0.35
Sys_VAR_ref_200,0.1,0.7,0.325
Sys_VAR_ref_200,0.1,0.72,0.285
Sys_VAR_ref_200,0.1,0.74,0.25
Sys_VAR_ref_200,0.1,0.76,0.195
Sys_VAR_ref_200,0.1,0.78,0.155
Sys_VAR_ref_200,0.1,0.8,0.135
Sys_VAR_ref_200,0.1,0.82,0.105
Sys_VAR_ref_200,0.1,0.84,0.075
Sys_VAR_ref_200,0.1,0.86,0.06
Sys_VAR_ref_200,0.1,0.88,0.06
Sys_VAR_ref_200,0.1,0.9,0.05
Sys_VAR_ref_200,0.1,0.92,0.045
Sys_VAR_ref_200,0.1,0.94,0.04
Sys_VAR_ref_200,0.1,0.96,0.04
Sys_VAR_ref_200,0.1,0.98,0.03
Sys_VAR_ref_200,0.1,1.0,0.0
Sys_VAR_ref_200,0.12,0.0,0.96
Sys_VAR_ref_200,0.12,0.02,0.96
Sys_VAR_ref_200,0.12,0.04,0.96
Sys_VAR_ref_200,0.12,0.06,0.96
Sys_VAR_ref_200,0.12,0.08,0.96
Sys_VAR_ref_200,0.12,0.1,0.96
Sys_VAR_ref_200,0.12,0.12,0.96
Sys_VAR_ref_200,0.12,0.14,0.96
Sys_VAR_ref_200,0.12,0.16,0.96
Sys_VAR_ref_200,0.12,0.18,0.96
Sys_VAR_ref_200,0.12,0.2,0.955
Sys_VAR_ref_200,0.12,0.22,0.945
Sys_VAR_ref_200,0.12,0.24,0.945
Sys_VAR_ref_200,0.12,0.26,0.935
Sys_VAR_ref_200,0.12,0.28,0.925
Sys_VAR_ref_200,0.12,0.3,0.925
Sys_VAR_ref_200,0.12,0.32,0.84
Sys_VAR_ref_200,0.12,0.34,0.825
Sys_VAR_ref_200,0.12,0.36,0.82
Sys_VAR_ref_200,0.12,0.38,0.79
Sys_VAR_ref_200,0.12,0.4,0.78
Sys_VAR_ref_200,0.12,0.42,0.735
Sys_VAR_ref_200,0.12,0.44,0.715
Sys_VAR_ref_200,0.12,0.46,0.7
Sys_VAR_ref_200,0.12,0.48,0.665
Sys_VAR_ref_200,0.12,0.5,0.655
Sys_VAR_ref_200,0.12,0.52,0.635
Sys_VAR_ref_200,0.12,0.54,0.59
Sys_VAR_ref_200,0.12,0.56,0.565
Sys_VAR_ref_200,0.12,0.58,0.525
Sys_VAR_ref_200,0.12,0.6,0.475
Sys_VAR_ref_200,0.12,0.62,0.445
Sys_VAR_ref_200,0.12,0.64,0.395
Sys_VAR_ref_200,0.12,0.66,0.385
Sys_VAR_ref_200,0.12,0.68,0.35
Sys_VAR_ref_200,0.12,0.7,0.325
Sys_VAR_ref_200,0.12,0.72,0.285
Sys_VAR_ref_200,0.12,0.74,0.25
Sys_VAR_ref_200,0.12,0.76,0.195
Sys_VAR_ref_200,0.12,0.78,0.155
Sys_VAR_ref_200,0.12,0.8,0.135
Sys_VAR_ref_200,0.12,0.82,0.105
Sys_VAR_ref_200,0.12,0.84,0.075
Sys_VAR_ref_200,0.12,0.86,0.06
Sys_VAR_ref_200,0.12,0.88,0.06
Sys_VAR_ref_200,0.12,0.9,0.05
Sys_VAR_ref_200,0.12,0.92,0.045
Sys_VAR_ref_200,0.12,0.94,0.04
Sys_VAR_ref_200,0.12,0.96,0.04
Sys_VAR_ref_200,0.12,0.98,0.03
Sys_VAR_ref_200,0.12,1.0,0.0
Sys_VAR_ref_200,0.14,0.0,0.955
Sys_VAR_ref_200,0.14,0.02,0.955
Sys_VAR_ref_200,0.14,0.04,0.955
Sys_VAR_ref_200,0.14,0.06,0.955
Sys_VAR_ref_200,0.14,0.08,0.955
Sys_VAR_ref_200,0.14,0.1,0.955
Sys_VAR_ref_200,0.14,0.12,0.955
Sys_VAR_ref_200,0.14,0.14,0.955
Sys_VAR_ref_200,0.14,0.16,0.955
Sys_VAR_ref_200,0.14,0.18,0.955
Sys_VAR_ref_200,0.14,0.2,0.95
Sys_VAR_ref_200,0.14,0.22,0.945
Sys_VAR_ref_200,0.14,0.24,0.945
Sys_VAR_ref_200,0.14,0.26,0.935
Sys_VAR_ref_200,0.14,0.28,0.925
Sys_VAR_ref_200,0.14,0.3,0.925
Sys_VAR_ref_200,0.14,0.32,0.84
Sys_VAR_ref_200,0.14,0.34,0.825
Sys_VAR_ref_200,0.14,0.36,0.82
Sys_VAR_ref_200,0.14,0.38,0.79
Sys_VAR_ref_200,0.14,0.4,0.78
Sys_VAR_ref_200,0.14,0.42,0.735
Sys_VAR_ref_200,0.14,0.44,0.715
Sys_VAR_ref_200,0.14,0.46,0.7
Sys_VAR_ref_200,0.14,0.48,0.665
Sys_VAR_ref_200,0.14,0.5,0.655
Sys_VAR_ref_200,0.14,0.52,0.635
Sys_VAR_ref_200,0.14,0.54,0.59
Sys_VAR_ref_200,0.14,0.56,0.565
Sys_VAR_ref_200,0.14,0.58,0.525
Sys_VAR_ref_200,0.14,0.6,0.475
Sys_VAR_ref_200,0.14,0.62,0.445
Sys_VAR_ref_200,0.14,0.64,0.395
Sys_VAR_ref_200,0.14,0.66,0.385
Sys_VAR_ref_200,0.14,0.68,0.35
Sys_VAR_ref_200,0.14,0.7,0.325
Sys_VAR_ref_200,0.14,0.72,0.285
Sys_VAR_ref_200,0.14,0.74,0.25
Sys_VAR_ref_200,0.14,0.76,0.195
Sys_VAR_ref_200,0.14,0.78,0.155
Sys_VAR_ref_200,0.14,0.8,0.135
Sys_VAR_ref_200,0.14,0.82,0.105
Sys_VAR_ref_200,0.14,0.84,0.075
Sys_VAR_ref_200,0.14,0.86,0.06
Sys_VAR_ref_200,0.14,0.88,0.06
Sys_VAR_ref_200,0.14,0.9,0.05
Sys_VAR_ref_200,0.14,0.92,0.045
Sys_VAR_ref_200,0.14,0.94,0.04
Sys_VAR_ref_200,0.14,0.96,0.04
Sys_VAR_ref_200,0.14,0.98,0.03
Sys_VAR_ref_200,0.14,1.0,0.0
Sys_VAR_ref_200,0.16,0.0,0.955
Sys_VAR_ref_200,0.16,0.02,0.955
Sys_VAR_ref_200,0.16,0.04,0.955
Sys_VAR_ref_200,0.16,0.06,0.955
Sys_VAR_ref_200,0.16,0.08,0.955
Sys_VAR_ref_200,0.16,0.1,0.955
Sys_VAR_ref_200,0.16,0.12,0.955
Sys_VAR_ref_200,0.16,0.14,0.955
Sys_VAR_ref_200,0.16,0.16,0.955
Sys_VAR_ref_200,0.16,0.18,0.955
Sys_VAR_ref_200,0.16,0.2,0.95
Sys_VAR_ref_200,0.16,0.22,0.945
Sys_VAR_ref_200,0.16,0.24,0.945
Sys_VAR_ref_200,0.16,0.26,0.935
Sys_VAR_ref_200,0.16,0.28,0.925
Sys_VAR_ref_200,0.16,0.3,0.925
Sys_VAR_ref_200,0.16,0.32,0.84
Sys_VAR_ref_200,0.16,0.34,0.825
Sys_VAR_ref_200,0.16,0.36,0.82
Sys_VAR_ref_200,0.16,0.38,0.79
Sys_VAR_ref_200,0.16,0.4,0.78
Sys_VAR_ref_200,0.16,0.42,0.735
Sys_VAR_ref_200,0.16,0.44,0.715
Sys_VAR_ref_200,0.16,0.46,0.7
Sys_VAR_ref_200,0.16,0.48,0.665
Sys_VAR_ref_200,0.16,0.5,0.655
Sys_VAR_ref_200,0.16,0.52,0.635
Sys_VAR_ref_200,0.16,0.54,0.59
Sys_VAR_ref_200,0.16,0.56,0.565
Sys_VAR_ref_200,0.16,0.58,0.525
Sys_VAR_ref_200,0.16,0.6,0.475
Sys_VAR_ref_200,0.16,0.62,0.445
Sys_VAR_ref_200,0.16,0.64,0.395
Sys_VAR_ref_200,0.16,0.66,0.385
Sys_VAR_ref_200,0.16,0.68,0.35
Sys_VAR_ref_200,0.16,0.7,0.325
Sys_VAR_ref_200,0.16,0.72,0.285
Sys_VAR_ref_200,0.16,0.74,0.25
Sys_VAR_ref_200,0.16,0.76,0.195
Sys_VAR_ref_200,0.16,0.78,0.155
Sys_VAR_ref_200,0.16,0.8,0.135
Sys_VAR_ref_200,0.16,0.82,0.105
Sys_VAR_ref_200,0.16,0.84,0.075
Sys_VAR_ref_200,0.16,0.86,0.06
Sys_VAR_ref_200,0.16,0.88,0.06
Sys_VAR_ref_200,0.16,0.9,0.05
Sys_VAR_ref_200,0.16,0.92,0.045
Sys_VAR_ref_200,0.16,0.94,0.04
Sys_VAR_ref_200,0.16,0.96,0.04
Sys_VAR_ref_200,0.16,0.98,0.03
Sys_VAR_ref_200,0.16,1.0,0.0
Sys_VAR_ref_200,0.18,0.0,0.945
Sys_VAR_ref_200,0.18,0.02,0.945
Sys_VAR_ref_200,0.18,0.04,0.945
Sys_VAR_ref_200,0.18,0.06,0.945
Sys_VAR_ref_200,0.18,0.08,0.945
Sys_VAR_ref_200,0.18,0.1,0.945
Sys_VAR_ref_200,0.18,0.12,0.945
Sys_VAR_ref_200,0.18,0.14,0.945
Sys_VAR_ref_200,0.18,0.16,0.945
Sys_VAR_ref_200,0.18,0.18,0.945
Sys_VAR_ref_200,0.18,0.2,0.94
Sys_VAR_ref_200,0.18,0.22,0.94
Sys_VAR_ref_200,0.18,0.24,0.94
Sys_VAR_ref_200,0.18,0.26,0.93
Sys_VAR_ref_200,0.18,0.28,0.92
Sys_VAR_ref_200,0.18,0.3,0.92
Sys_VAR_ref_200,0.18,0.32,0.835
Sys_VAR_ref_200,0.18,0.34,0.82
Sys_VAR_ref_200,0.18,0.36,0.815
Sys_VAR_ref_200,0.18,0.38,0.785
Sys_VAR_ref_200,0.18,0.4,0.775
Sys_VAR_ref_200,0.18,0.42,0.73
Sys_VAR_ref_200,0.18,0.44,0.71
Sys_VAR_ref_200,0.18,0.46,0.7
Sys_VAR_ref_200,0.18,0.48,0.665
Sys_VAR_ref_200,0.18,0.5,0.655
Sys_VAR_ref_200,0.18,0.52,0.635
Sys_VAR_ref_200,0.18,0.54,0.59
Sys_VAR_ref_200,0.18,0.56,0.565
Sys_VAR_ref_200,0.18,0.58,0.525
Sys_VAR_ref_200,0.18,0.6,0.475
Sys_VAR_ref_200,0.18,0.62,0.445
Sys_VAR_ref_200,0.18,0.64,0.395
Sys_VAR_ref_200,0.18,0.66,0.385
Sys_VAR_ref_200,0.18,0.68,0.35
Sys_VAR_ref_200,0.18,0.7,0.325
Sys_VAR_ref_200,0.18,0.72,0.285
Sys_VAR_ref_200,0.18,0.74,0.25
Sys_VAR_ref_200,0.18,0.76,0.195
Sys_VAR_ref_200,0.18,0.78,0.155
Sys_VAR_ref_200,0.18,0.8,0.135
Sys_VAR_ref_200,0.18,0.82,0.105
Sys_VAR_ref_200,0.18,0.84,0.075
Sys_VAR_ref_200,0.18,0.86,0.06
Sys_VAR_ref_200,0.18,0.88,0.06
Sys_VAR_ref_200,0.18,0.9,0.05
Sys_VAR_ref_200,0.18,0.92,0.045
Sys_VAR_ref_200,0.18,0.94,0.04
Sys_VAR_ref_200,0.18,0.96,0.04
Sys_VAR_ref_200,0.18,0.98,0.03
Sys_VAR_ref_200,0.18,1.0,0.0
Sys_VAR_ref_200,0.2,0.0,0.945
Sys_VAR_ref_200,0.2,0.02,0.945
Sys_VAR_ref_200,0.2,0.04,0.945
Sys_VAR_ref_200,0.2,0.06,0.945
Sys_VAR_ref_200,0.2,0.08,0.945
Sys_VAR_ref_200,0.2,0.1,0.945
Sys_VAR_ref_200,0.2,0.12,0.945
Sys_VAR_ref_200,0.2,0.14,0.945
Sys_VAR_ref_200,0.2,0.16,0.945
Sys_VAR_ref_200,0.2,0.18,0.945
Sys_VAR_ref_200,0.2,0.2,0.94
Sys_VAR_ref_200,0.2,0.22,0.94
Sys_VAR_ref_200,0.2,0.24,0.94
Sys_VAR_ref_200,0.2,0.26,0.93
Sys_VAR_ref_200,0.2,0.28,0.92
Sys_VAR_ref_200,0.2,0.3,0.92
Sys_VAR_ref_200,0.2,0.32,0.835
Sys_VAR_ref_200,0.2,0.34,0.82
Sys_VAR_ref_200,0.2,0.36,0.815
Sys_VAR_ref_200,0.2,0.38,0.785
Sys_VAR_ref_200,0.2,0.4,0.775
Sys_VAR_ref_200,0.2,0.42,0.73
Sys_VAR_ref_200,0.2,0.44,0.71
Sys_VAR_ref_200,0.2,0.46,0.7
Sys_VAR_ref_200,0.2,0.48,0.665
Sys_VAR_ref_200,0.2,0.5,0.655
Sys_VAR_ref_200,0.2,0.52,0.635
Sys_VAR_ref_200,0.2,0.54,0.59
Sys_VAR_ref_200,0.2,0.56,0.565
Sys_VAR_ref_200,0.2,0.58,0.525
Sys_VAR_ref_200,0.2,0.6,0.475
Sys_VAR_ref_200,0.2,0.62,0.445
Sys_VAR_ref_200,0.2,0.64,0.395
Sys_VAR_ref_200,0.2,0.66,0.385
Sys_VAR_ref_200,0.2,0.68,0.35
Sys_VAR_ref_200,0.2,0.7,0.325
Sys_VAR_ref_200,0.2,0.72,0.285
Sys_VAR_ref_200,0.2,0.74,0.25
Sys_VAR_ref_200,0.2,0.76,0.195
Sys_VAR_ref_200,0.2,0.78,0.155
Sys_VAR_ref_200,0.2,0.8,0.135
Sys_VAR_ref_200,0.2,0.82,0.105
Sys_VAR_ref_200,0.2,0.84,0.075
Sys_VAR_ref_200,0.2,0.86,0.06
Sys_VAR_ref_200,0.2,0.88,0.06
Sys_VAR_ref_200,0.2,0.9,0.05
Sys_VAR_ref_200,0.2,0.92,0.045
Sys_VAR_ref_200,0.2,0.94,0.04
