source,class_id,alignment_norm,authenticity_norm,composite_product_classmean,composite_harmonic_classmean
Sys_VAR_ref_200_1,479,0.9,0.64,0.58,0.75
Sys_VAR_ref_200_1,481,0.9,0.64,0.58,0.75
Sys_VAR_ref_200_1,488,0.97,0.73,0.71,0.83
Sys_VAR_ref_200_1,499,0.77,0.43,0.33,0.54
Sys_VAR_ref_200_1,529,0.54,0.44,0.27,0.47
Sys_VAR_ref_200_1,535,0.78,0.57,0.44,0.66
Sys_VAR_ref_200_1,554,0.98,0.45,0.44,0.61
Sys_VAR_ref_200_1,567,0.88,0.82,0.71,0.84
Sys_VAR_ref_200_1,575,0.85,0.44,0.37,0.56
Sys_VAR_ref_200_1,585,0.01,0.13,0.0,0.01
Sys_VAR_ref_200_1,590,0.5,0.4,0.26,0.44
Sys_VAR_ref_200_1,605,0.46,0.4,0.27,0.35
Sys_VAR_ref_200_1,606,0.95,0.7,0.67,0.81
Sys_VAR_ref_200_1,626,0.62,0.3,0.21,0.39
Sys_VAR_ref_200_1,632,0.57,0.41,0.23,0.47
Sys_VAR_ref_200_1,633,0.67,0.57,0.4,0.62
Sys_VAR_ref_200_1,634,0.5,0.36,0.2,0.41
Sys_VAR_ref_200_1,645,0.72,0.51,0.34,0.54
Sys_VAR_ref_200_1,654,0.77,0.56,0.45,0.65
Sys_VAR_ref_200_1,679,0.88,0.75,0.66,0.81
Sys_VAR_ref_200_1,687,0.9,0.57,0.5,0.68
Sys_VAR_ref_200_1,730,0.87,0.49,0.42,0.62
Sys_VAR_ref_200_1,743,0.47,0.55,0.27,0.51
Sys_VAR_ref_200_1,746,0.48,0.3,0.15,0.23
Sys_VAR_ref_200_1,755,0.83,0.75,0.62,0.79
Sys_VAR_ref_200_1,756,0.83,0.76,0.63,0.79
Sys_VAR_ref_200_1,806,0.98,0.95,0.94,0.97
Sys_VAR_ref_200_1,810,0.79,0.5,0.39,0.61
Sys_VAR_ref_200_1,819,0.53,0.52,0.28,0.52
Sys_VAR_ref_200_1,836,0.0,0.45,0.0,0.0
Sys_VAR_ref_200_1,903,0.77,0.85,0.66,0.81
Sys_VAR_ref_200_1,917,0.67,0.36,0.25,0.47
Sys_VAR_ref_200_1,919,0.31,0.3,0.09,0.29
Sys_VAR_ref_200_1,920,0.98,0.72,0.72,0.81
Sys_VAR_ref_200_1,922,0.33,0.24,0.08,0.23
Sys_VAR_ref_200_1,928,0.81,0.67,0.53,0.72
Sys_VAR_ref_200_1,931,0.97,0.75,0.73,0.85
Sys_VAR_ref_200_1,943,0.95,0.8,0.76,0.87
Sys_VAR_ref_200_1,952,0.97,0.82,0.8,0.89
Sys_VAR_ref_200_1,960,0.95,0.74,0.7,0.83
Sys_VAR_ref_200_1,962,0.97,0.73,0.71,0.83
Sys_VAR_ref_200_1,968,0.87,0.72,0.63,0.79
Sys_VAR_ref_200_1,971,0.81,0.4,0.33,0.52
Sys_VAR_ref_200_1,972,0.81,0.8,0.64,0.8
Sys_VAR_ref_200_1,981,0.75,0.28,0.21,0.4
Sys_VAR_ref_200_1,982,0.76,0.26,0.2,0.39
Sys_VAR_ref_200_1,983,0.83,0.42,0.36,0.55
Sys_VAR_ref_200_1,985,0.87,0.77,0.67,0.81
Sys_VAR_ref_200_1,991,0.51,0.6,0.4,0.51
Sys_VAR_ref_200_1,999,0.83,0.76,0.66,0.79
Sys_VAR_ref_200_2,4,0.93,0.77,0.71,0.84
Sys_VAR_ref_200_2,7,0.97,0.52,0.5,0.65
Sys_VAR_ref_200_2,10,0.98,0.98,0.95,0.98
Sys_VAR_ref_200_2,25,0.85,0.62,0.5,0.67
Sys_VAR_ref_200_2,35,0.85,0.65,0.56,0.73
Sys_VAR_ref_200_2,39,0.75,0.44,0.34,0.55
Sys_VAR_ref_200_2,49,0.63,0.5,0.31,0.55
Sys_VAR_ref_200_2,51,0.88,0.67,0.59,0.76
Sys_VAR_ref_200_2,52,0.98,0.99,0.96,0.98
Sys_VAR_ref_200_2,64,0.88,0.68,0.59,0.76
Sys_VAR_ref_200_2,80,0.95,0.52,0.49,0.64
Sys_VAR_ref_200_2,97,0.75,0.8,0.59,0.76
Sys_VAR_ref_200_2,106,0.96,0.64,0.62,0.72
Sys_VAR_ref_200_2,116,0.9,0.82,0.75,0.86
Sys_VAR_ref_200_2,118,0.63,0.4,0.29,0.49
Sys_VAR_ref_200_2,129,0.9,0.56,0.51,0.68
Sys_VAR_ref_200_2,144,0.75,0.44,0.35,0.55
Sys_VAR_ref_200_2,147,0.9,0.61,0.55,0.72
Sys_VAR_ref_200_2,150,0.82,0.58,0.48,0.67
Sys_VAR_ref_200_2,156,0.88,0.58,0.52,0.69
Sys_VAR_ref_200_2,159,0.79,0.58,0.47,0.66
Sys_VAR_ref_200_2,281,0.85,0.3,0.26,0.44
Sys_VAR_ref_200_2,300,0.96,0.91,0.88,0.93
Sys_VAR_ref_200_2,322,0.95,0.65,0.62,0.77
Sys_VAR_ref_200_2,330,0.85,0.45,0.38,0.58
Sys_VAR_ref_200_2,333,0.53,0.3,0.16,0.37
Sys_VAR_ref_200_2,339,0.77,0.39,0.3,0.51
Sys_VAR_ref_200_2,347,0.98,0.58,0.57,0.69
Sys_VAR_ref_200_2,356,0.97,0.79,0.77,0.86
Sys_VAR_ref_200_2,365,0.8,0.56,0.45,0.64
Sys_VAR_ref_200_2,370,0.88,0.58,0.52,0.69
Sys_VAR_ref_200_2,389,0.43,0.56,0.26,0.48
Sys_VAR_ref_200_2,392,0.94,0.57,0.53,0.71
Sys_VAR_ref_200_2,394,0.88,0.49,0.42,0.62
Sys_VAR_ref_200_2,396,0.89,0.65,0.58,0.75
Sys_VAR_ref_200_2,400,0.97,0.74,0.71,0.84
Sys_VAR_ref_200_2,405,0.77,0.47,0.35,0.57
Sys_VAR_ref_200_2,406,0.97,0.62,0.61,0.76
Sys_VAR_ref_200_2,413,0.88,0.44,0.38,0.56
Sys_VAR_ref_200_2,415,0.45,0.47,0.25,0.41
Sys_VAR_ref_200_2,419,0.6,0.36,0.2,0.42
Sys_VAR_ref_200_2,421,0.74,0.53,0.36,0.57
Sys_VAR_ref_200_2,426,0.75,0.45,0.36,0.56
Sys_VAR_ref_200_2,429,0.4,0.44,0.23,0.36
Sys_VAR_ref_200_2,432,0.93,0.57,0.53,0.71
Sys_VAR_ref_200_2,443,0.57,0.81,0.53,0.62
Sys_VAR_ref_200_2,446,0.48,0.63,0.27,0.38
Sys_VAR_ref_200_2,453,0.9,0.55,0.49,0.68
Sys_VAR_ref_200_2,461,0.77,0.64,0.49,0.68
Sys_VAR_ref_200_2,477,0.57,0.36,0.18,0.39
Sys_VAR_ref_200_2,479,0.95,0.65,0.62,0.77
Sys_VAR_ref_200_2,481,0.85,0.54,0.48,0.66
Sys_VAR_ref_200_2,488,0.97,0.84,0.81,0.89
Sys_VAR_ref_200_2,499,0.67,0.44,0.23,0.43
Sys_VAR_ref_200_2,529,0.41,0.41,0.23,0.34
Sys_VAR_ref_200_2,535,0.91,0.78,0.72,0.83
Sys_VAR_ref_200_2,554,0.98,0.4,0.39,0.57
Sys_VAR_ref_200_2,567,0.9,0.78,0.71,0.84
Sys_VAR_ref_200_2,575,0.88,0.44,0.39,0.57
Sys_VAR_ref_200_2,585,0.18,0.24,0.04,0.15
Sys_VAR_ref_200_2,590,0.5,0.45,0.35,0.44
Sys_VAR_ref_200_2,605,0.48,0.42,0.27,0.38
Sys_VAR_ref_200_2,606,0.88,0.57,0.5,0.69
Sys_VAR_ref_200_2,626,0.67,0.41,0.28,0.49
Sys_VAR_ref_200_2,632,0.4,0.4,0.17,0.39
Sys_VAR_ref_200_2,633,0.6,0.7,0.43,0.64
Sys_VAR_ref_200_2,634,0.6,0.44,0.29,0.5
Sys_VAR_ref_200_2,645,0.77,0.51,0.35,0.55
Sys_VAR_ref_200_2,654,0.87,0.71,0.62,0.78
Sys_VAR_ref_200_2,679,0.9,0.86,0.78,0.88
Sys_VAR_ref_200_2,687,0.89,0.7,0.63,0.78
Sys_VAR_ref_200_2,730,0.87,0.78,0.67,0.81
Sys_VAR_ref_200_2,743,0.37,0.48,0.18,0.42
Sys_VAR_ref_200_2,746,0.43,0.54,0.32,0.43
Sys_VAR_ref_200_2,755,0.9,0.7,0.64,0.79
Sys_VAR_ref_200_2,756,0.83,0.64,0.55,0.73
Sys_VAR_ref_200_2,806,1.0,1.0,1.0,1.0
Sys_VAR_ref_200_2,810,0.89,0.7,0.63,0.78
Sys_VAR_ref_200_2,819,0.31,0.42,0.14,0.36
Sys_VAR_ref_200_2,836,0.0,0.41,0.0,0.0
Sys_VAR_ref_200_2,903,0.63,0.48,0.3,0.54
Sys_VAR_ref_200_2,917,0.77,0.31,0.24,0.44
Sys_VAR_ref_200_2,919,0.37,0.24,0.09,0.29
Sys_VAR_ref_200_2,920,0.95,0.65,0.62,0.77
Sys_VAR_ref_200_2,922,0.6,0.4,0.28,0.48
Sys_VAR_ref_200_2,928,0.81,0.57,0.46,0.66
Sys_VAR_ref_200_2,931,0.77,0.71,0.55,0.73
Sys_VAR_ref_200_2,943,0.97,0.78,0.76,0.87
Sys_VAR_ref_200_2,952,0.98,0.86,0.85,0.91
Sys_VAR_ref_200_2,960,0.97,0.66,0.65,0.79
Sys_VAR_ref_200_2,962,0.9,0.75,0.67,0.81
Sys_VAR_ref_200_2,968,0.67,0.54,0.45,0.6
Sys_VAR_ref_200_2,971,0.7,0.43,0.32,0.53
Sys_VAR_ref_200_2,972,0.87,0.74,0.63,0.79
Sys_VAR_ref_200_2,981,0.68,0.3,0.21,0.42
Sys_VAR_ref_200_2,982,0.73,0.36,0.26,0.48
Sys_VAR_ref_200_2,983,0.76,0.38,0.3,0.51
Sys_VAR_ref_200_2,985,0.77,0.75,0.58,0.75
Sys_VAR_ref_200_2,991,0.51,0.57,0.37,0.49
Sys_VAR_ref_200_2,999,0.83,0.78,0.68,0.81
Sys_VAR_ref_200_3,4,0.95,0.76,0.72,0.83
Sys_VAR_ref_200_3,7,0.89,0.52,0.48,0.64
Sys_VAR_ref_200_3,10,0.9,0.86,0.76,0.87
Sys_VAR_ref_200_3,25,0.9,0.97,0.88,0.93
Sys_VAR_ref_200_3,35,0.63,0.65,0.42,0.63
Sys_VAR_ref_200_3,39,0.83,0.65,0.59,0.7
Sys_VAR_ref_200_3,49,0.67,0.68,0.46,0.67
Sys_VAR_ref_200_3,51,0.81,0.6,0.51,0.69
Sys_VAR_ref_200_3,52,0.98,0.99,0.96,0.98
Sys_VAR_ref_200_3,64,0.85,0.57,0.48,0.68
Sys_VAR_ref_200_3,80,0.85,0.52,0.44,0.62
Sys_VAR_ref_200_3,97,0.65,0.68,0.47,0.65
Sys_VAR_ref_200_3,106,0.97,0.86,0.83,0.91
Sys_VAR_ref_200_3,116,0.93,0.63,0.59,0.75
Sys_VAR_ref_200_3,118,0.77,0.68,0.52,0.71
Sys_VAR_ref_200_3,129,0.82,0.57,0.47,0.66
Sys_VAR_ref_200_3,144,0.77,0.52,0.44,0.61
Sys_VAR_ref_200_3,147,0.97,0.6,0.58,0.73
Sys_VAR_ref_200_3,150,0.88,0.52,0.45,0.64
Sys_VAR_ref_200_3,156,0.85,0.58,0.5,0.68
Sys_VAR_ref_200_3,159,0.8,0.58,0.47,0.66
Sys_VAR_ref_200_3,281,0.87,0.3,0.26,0.45
Sys_VAR_ref_200_3,300,0.99,0.98,0.97,0.98
Sys_VAR_ref_200_3,322,0.93,0.67,0.62,0.77
Sys_VAR_ref_200_3,330,0.82,0.44,0.36,0.56
Sys_VAR_ref_200_3,333,0.56,0.3,0.17,0.39
Sys_VAR_ref_200_3,339,0.7,0.38,0.27,0.48
Sys_VAR_ref_200_3,347,0.98,0.88,0.87,0.93
Sys_VAR_ref_200_3,356,0.97,0.79,0.77,0.86
Sys_VAR_ref_200_3,365,0.88,0.58,0.51,0.68
Sys_VAR_ref_200_3,370,0.88,0.52,0.46,0.65
Sys_VAR_ref_200_3,389,0.4,0.41,0.17,0.39
Sys_VAR_ref_200_3,392,0.89,0.7,0.63,0.79
Sys_VAR_ref_200_3,394,0.9,0.88,0.79,0.89
Sys_VAR_ref_200_3,396,0.91,0.65,0.59,0.75
Sys_VAR_ref_200_3,400,0.9,0.48,0.42,0.59
Sys_VAR_ref_200_3,405,0.67,0.45,0.3,0.53
Sys_VAR_ref_200_3,406,0.92,0.76,0.71,0.82
Sys_VAR_ref_200_3,413,0.93,0.53,0.49,0.65
Sys_VAR_ref_200_3,415,0.57,0.57,0.36,0.57
Sys_VAR_ref_200_3,419,0.61,0.33,0.17,0.35
Sys_VAR_ref_200_3,421,0.63,0.38,0.23,0.46
Sys_VAR_ref_200_3,426,0.75,0.57,0.46,0.65
Sys_VAR_ref_200_3,429,0.48,0.52,0.36,0.44
Sys_VAR_ref_200_3,432,0.9,0.44,0.38,0.57
Sys_VAR_ref_200_3,443,0.34,0.47,0.15,0.37
Sys_VAR_ref_200_3,446,0.48,0.57,0.27,0.38
Sys_VAR_ref_200_3,453,0.97,0.62,0.6,0.75
Sys_VAR_ref_200_3,461,0.76,0.85,0.64,0.79
Sys_VAR_ref_200_3,477,0.6,0.52,0.32,0.55
Sys_VAR_ref_200_3,479,0.62,0.78,0.57,0.66
Sys_VAR_ref_200_3,481,0.85,0.43,0.38,0.57
Sys_VAR_ref_200_3,488,0.91,0.8,0.73,0.85
Sys_VAR_ref_200_3,499,0.65,0.36,0.22,0.42
Sys_VAR_ref_200_3,529,0.39,0.32,0.15,0.27
Sys_VAR_ref_200_3,535,0.95,0.68,0.65,0.78
Sys_VAR_ref_200_3,554,0.97,0.39,0.38,0.56
Sys_VAR_ref_200_3,567,0.83,0.57,0.47,0.65
Sys_VAR_ref_200_3,575,0.97,0.47,0.46,0.61
Sys_VAR_ref_200_3,585,0.12,0.28,0.04,0.14
Sys_VAR_ref_200_3,590,0.43,0.4,0.22,0.41
Sys_VAR_ref_200_3,605,0.48,0.57,0.36,0.44
Sys_VAR_ref_200_3,606,0.7,0.48,0.35,0.57
Sys_VAR_ref_200_3,626,0.67,0.36,0.21,0.4
Sys_VAR_ref_200_3,632,0.37,0.28,0.11,0.31
Sys_VAR_ref_200_3,633,0.62,0.7,0.43,0.64
Sys_VAR_ref_200_3,634,0.51,0.36,0.2,0.41
Sys_VAR_ref_200_3,645,0.75,0.56,0.37,0.56
Sys_VAR_ref_200_3,654,0.87,0.68,0.6,0.76
Sys_VAR_ref_200_3,679,0.95,0.81,0.77,0.87
Sys_VAR_ref_200_3,687,0.9,0.75,0.68,0.81
Sys_VAR_ref_200_3,730,0.95,0.66,0.63,0.77
Sys_VAR_ref_200_3,743,0.47,0.67,0.31,0.54
Sys_VAR_ref_200_3,746,0.48,0.54,0.38,0.43
Sys_VAR_ref_200_3,755,0.8,0.58,0.47,0.66
Sys_VAR_ref_200_3,756,0.85,0.58,0.5,0.69
Sys_VAR_ref_200_3,806,0.98,0.99,0.98,0.99
Sys_VAR_ref_200_3,810,0.77,0.68,0.58,0.72
Sys_VAR_ref_200_3,819,0.53,0.35,0.19,0.42
Sys_VAR_ref_200_3,836,0.0,0.41,0.0,0.0
Sys_VAR_ref_200_3,903,0.85,0.54,0.46,0.66
Sys_VAR_ref_200_3,917,0.77,0.38,0.29,0.51
Sys_VAR_ref_200_3,919,0.31,0.3,0.09,0.29
Sys_VAR_ref_200_3,920,0.98,0.86,0.85,0.92
Sys_VAR_ref_200_3,922,0.43,0.38,0.23,0.39
Sys_VAR_ref_200_3,928,0.93,0.67,0.62,0.77
Sys_VAR_ref_200_3,931,0.7,0.64,0.47,0.66
Sys_VAR_ref_200_3,943,0.95,0.84,0.8,0.89
Sys_VAR_ref_200_3,952,0.9,0.72,0.65,0.8
Sys_VAR_ref_200_3,960,0.93,0.77,0.71,0.84
Sys_VAR_ref_200_3,962,0.95,0.85,0.81,0.89
Sys_VAR_ref_200_3,968,0.87,0.66,0.58,0.75
Sys_VAR_ref_200_3,971,0.57,0.34,0.21,0.42
Sys_VAR_ref_200_3,972,0.83,0.8,0.66,0.81
Sys_VAR_ref_200_3,981,0.57,0.27,0.15,0.37
Sys_VAR_ref_200_3,982,0.63,0.44,0.3,0.51
Sys_VAR_ref_200_3,983,0.85,0.44,0.38,0.57
Sys_VAR_ref_200_3,985,0.77,0.73,0.56,0.74
Sys_VAR_ref_200_3,991,0.75,0.62,0.5,0.68
Sys_VAR_ref_200_3,999,0.87,0.7,0.63,0.77
User_VAR_200_1,4,1.0,0.6,0.6,0.75
User_VAR_200_1,7,1.0,0.7,0.7,0.82
User_VAR_200_1,10,0.94,0.9,0.85,0.92
User_VAR_200_1,25,1.0,0.9,0.9,0.94
User_VAR_200_1,35,0.9,0.6,0.54,0.72
User_VAR_200_1,39,0.93,0.8,0.76,0.85
User_VAR_200_1,49,1.0,0.4,0.4,0.57
User_VAR_200_1,51,0.92,0.8,0.72,0.83
User_VAR_200_1,52,1.0,1.0,1.0,1.0
User_VAR_200_1,64,1.0,0.9,0.9,0.94
User_VAR_200_1,80,0.92,0.7,0.65,0.79
User_VAR_200_1,97,0.75,0.8,0.6,0.75
User_VAR_200_1,106,1.0,1.0,1.0,1.0
User_VAR_200_1,116,1.0,0.9,0.9,0.94
User_VAR_200_1,118,0.71,0.4,0.28,0.51
User_VAR_200_1,129,0.86,0.8,0.69,0.82
User_VAR_200_1,144,0.89,0.5,0.46,0.64
User_VAR_200_1,147,1.0,0.5,0.5,0.66
User_VAR_200_1,150,0.89,0.7,0.63,0.78
User_VAR_200_1,156,1.0,0.7,0.7,0.82
User_VAR_200_1,159,1.0,0.6,0.6,0.73
User_VAR_200_1,281,1.0,0.6,0.6,0.73
User_VAR_200_1,300,0.94,1.0,0.94,0.97
User_VAR_200_1,322,1.0,0.7,0.7,0.82
User_VAR_200_1,330,0.93,0.6,0.57,0.72
User_VAR_200_1,333,0.67,0.4,0.27,0.47
User_VAR_200_1,339,0.62,0.7,0.55,0.65
User_VAR_200_1,347,1.0,0.6,0.6,0.73
User_VAR_200_1,356,1.0,0.7,0.7,0.82
User_VAR_200_1,365,0.92,0.6,0.57,0.71
User_VAR_200_1,370,1.0,0.6,0.6,0.73
User_VAR_200_1,389,0.5,0.5,0.27,0.5
User_VAR_200_1,392,0.93,0.7,0.66,0.8
User_VAR_200_1,394,0.92,0.5,0.45,0.63
User_VAR_200_1,396,0.86,0.7,0.61,0.77
User_VAR_200_1,400,1.0,0.5,0.5,0.66
User_VAR_200_1,405,0.67,0.6,0.4,0.61
User_VAR_200_1,406,0.5,0.6,0.2,0.29
User_VAR_200_1,413,1.0,0.7,0.7,0.82
User_VAR_200_1,415,0.42,0.5,0.18,0.36
User_VAR_200_1,419,0.86,0.3,0.24,0.42
User_VAR_200_1,421,0.81,0.7,0.55,0.73
User_VAR_200_1,426,0.69,0.6,0.42,0.63
User_VAR_200_1,429,0.38,0.6,0.38,0.43
User_VAR_200_1,432,1.0,0.6,0.6,0.73
User_VAR_200_1,443,0.56,0.5,0.26,0.48
User_VAR_200_1,446,0.49,0.6,0.3,0.45
User_VAR_200_1,453,0.9,0.5,0.46,0.64
User_VAR_200_1,461,0.61,0.8,0.49,0.69
User_VAR_200_1,477,0.67,0.4,0.27,0.5
User_VAR_200_1,479,0.62,0.6,0.45,0.6
User_VAR_200_1,481,0.93,0.6,0.57,0.72
User_VAR_200_1,488,0.94,0.8,0.75,0.86
User_VAR_200_1,499,0.93,0.4,0.37,0.56
User_VAR_200_1,529,0.43,0.4,0.26,0.35
User_VAR_200_1,535,0.81,0.7,0.57,0.75
User_VAR_200_1,554,0.25,0.4,0.1,0.22
User_VAR_200_1,567,0.94,0.7,0.66,0.8
User_VAR_200_1,575,0.94,0.5,0.46,0.64
User_VAR_200_1,585,0.14,0.2,0.03,0.12
User_VAR_200_1,590,0.5,0.4,0.3,0.37
User_VAR_200_1,605,0.44,0.5,0.35,0.42
User_VAR_200_1,606,0.86,0.8,0.69,0.83
User_VAR_200_1,626,0.94,0.4,0.38,0.56
User_VAR_200_1,632,0.45,0.4,0.18,0.37
User_VAR_200_1,633,0.68,0.7,0.46,0.67
User_VAR_200_1,634,0.31,0.4,0.12,0.31
User_VAR_200_1,645,0.88,0.6,0.5,0.67
User_VAR_200_1,654,1.0,0.7,0.7,0.79
User_VAR_200_1,679,0.86,0.7,0.6,0.77
User_VAR_200_1,687,1.0,0.9,0.9,0.94
User_VAR_200_1,730,0.89,0.6,0.56,0.71
User_VAR_200_1,743,0.8,0.6,0.48,0.68
User_VAR_200_1,746,1.0,0.4,0.4,0.57
User_VAR_200_1,755,0.78,0.5,0.39,0.6
User_VAR_200_1,756,0.81,0.6,0.52,0.69
User_VAR_200_1,806,0.94,1.0,0.94,0.97
User_VAR_200_1,810,0.81,0.7,0.58,0.75
User_VAR_200_1,819,0.1,0.5,0.06,0.15
User_VAR_200_1,836,0.0,0.3,0.0,0.0
User_VAR_200_1,903,0.69,0.7,0.47,0.68
User_VAR_200_1,917,0.4,0.5,0.16,0.27
User_VAR_200_1,919,0.42,0.3,0.12,0.32
User_VAR_200_1,920,1.0,0.8,0.8,0.89
User_VAR_200_1,922,0.43,0.3,0.17,0.27
User_VAR_200_1,928,0.94,0.7,0.65,0.79
User_VAR_200_1,931,0.94,0.8,0.75,0.86
User_VAR_200_1,943,1.0,0.8,0.8,0.89
User_VAR_200_1,952,1.0,0.8,0.8,0.89
User_VAR_200_1,960,1.0,0.7,0.7,0.82
User_VAR_200_1,962,0.94,0.8,0.76,0.87
User_VAR_200_1,968,0.86,0.7,0.61,0.77
User_VAR_200_1,971,0.63,0.5,0.34,0.55
User_VAR_200_1,972,0.78,0.6,0.51,0.68
User_VAR_200_1,981,0.5,0.4,0.2,0.44
User_VAR_200_1,982,0.81,0.4,0.36,0.53
User_VAR_200_1,983,0.94,0.6,0.56,0.71
User_VAR_200_1,985,0.8,0.9,0.74,0.84
User_VAR_200_1,991,0.94,0.6,0.56,0.71
User_VAR_200_1,999,0.93,0.5,0.47,0.65
User_VAR_200_2,4,0.89,0.6,0.53,0.72
User_VAR_200_2,7,1.0,0.6,0.6,0.73
User_VAR_200_2,10,0.84,0.9,0.76,0.87
User_VAR_200_2,25,1.0,0.7,0.7,0.82
User_VAR_200_2,35,1.0,0.6,0.6,0.75
User_VAR_200_2,39,0.86,0.6,0.51,0.7
User_VAR_200_2,49,1.0,0.4,0.4,0.57
User_VAR_200_2,51,1.0,0.8,0.8,0.89
User_VAR_200_2,52,1.0,1.0,1.0,1.0
User_VAR_200_2,64,1.0,0.8,0.8,0.89
User_VAR_200_2,80,0.92,0.8,0.73,0.85
User_VAR_200_2,97,0.75,0.8,0.6,0.75
User_VAR_200_2,106,1.0,0.9,0.9,0.94
User_VAR_200_2,116,1.0,0.9,0.9,0.94
User_VAR_200_2,118,0.69,0.4,0.27,0.5
User_VAR_200_2,129,0.73,0.6,0.44,0.64
User_VAR_200_2,144,0.89,0.6,0.53,0.71
User_VAR_200_2,147,0.75,0.4,0.3,0.51
User_VAR_200_2,150,0.89,0.7,0.63,0.78
User_VAR_200_2,156,0.93,0.6,0.57,0.72
User_VAR_200_2,159,1.0,0.7,0.7,0.82
User_VAR_200_2,281,1.0,0.5,0.5,0.66
User_VAR_200_2,300,0.94,1.0,0.94,0.97
User_VAR_200_2,322,1.0,0.7,0.7,0.82
User_VAR_200_2,330,1.0,0.6,0.6,0.73
User_VAR_200_2,333,0.67,0.5,0.37,0.56
User_VAR_200_2,339,0.62,0.7,0.55,0.65
User_VAR_200_2,347,1.0,0.8,0.8,0.89
User_VAR_200_2,356,1.0,0.9,0.9,0.94
User_VAR_200_2,365,0.94,0.4,0.38,0.56
User_VAR_200_2,370,1.0,0.7,0.7,0.82
User_VAR_200_2,389,0.56,0.8,0.4,0.59
User_VAR_200_2,392,0.93,0.5,0.46,0.64
User_VAR_200_2,394,0.92,0.7,0.62,0.74
User_VAR_200_2,396,0.86,0.7,0.61,0.77
User_VAR_200_2,400,0.94,0.7,0.67,0.8
User_VAR_200_2,405,0.67,0.5,0.31,0.53
User_VAR_200_2,406,0.5,0.8,0.4,0.44
User_VAR_200_2,413,1.0,0.6,0.6,0.75
User_VAR_200_2,415,0.52,0.6,0.31,0.54
User_VAR_200_2,419,0.86,0.6,0.51,0.7
User_VAR_200_2,421,0.56,0.4,0.22,0.47
User_VAR_200_2,426,0.69,0.6,0.42,0.63
