group,score_type,n_common_images,mean_score,std_across_runs (avg per-image std),cv_across_runs (avg per-image CV),icc_2_1 (absolute agreement),icc_3_1 (consistency),avg_pairwise_pearson_r
Sys_VAR_ref_200,alignment_score,200,3.8145,0.3232,0.1387,0.8745,0.8746,0.8748
Sys_VAR_ref_200,authenticity_score,200,2.9132,0.4492,0.1569,0.6891,0.6886,0.6892
Human_VAR_200,alignment_score,200,3.9357,0.2888,0.1183,0.8115,0.8111,0.8111
Human_VAR_200,authenticity_score,200,3.1083,0.4035,0.1397,0.6994,0.6984,0.6987
