score_type,source,n,mean,median,std,min,max,pct_<=1,pct_1-2,pct_2-3,pct_3-4,pct_4-5,skewness,kurtosis
alignment_score,Human (3人平均),200,3.9357,4.43,1.3793,0.0,5.0,6.5,5.0,7.5,18.0,63.0,-1.481,1.3165
alignment_score,Sys_VAR_ref_200 (3次平均),200,3.8145,4.3067,1.2429,0.0,4.9833,5.5,6.0,8.0,20.5,60.0,-1.5519,1.625
authenticity_score,Human (3人平均),200,3.1083,3.0,0.9832,1.0,5.0,4.0,16.5,31.0,38.0,10.5,-0.1871,-0.6535
authenticity_score,Sys_VAR_ref_200 (3次平均),200,2.9132,2.9583,0.9861,0.9167,4.9733,0.5,24.5,27.5,34.5,13.0,-0.0171,-0.8417
