class_id,class_name,num_images,vendi_score,vendi_ratio,vendi_ratio_train
4,,50,9.109524726867676,0.8575135808480597,0.7639678020442487
7,,50,5.023518085479736,0.6662591987015666,0.9758190645933994
10,,50,5.219446659088135,0.8021608857589929,0.8637568316448632
25,,50,4.5502028465271,1.240913874947569,0.9305975078549689
35,,50,12.221175193786621,1.119139591689875,0.9280291391455981
39,,50,5.628383159637451,0.7350269452123046,0.8579828729432845
49,,50,6.397286415100098,0.9204560922623981,0.9157391480936676
51,,50,6.848553657531738,0.8728982842157832,0.951995546653555
52,,50,15.311026573181152,2.15539407512731,0.9105700605778076
64,,50,8.399256706237793,1.0667822121628976,0.8496688215736259
80,,50,6.3640971183776855,0.6149051321957121,1.00024460429104
97,,50,8.02750301361084,1.4441532100506833,0.8573694469675843
106,,50,11.114027976989746,3.0915286727147047,0.9373329036306789
116,,50,4.836055278778076,0.44170305663543025,0.7395811157548022
118,,50,7.369725704193115,0.9931926288995048,0.7218975020449938
129,,50,5.529874324798584,0.591352516557838,0.9091302352969671
144,,50,6.538161277770996,1.1413389745251543,1.0165396523425778
147,,50,10.835375785827637,1.1061651120869727,0.9935920250390284
150,,50,9.056084632873535,1.2365231926724227,0.841908440507297
156,,50,8.112618446350098,0.6075758630873624,1.0367210369225837
159,,50,14.846680641174316,1.0465767424387777,0.9655960954548747
281,,50,11.880829811096191,1.365710709413639,0.7831501576434496
300,,50,3.7981367111206055,0.5729179328814687,0.9712104756991471
322,,50,9.765970230102539,0.5976254332923026,0.665092764358527
330,,50,5.595991611480713,0.34352663945847134,0.9177294054399755
333,,50,6.350398540496826,0.9216742839900565,0.8370919772381223
339,,50,11.851946830749512,1.5782481154300747,0.9231261056137494
347,,50,6.425293922424316,0.6100313046489042,0.9866333051406133
356,,50,12.77127456665039,1.3852334947653633,0.9059254130595751
365,,50,4.2514424324035645,0.852274055758297,0.8035023287306281
370,,50,7.522790908813477,0.7369207652703177,0.8134095614296358
389,,50,9.06751537322998,1.9821673342354702,0.8037314395858772
392,,50,6.360464096069336,0.43259609286290357,1.0707771155821812
394,,50,8.968291282653809,1.7481977395594934,0.8209536704058689
396,,50,3.482215404510498,0.22501566816641472,0.9440347670852327
400,,50,5.200592041015625,0.2624481549465643,0.8165212720840861
405,,50,6.080857276916504,0.42920730104105764,0.7761004241308842
406,,50,12.162717819213867,1.1001833130754413,0.6561511855241353
413,,50,7.920895099639893,0.31968763170910547,0.7301714766678807
415,,50,14.988097190856934,0.7263987726221982,0.6549374306559458
419,,50,20.31818199157715,1.1275185736204631,0.81702612530845
421,,50,13.838106155395508,1.4695308173659838,0.6355129448221382
426,,50,12.065258026123047,1.2619377640312617,0.876065641897957
429,,50,7.715915679931641,0.42287064483518355,0.8934864252474172
432,,50,10.534180641174316,1.2047837791674365,1.0358557476413113
443,,50,5.443400859832764,0.21916694344983825,0.6684771799453711
446,,50,16.722883224487305,1.081455318277636,0.7303541442118602
453,,50,13.033602714538574,0.5935669794433256,0.8292170762840566
461,,50,11.18480396270752,0.474850195732043,0.845236872964334
477,,50,10.693997383117676,2.1641099888518163,0.69693042118555
479,,50,14.74340534210205,0.5269942569022779,0.8255912427478134
481,,50,4.656653881072998,0.3680713770543408,0.6306348396839647
488,,50,9.873037338256836,0.6861567874917094,0.6586897214399894
499,,50,14.858139038085938,1.1316391213216652,0.9473948194018321
529,,50,11.554832458496094,2.5219203621405137,0.6189121004932793
535,,50,9.165200233459473,0.45424389429546885,0.8839317589574761
554,,50,8.198709487915039,0.9329703450700045,0.7117920491771742
567,,50,19.309419631958008,3.4415549603779296,0.8340478421780027
575,,50,6.325932025909424,0.8470265701218724,0.8862267769777757
585,,50,22.399568557739258,1.1185915176086016,0.8321505268227638
590,,50,16.557756423950195,1.0025023777727786,0.8332218103949309
605,,50,5.189981937408447,1.9386069904820327,0.4273536541793415
606,,50,10.081007957458496,1.0241667910860979,0.8139140864884553
626,,50,17.73331642150879,2.3863775200101847,0.7660713007095559
632,,50,15.221914291381836,0.8633496616828438,0.8131483118597511
633,,50,10.149208068847656,0.5045507257095664,0.49698755055396604
634,,50,14.423298835754395,0.5072107862979969,0.8253371110496354
645,,50,5.604411602020264,0.4118817298768914,0.6718225021666728
654,,50,15.632730484008789,1.0069024460838922,0.8349981602973489
679,,50,11.243522644042969,0.6027723969359742,0.7199788986624868
687,,50,6.9554572105407715,0.35940522937141534,0.844191577375185
730,,50,13.088836669921875,1.0855473279411787,0.8097183380615831
743,,50,17.526390075683594,1.0246648830038598,0.771750484895221
746,,50,9.527422904968262,0.5588418576130152,1.0712650357409967
755,,50,3.735780715942383,0.20024100997225533,0.8205335548272151
756,,50,8.66930866241455,1.8464609188786845,0.6273742545534229
806,,50,7.208885669708252,0.784567159060786,0.7663518313564017
810,,50,8.255096435546875,0.3404332972479089,0.8278608149766088
819,,50,9.809576034545898,0.2823832330660699,0.5430853416238086
836,,50,14.780060768127441,1.1635539243361939,0.7702538051057846
903,,50,19.200971603393555,1.2115359029610053,0.8322341417054434
917,,50,14.966073036193848,0.8896617122546723,0.7279216903669683
919,,50,11.770877838134766,1.4943528903261503,0.8302538216321754
920,,50,11.351624488830566,0.6174262579387734,0.7685854477164682
922,,50,8.77053451538086,0.30274015469336235,0.5044554343171188
928,,50,14.973505973815918,2.2438075015670065,0.7450329579839257
931,,50,9.678316116333008,0.6298871423626436,0.8530622441165989
943,,50,13.981855392456055,0.8078195584504231,0.8328612088655483
952,,50,13.801974296569824,0.9641091578192071,0.9766872708684315
960,,50,17.442543029785156,2.5583159775853654,0.7169508364411791
962,,50,15.62827205657959,0.599862840852561,0.7991592660946553
968,,50,19.964820861816406,1.675516365844765,0.7577372386403041
971,,50,8.670592308044434,0.38430332308865445,0.8451220223916688
972,,50,18.426485061645508,1.8446383193999034,0.7580946153835822
981,,50,9.51205062866211,0.6555887348542994,0.9658540919191781
982,,50,13.19432258605957,1.2022847777507906,0.9251584560811019
983,,50,8.013858795166016,0.4714049394650521,0.8837714433483812
985,,50,13.22427749633789,1.752327179018315,0.7590744563087642
991,,50,5.2102227210998535,0.547735185733999,0.8519757497004337
999,,50,15.335201263427734,1.314487477682292,1.0198977969196767
OVERALL,,5000,351.440185546875,,
MEAN,,5000,10.529318718910217,,
MEDIAN,,5000,9.787773132324219,,
STD,,5000,4.418944884082675,,
SE,,5000,0.4418944884082675,,
CI95_LOW,,5000,9.652504184197925,,
CI95_HIGH,,5000,11.406133253622508,,
MIN,,5000,3.482215404510498,,
MAX,,5000,22.399568557739258,,
MEAN_VENDI_RATIO,,5000,,1.0105281044915708,
MEDIAN_VENDI_RATIO,,5000,,0.8812799982352277,
STD_VENDI_RATIO,,5000,,0.635395085362478,
SE_VENDI_RATIO,,5000,,0.0635395085362478,
CI95_LOW_VENDI_RATIO,,5000,,0.884451934558478,
CI95_HIGH_VENDI_RATIO,,5000,,1.1366042744246636,
MIN_VENDI_RATIO,,5000,,0.20024100997225533,
MAX_VENDI_RATIO,,5000,,3.4415549603779296,
MEAN_VENDI_RATIO_TRAIN,,5000,,,0.8211493300252145
MEDIAN_VENDI_RATIO_TRAIN,,5000,,,0.829735448958116
STD_VENDI_RATIO_TRAIN,,5000,,,0.12485828959189821
SE_VENDI_RATIO_TRAIN,,5000,,,0.01248582895918982
CI95_LOW_VENDI_RATIO_TRAIN,,5000,,,0.7963747365497815
CI95_HIGH_VENDI_RATIO_TRAIN,,5000,,,0.8459239235006475
MIN_VENDI_RATIO_TRAIN,,5000,,,0.4273536541793415
MAX_VENDI_RATIO_TRAIN,,5000,,,1.0712650357409967
